SealRangeBelowId|StateWellId|TopDepth|BottomDepth|SealMaterialId|SealMaterialOtherDesc|Amount|SealAmountUnitId|SealAmountUnitOtherDesc|CreatedDate|LastUpdateDate
1527|139882|0|15|10||6|10||2019-01-10|2019-01-10
1528|139885|0|940|10||96|10||2019-01-14|2019-01-14
1529|48877|-2|1458|10||1025|10||2019-01-14|2019-01-14
1530|48400|0|575|10|||2||2019-01-14|2019-01-14
1531|48753|0|397|10||250|10||2019-01-14|2019-01-14
1532|48422|0|495|10||280|10||2019-01-14|2019-01-14
1533|48089|0|1496|10|||2||2019-01-14|2019-01-14
1534|48091|0|770|10||390|10||2019-01-14|2019-01-14
1535|48101|0|1603|10|||2||2019-01-14|2019-01-14
1536|48103|0|800|10|||2||2019-01-14|2019-01-14
1537|48585|0|1508|10|||2||2019-01-14|2019-01-14
1538|48822|0|1215|10||175|10||2019-01-14|2019-01-14
1539|47924|0|600|10|||2||2019-01-14|2019-01-14
1540|48555|0|1420|10||650|10||2019-01-15|2019-01-15
1541|48556|0|720|10||250|10||2019-01-15|2019-01-15
1542|48417|0|1053|10|||2||2019-01-15|2019-01-15
1543|48399|0|1044|10|||2||2019-01-15|2019-01-15
1544|48445|0|545|10|||2||2019-01-15|2019-01-15
1545|139886|0|1044|10||775|10||2019-01-15|2019-01-15
1546|48869|0|713|10|||2||2019-01-15|2019-01-15
1547|47936|0|600|10|||2||2019-01-15|2019-01-15
1548|139892|0|630|10||70|10||2019-01-15|2019-01-15
1549|48875|0|770|10||77|10||2019-01-15|2019-01-15
1550|48876|0|145|10|||2||2019-01-15|2019-01-15
1551|48878|0|160|10|||2||2019-01-15|2019-01-15
1552|48874|0|754|10|||2||2019-01-16|2019-01-16
1553|59603|0|1282|10||275|10||2019-01-16|2019-01-16
1554|59598|0|1192|10||415|10||2019-01-16|2019-01-16
1555|59608|0|1130|10||525|10||2019-01-16|2019-01-16
1556|59612|0|1120|10|||2||2019-01-16|2019-01-16
1557|59719|0|925|10||140|10||2019-01-16|2019-01-16
1558|139896|0|1075|10|||2||2019-01-16|2019-01-16
1559|59594|0|1135|10|||2||2019-01-16|2019-01-16
1560|59596|0|1115|10|||2||2019-01-16|2019-01-16
1561|49191|0|1060|10|||2||2019-01-16|2019-01-16
1562|59566|0|1020|10|||2||2019-01-16|2019-01-16
1563|59569|0|1070|10||156|10||2019-01-16|2019-01-16
1564|139897|0|600|10||340|10||2019-01-23|2019-01-23
1565|139897|600|610|1|Hole Plug|15|10||2019-01-23|2019-01-23
1566|139898|0|12|10||10|10||2019-01-23|2019-01-23
1567|139898|12|155|1|Hole Plug|25|10||2019-01-23|2019-01-23
1568|139899|0|555|10||90|10||2019-01-24|2019-01-24
1569|139899|555|562|10|Hole Plug|5|10||2019-01-24|2019-01-24
1570|119067|0|638|10|||2||2019-02-11|2019-02-11
1571|119707|0|862|10||200|10||2019-02-11|2019-02-11
1572|119681|0|881|10||300|10||2019-02-11|2019-02-11
1573|119686|0|876|10|||2||2019-02-11|2019-02-11
1574|118824|0|612|10|||2||2019-02-11|2019-02-11
1575|118810|0|505|10|||2||2019-02-11|2019-02-11
1576|118809|0|507|10|||2||2019-02-11|2019-02-11
1577|118811|0|499|10|||2||2019-02-11|2019-02-11
1578|139903|0|20|10||4|10||2019-02-26|2019-02-26
1579|139904|1|20|10||5|10||2019-02-27|2019-02-27
1580|139905|0|10|10||4|10||2019-02-27|2019-02-27
1581|132311|0|960|10|||2||2019-02-27|2019-02-27
1582|139907|1|20|10||4|10||2019-02-27|2019-02-27
1583|139908|1|20|10||4|10||2019-02-27|2019-02-27
1584|139909|1|25|10||7|10||2019-02-27|2019-02-27
1585|139911|0|10|10||10|10||2019-02-27|2019-02-27
1586|139912|0|10|10||15|10||2019-02-27|2019-02-27
1587|139914|0|10|12||10|10||2019-02-27|2019-02-27
1588|139915|0|10|10||12|10||2019-02-27|2019-02-27
1589|139917|||10|||2||2019-02-27|2019-02-27
1590|124289|||10|||2||2019-02-27|2019-02-27
1591|139918|0|20|15||7|10||2019-02-27|2019-02-27
1592|139918|20|255|11||26|10||2019-02-27|2019-02-27
1593|139918|255|275|10||7|10||2019-02-27|2019-02-27
1594|139919|0|440|10|||2||2019-02-28|2019-02-28
1595|139921|-1|100|10|||2||2019-02-28|2019-02-28
1596|139922|0|510|10|||2||2019-02-28|2019-02-28
1597|139922|510|520|11|||2||2019-02-28|2019-02-28
1598|139924|0|300|10||175|11||2019-02-28|2019-02-28
1599|139925|-1|10|10|||2||2019-02-28|2019-02-28
1600|76666|0|35|10|||2||2019-03-04|2019-03-04
1601|89839|0|28|10||55|10||2019-03-05|2019-03-05
1602|89839|150|400|10||180|10||2019-03-05|2019-03-05
1603|88918|0|32|10||32|2||2019-03-05|2019-03-05
1604|139789|0|140|1|Neat cement||2||2019-03-05|2019-03-05
1605|89280|1|3|10||0.5|10||2019-03-05|2019-03-05
1606|89280|3|157|11||11|10||2019-03-05|2019-03-05
1607|139792|0|70|10||25|10||2019-03-05|2019-03-05
1608|88181|0|50|10||3|10||2019-03-05|2019-03-05
1609|86987|0|583|10|||2||2019-03-05|2019-03-05
1611|116250|340|360|14|||10||2019-03-05|2019-03-05
1612|116249|340|360|14|||2||2019-03-05|2019-03-05
1613|121393|0|2|14||1|10||2019-03-05|2019-03-05
1614|121393|2|440|14||38|10||2019-03-05|2019-03-05
1615|89717|0|2|14||1|10||2019-03-05|2019-03-05
1616|89717|2|490|14||47|10||2019-03-05|2019-03-05
1617|86783|0|2|10||1|10||2019-03-05|2019-03-05
1618|86783|2|490|14||37|10||2019-03-05|2019-03-05
1619|86916|0|610|10||6|10||2019-03-05|2019-03-05
1620|86916|0|610|14||16|10||2019-03-05|2019-03-05
1621|86843|0|2|1|Quickcrete|3|10||2019-03-05|2019-03-05
1622|86843|2|280|1|Benseal|22|10||2019-03-05|2019-03-05
1623|86843|280|320|10||8|10||2019-03-05|2019-03-05
1626|121446|520|570|14||6|10||2019-03-05|2019-03-05
1627|121447|0|5|10||9|10||2019-03-05|2019-03-05
1628|121447|5|370|10||38|10||2019-03-05|2019-03-05
1629|86519|0|255|10||45|10||2019-03-05|2019-03-05
1630|86519|2|640|14||50|10||2019-03-05|2019-03-05
1631|86519|0|2|10||5|10||2019-03-05|2019-03-05
1632|86902|0|930|14||87|10||2019-03-05|2019-03-05
1633|86902|0|705|10||75|10||2019-03-05|2019-03-05
1634|121358|0|960|14||80|10||2019-03-05|2019-03-05
1635|121358|0|394|10||45|10||2019-03-05|2019-03-05
1636|87106|440|520|14||6|10||2019-03-05|2019-03-05
1637|87105|0|285|14||23|10||2019-03-05|2019-03-05
1638|86731|0|125|1|Benseal||2||2019-03-05|2019-03-05
1639|86731|128|373|10||35|10||2019-03-05|2019-03-05
1640|86731|0|2|10|||2||2019-03-05|2019-03-05
1641|86731|2|542|1|Bentonite slurry||2||2019-03-05|2019-03-05
1642|86731|542|672|10|||2||2019-03-05|2019-03-05
1643|86772|0|614|10||150|10||2019-03-05|2019-03-05
1644|87124|0|40|10||15|10||2019-03-05|2019-03-05
1645|87124|40|300|10||70|10||2019-03-05|2019-03-05
1646|87123|300|543|10|||2||2019-03-05|2019-03-05
1647|86546|0|750|11||88|10||2019-03-05|2019-03-05
1648|86546|0|750|10||25|10||2019-03-05|2019-03-05
1649|89706|0|187|10|||2||2019-03-05|2019-03-05
1650|87098|0|385|10|||2||2019-03-05|2019-03-05
1651|87043|0|300|10|||2||2019-03-05|2019-03-05
1652|87135|0|595|10||168|10||2019-03-05|2019-03-05
1653|86982|0|300|10||50|10||2019-03-06|2019-03-06
1654|86982|300|540|10||35|10||2019-03-06|2019-03-06
1655|86982|540|640|10||35|10||2019-03-06|2019-03-06
1656|121492|0|237|10|||2||2019-03-06|2019-03-06
1657|86958|0|380|10||97|10||2019-03-06|2019-03-06
1658|121466|0|510|10||330|10||2019-03-06|2019-03-06
1659|89697|0|248|2||2.5|12||2019-03-06|2019-03-06
1660|86980|0|480|10||40|10||2019-03-06|2019-03-06
1661|121441|0|445|10|||2||2019-03-06|2019-03-06
1662|86979|0|477|10||50|10||2019-03-06|2019-03-06
1663|121464|0|258|10||80|10||2019-03-06|2019-03-06
1664|86719|0|10|10||3|10||2019-03-06|2019-03-06
1665|86719|10|20|1|Hole plug|2|2||2019-03-06|2019-03-06
1666|86904|0|25|2||7|10||2019-03-06|2019-03-06
1667|121371|0|5|1|Portland|2|10||2019-03-06|2019-03-06
1668|121371|5|20|1|Hole plug|8|2||2019-03-06|2019-03-06
1669|139926|0|745|10||355|10||2019-03-06|2019-03-06
1670|93377|0|460|10|||2||2019-03-07|2019-03-07
1671|93379|0|575|10|||2||2019-03-07|2019-03-07
1672|93380|0|930|10||550|10||2019-03-07|2019-03-07
1673|93382|0|370|10||250|10||2019-03-07|2019-03-07
1674|113665|0|10|10|||2||2019-03-07|2019-03-07
1675|113628|0|4|10|||2||2019-03-07|2019-03-07
1676|92935|0|724|10|||2||2019-03-07|2019-03-07
1677|93446|0|736|10|||2||2019-03-07|2019-03-07
1678|96826|0|75|10|||2||2019-03-07|2019-03-07
1679|96080|0|364|10||30|10||2019-03-07|2019-03-07
1680|91656|0|565|10|||2||2019-03-07|2019-03-07
1681|49176|0|1075|10|||2||2019-03-08|2019-03-08
1682|139927|0|20|10||7|10||2019-03-08|2019-03-08
1683|139927|20|295|11||28|10||2019-03-08|2019-03-08
1684|139927|295|315|15||4|10||2019-03-08|2019-03-08
1685|139928|0|20|10||7|10||2019-03-08|2019-03-08
1686|139928|20|280|11||26|10||2019-03-08|2019-03-08
1687|139928|280|300|10||7|10||2019-03-08|2019-03-08
1688|49066|0|1348|10||500|10||2019-03-12|2019-03-12
1689|139932|0|25|10||4|10||2019-03-12|2019-03-12
1690|139933|0|25|10||4|10||2019-03-12|2019-03-12
1691|139934|0|400|10||57|10||2019-03-12|2019-03-12
1692|139939|0|10|10||20|10||2019-03-13|2019-03-13
1693|139939|380|580|10||100|10||2019-03-13|2019-03-13
1694|139940|0|20|10||16|10||2019-03-13|2019-03-13
1695|139940|440|640|10||100|10||2019-03-13|2019-03-13
1696|139941|0|10|10||10|10||2019-03-13|2019-03-13
1697|139941|280|560|10||100|10||2019-03-13|2019-03-13
1698|139942|0|1440|10||475|10||2019-03-13|2019-03-13
1699|116292|0|240|10|||2||2019-03-26|2019-03-26
1700|92141|270|310|10|||2||2019-04-03|2019-04-03
1701|35174|0|12|10||6|10||2019-04-03|2019-04-03
1702|35175|0|12|10||6|10||2019-04-03|2019-04-03
1703|37143|1|10|10||14|10||2019-04-03|2019-04-03
1704|139183|0|10|10||5|10||2019-04-03|2019-04-03
1705|134631|0|10|10||8|10||2019-04-03|2019-04-03
1706|110917|0|15|10||4|10||2019-04-03|2019-04-03
1707|79354|0|15|10||18|10||2019-04-03|2019-04-03
1708|79368|0|20|10||5|10||2019-04-03|2019-04-03
1709|139681|0|50|10||7|10||2019-04-03|2019-04-03
1710|139681|0|50|1|Benseal|2|10||2019-04-03|2019-04-03
1711|139948|2|325|1|CLASS A |110|10||2019-04-12|2019-04-12
1712|21639|0|500|10|||2||2019-04-16|2019-04-16
1713|23507|0|323|10|||2||2019-04-16|2019-04-16
1714|31010|0|337|10||337|2||2019-04-16|2019-04-16
1715|31014|0|195|10|||2||2019-04-16|2019-04-16
1716|118597|0|403|10|||2||2019-04-17|2019-04-17
1717|118671|0|493|10|||2||2019-04-17|2019-04-17
1718|138872|0|229|10||350|10||2019-04-24|2019-04-24
1719|138846|0|232|10||350|10||2019-04-24|2019-04-24
1720|138849|0|226|10||350|10||2019-04-24|2019-04-24
1721|138829|0|230|10||350|10||2019-04-24|2019-04-24
1722|138871|0|228|10||350|10||2019-04-24|2019-04-24
1723|138870|0|225|10||350|10||2019-04-24|2019-04-24
1724|138828|0|225|10||350|10||2019-04-24|2019-04-24
1725|138827|0|266|10||350|10||2019-04-24|2019-04-24
1726|138885|0|238|10||350|10||2019-04-24|2019-04-24
1727|138884|0|229|10||350|10||2019-04-24|2019-04-24
1728|138826|0|226.5|10||350|10||2019-04-24|2019-04-24
1729|138847|0|240|10||350|10||2019-04-24|2019-04-24
1730|138887|0|232|10||350|10||2019-04-24|2019-04-24
1731|57710|0|20|10||20|10||2019-04-24|2019-04-24
1732|57710|0|620|10||620|10||2019-04-24|2019-04-24
1733|135072|0|280|10||264|10||2019-04-24|2019-04-24
1734|120395|0|54|10||12|12||2019-04-24|2019-04-24
1735|120395|0|1120|10||600|10||2019-04-24|2019-04-24
1736|120395|1120|1130|11||5|10||2019-04-24|2019-04-24
1737|55140|0|692|10||235|10||2019-04-24|2019-04-24
1738|120443|0|54|14||12|12||2019-04-24|2019-04-24
1739|120443|0|620|10||535|10||2019-04-24|2019-04-24
1740|120443|620|630|11||5|10||2019-04-24|2019-04-24
1741|89628|0|160|1|Portland|40|10||2019-04-24|2019-04-24
1742|89628|382|440|1|Portland|15|10||2019-04-24|2019-04-24
1743|116524|0|10|14||42|10||2019-04-24|2019-04-24
1744|51799|0|840|10||751|10||2019-04-24|2019-04-24
1745|138850|0|230|10||350|10||2019-04-24|2019-04-24
1746|138851|0|239|10||350|10||2019-04-24|2019-04-24
1747|138844|0|236|10||350|10||2019-04-24|2019-04-24
1748|138886|0|240|10||300|10||2019-04-24|2019-04-24
1749|138848|0|229|10||350|10||2019-04-24|2019-04-24
1750|139958|1|50|10||42|10||2019-05-02|2019-05-02
1751|139957|1|15|10||6|10||2019-05-02|2019-05-02
1752|139962|0|20|10||7|10||2019-05-16|2019-05-16
1753|139962|20|198|11||18|10||2019-05-16|2019-05-16
1754|139962|198|218|10||7|10||2019-05-16|2019-05-16
1755|139963|0|345|10||115|10||2019-05-16|2019-05-16
1756|139963|345|350|11||2|10||2019-05-16|2019-05-16
1757|139959|0|15|10|||2||2019-06-05|2019-06-05
1758|139982|0|1028|10||300|10||2019-06-07|2019-06-07
1759|140017|0|20|10||3|10||2019-07-18|2019-07-18
1763|140017|20|145|1|Gravel||2||2019-07-18|2019-07-18
1764|140017|145|195|11||15|10||2019-07-18|2019-07-18
1765|140017|195|228|1|Gravel Packed||2||2019-07-18|2019-07-18
1766|140044|-2|50|10||7|10||2019-08-14|2019-08-14
1767|140065|0|30|10||10|10||2019-09-18|2019-09-18
1768|140065|110|140|10||10|10||2019-09-18|2019-09-18
1769|140066|0|30|10||10|10||2019-09-18|2019-09-18
1770|140066|280|300|10||10|10||2019-09-18|2019-09-18
1771|140087|0|10|10||7|10||2019-10-08|2019-10-08
1773|140095|||2|||2||2019-11-05|2019-11-05
1774|140096|||2|||2||2019-11-05|2019-11-05
1775|140097|||2|||2||2019-11-05|2019-11-05
1776|140101|0|2056|10||1913|10||2019-11-06|2019-11-06
1777|140114|0|10|2|||2||2019-11-13|2019-11-13
1778|140172|0|2|12||2|10||2020-01-24|2020-01-24
1779|140172|2|47|11||2|10||2020-01-24|2020-01-24
1780|140187|0|35|1|4 benseal, 3 cement||1||2020-01-28|2020-01-28
1781|140173|0|30|2||8|10||2020-01-29|2020-01-29
1782|90242|0|4|10||5|10||2020-02-10|2020-02-10
1783|140205|1|20|10||5|10||2020-02-27|2020-02-27
1784|140207|0|15|2||2|10||2020-03-04|2020-03-04
1785|140209|-3|10|10||2|10||2020-03-05|2020-03-05
1786|140210|0|429|2||429|2||2020-03-18|2020-03-20
1787|139315|0|15|2|||2||2020-03-18|2020-03-18
1788|140300|0|20|10||15|10||2020-04-08|2020-04-08
1790|48838|0|686|10|||2||2020-05-08|2020-05-08
1791|24725|0|200|10|||2||2020-06-15|2020-06-15
1794|140360|0|60|10|Bentonite|8|10|4|2020-08-06|2020-08-06
1796|140362|0|50|10|Bentonite|3|10|3|2020-08-07|2020-08-07
1797|140363|0|25|10||3|10||2020-08-07|2020-08-07
1798|140371|-1|50|10||9|10||2020-08-10|2020-08-10
1799|140356|1|3|10||0.5|10||2020-08-10|2020-08-10
1800|140356|3|50|11||5|10||2020-08-10|2020-08-10
1804|140365|1|52|2||10|10||2020-08-10|2020-08-10
1805|140372|0|610|2||240|10||2020-08-10|2020-08-10
1806|140413|0|30|10||15|10||2020-08-17|2020-08-17
1807|140413|0|333|10||70|10||2020-08-17|2020-08-17
1808|140415|0|320|10||76|10||2020-08-17|2020-08-17
1809|140412|0|15|2||25|10||2020-08-17|2020-08-17
1810|140412|15|203|2||165|10||2020-08-17|2020-08-17
1811|140417|0|615|10||380|10||2020-09-04|2020-09-04
1816|140027|0|4|10||5|10||2020-09-09|2020-09-09
1817|140027|4|105|11||6|10||2020-09-09|2020-09-09
1818|140027|365|478|11||6|10||2020-09-09|2020-09-09
1819|140027|478|509|10||3|10||2020-09-09|2020-09-09
1820|140028|0|5|10||4|10||2020-09-09|2020-09-09
1821|140028|5|100|11||6|10||2020-09-09|2020-09-09
1822|140028|365|397|10||3|10||2020-09-09|2020-09-09
1824|140450|0|100|14|||10||2020-09-14|2020-09-14
1827|51929|0|182|10|||2||2020-10-09|2020-10-09
1833|140467|0|35|10||25|10||2020-10-26|2020-10-26
1834|140470|0|25|10||18|10||2020-10-26|2020-10-26
1835|140470|0|35|10||12|10||2020-10-26|2020-10-26
1836|140495|300|290|2||5|10||2020-11-06|2020-11-06
1837|140495|10|0|2||7|10||2020-11-06|2020-11-06
1838|140504|0|884|2||360|2||2020-11-18|2020-11-18
1839|140505|0|60|10||7|2||2020-11-20|2020-11-20
1841|23338|0|480|2|||2||2020-12-04|2020-12-04
1843|140465|0|40|13||7|2||2021-03-02|2021-03-02
