SealRangeBelowId|StateWellId|TopDepth|BottomDepth|SealMaterialId|SealMaterialOtherDesc|Amount|SealAmountUnitId|SealAmountUnitOtherDesc|CreatedDate|LastUpdateDate
1|139068|0|20|10||18|10||2016-08-29|2016-08-29
2|139068|200|220|11||4|10||2016-08-29|2016-08-29
3|139070|0|150|2||12|10||2016-08-29|2016-08-29
4|139071|0|15|2||6|2||2016-08-29|2016-08-29
5|139072|0|150|10||16|10||2016-08-29|2016-08-29
6|139073|0|10|10||2|10||2016-08-29|2016-08-29
7|139075|0|10|2||4|2||2016-08-30|2016-08-30
8|139075|200|220|2||2|2||2016-08-30|2016-08-30
9|139079|0|60|10||80|10||2016-09-06|2016-09-06
11|139079|0|643|1|CI A 6% gel||2||2016-09-06|2016-09-06
12|139080|0|60|10||78|10||2016-09-06|2016-09-06
13|139080|0|655|1|826Cl A 6% gel||2||2016-09-06|2016-09-06
18|47972|0|1066|10||200|10||2016-09-06|2016-09-06
21|21972|0|3078|10|||2||2016-09-07|2016-09-07
22|47207|0|1215|10|||2||2016-09-07|2016-09-07
23|46578|||10||150|10||2016-09-07|2016-09-07
24|47948|0|465|10||285|10||2016-09-07|2016-09-07
27|139083|0|84|10||180|10||2016-09-13|2016-09-13
28|139083|0|646|10||815|10||2016-09-13|2016-09-13
30|21975|0|3070|10||1380|10||2016-09-13|2016-09-13
33|139095|0|10|10||95|10||2016-09-15|2016-09-15
34|9411|0|160|10||220|10||2016-09-16|2016-09-16
35|10108|0|20|10||40|10||2016-09-16|2016-09-16
36|10121|0|275|10||380|10||2016-09-16|2016-09-16
37|10394|-1|10|10|||2||2016-09-16|2016-09-16
41|10407|-1|0|10|||2||2016-09-16|2016-09-16
42|10407|0|10|11|||2||2016-09-16|2016-09-16
43|10416|-1|11|2||2.5|12||2016-09-16|2016-09-16
44|10991|-1|0|10|||2||2016-09-16|2016-09-16
45|10991|0|10|11|||2||2016-09-16|2016-09-16
46|11159|0|110|2||5|1|cubic yards|2016-09-16|2016-09-16
47|14453|0|200|10||155|10||2016-09-16|2016-09-16
48|15346|0|136|2||238|2||2016-09-16|2016-09-16
49|15347|0|140|2||244|2||2016-09-16|2016-09-16
50|15704|0|10|2||8|2||2016-09-16|2016-09-16
51|15778|0|15|10||40|10||2016-09-16|2016-09-16
52|15789|0|20|10||40|10||2016-09-16|2016-09-16
53|15816|0|25|10||15|10||2016-09-16|2016-09-16
54|15816|25|50|11||25|10||2016-09-16|2016-09-16
57|139084|0|336|10||16|10||2016-09-16|2016-09-16
58|139084|0|15|10||8|10||2016-09-16|2016-09-16
59|139096|0|10|10||6|10||2016-09-16|2016-09-16
60|139096|50|200|10||10|10||2016-09-16|2016-09-16
61|15851|0|10|2||20|2||2016-09-19|2016-09-19
62|15853|0|10|2||15|2||2016-09-19|2016-09-19
63|15890|0|12|2||24|2||2016-09-19|2016-09-19
64|15909|0|10|2||48|2||2016-09-19|2016-09-19
65|15986|0|12|10||29|10||2016-09-19|2016-09-19
66|16128|3|23|2||14|2||2016-09-19|2016-09-19
67|16450|0|10|10||15|10||2016-09-19|2016-09-19
68|16697|0|10|2||15|2||2016-09-19|2016-09-19
69|16715|0|10|2|||2||2016-09-19|2016-09-19
70|16729|0|21|2||16|2||2016-09-19|2016-09-19
71|16756|2|223|10||5|10||2016-09-19|2016-09-19
72|16775|2|22|10||5|10||2016-09-19|2016-09-19
73|16844|0|11|12||12|10||2016-09-19|2016-09-19
74|17603|0|12|12||37|10||2016-09-19|2016-09-19
75|18784|0|10|2||6|2||2016-09-19|2016-09-19
76|20332|0|26|2||2.5|12||2016-09-19|2016-09-19
77|20333|10|19|2||1.5|12||2016-09-19|2016-09-19
78|20334|10|18|2||1.5|12||2016-09-19|2016-09-19
79|20335|10|19|2||1.5|12||2016-09-19|2016-09-19
80|21630|0|735|2|||2||2016-09-19|2016-09-19
81|21651|0|660|10||315|10||2016-09-20|2016-09-20
82|22607|0|45|2||16|2||2016-09-20|2016-09-20
83|22608|0|42|2||45|2||2016-09-20|2016-09-20
84|22645|0|1080|2||525|2||2016-09-20|2016-09-20
85|22690|0|1400|2||1500|2||2016-09-20|2016-09-20
86|22896|0|1168|2||775|2||2016-09-20|2016-09-20
87|22922|0|1250|10||650|10||2016-09-20|2016-09-20
88|22947|0|1634|10||425|10||2016-09-20|2016-09-20
89|22963|0|1310|2|||2||2016-09-20|2016-09-20
90|22978|0|1310|10||100|10||2016-09-20|2016-09-20
91|23002|0|1000|2||280|2||2016-09-20|2016-09-20
92|23004|0|30|2||55|2||2016-09-20|2016-09-20
93|23004|0|2336|2||850|2||2016-09-20|2016-09-20
94|23019|0|22|2||25|2||2016-09-20|2016-09-20
95|23019|0|1990|2||800|2||2016-09-20|2016-09-20
96|23042|0|1492|2||530|2||2016-09-20|2016-09-20
97|23043|0|30|2||10|2||2016-09-20|2016-09-20
98|23043|0|1480|2||430|2||2016-09-20|2016-09-20
99|23074|1|10|2||25|2||2016-09-20|2016-09-20
100|23084|0|30|10||55|10||2016-09-20|2016-09-20
101|23084|0|1358|10||350|10||2016-09-20|2016-09-20
102|23087|0|1420|2|||2||2016-09-20|2016-09-20
103|23087|1612|1630|10||41|10||2016-09-20|2016-09-20
104|23118|0|978|2||450|2||2016-09-21|2016-09-21
105|23118|1091|1538|2||141|2||2016-09-21|2016-09-21
106|23119|0|2550|2||635|2||2016-09-21|2016-09-21
107|23124|0|1217|10||625|10||2016-09-21|2016-09-21
108|23126|0|2144|10||800|10||2016-09-21|2016-09-21
109|23154|0|1924|10||930|10||2016-09-21|2016-09-21
110|23155|0|1595|10||375|10||2016-09-21|2016-09-21
111|23158|0|1852|10||810|10||2016-09-21|2016-09-21
112|58133|0|230|10|||2||2016-09-21|2016-09-21
113|58134|0|220|10|||2||2016-09-21|2016-09-21
114|121155|0|550|10||1060|10||2016-09-21|2016-09-21
115|139100|1|47|2||15|10||2016-09-22|2016-09-22
116|139104|0|360|10||528|10||2016-09-26|2016-09-26
117|139104|360|365|11||13|10||2016-09-26|2016-09-26
118|23982|0|15|2||10|2||2016-09-26|2016-09-26
119|139110|1|100|2||15|2||2016-09-26|2016-09-26
120|139102|3|20|11||8|10||2016-09-26|2016-09-26
121|139112|0|60|10||15|10||2016-09-28|2016-09-28
122|139112|75|97|11||10|10||2016-09-28|2016-09-28
123|139113|0|409|10||47|10||2016-09-28|2016-09-28
124|139114|0|50|10||10|10||2016-09-28|2016-09-28
125|139114|50|97|11||9|10||2016-09-28|2016-09-28
126|23202|0|968|2||275|2||2016-10-04|2016-10-04
127|23203|0|1085|10||655|10||2016-10-04|2016-10-04
128|23204|0|1190|2|||2||2016-10-04|2016-10-04
129|23216|0|950|10||60|10||2016-10-04|2016-10-04
130|23217|0|894|2||260|2||2016-10-04|2016-10-04
131|23221|0|714|10||285|10||2016-10-04|2016-10-04
132|23221|0|714|11||3|2||2016-10-04|2016-10-04
133|23287|0|1672|10||800|10||2016-10-04|2016-10-04
134|23319|0|25|2||10|2||2016-10-04|2016-10-04
135|23346|0|55|10||65|10||2016-10-04|2016-10-04
136|23346|0|2189|1|Cl A+6%gel|2658|2||2016-10-04|2016-10-04
137|23508|0|360|10||175|10||2016-10-04|2016-10-04
138|23508|485|520|10||15|10||2016-10-04|2016-10-04
139|54|0|20|10||5|10||2016-10-04|2016-10-04
140|54|20|500|11|||2||2016-10-04|2016-10-04
141|115|0|20|10||5|10||2016-10-04|2016-10-04
142|115|20|300|11|||14||2016-10-04|2016-10-04
143|125|0|30|10||5|10||2016-10-04|2016-10-04
144|125|30|260|11||260|14||2016-10-04|2016-10-04
145|125|400|410|11||8|14||2016-10-04|2016-10-04
146|138|0|30|10||5|10||2016-10-04|2016-10-04
147|138|30|260|11||58|2||2016-10-04|2016-10-04
148|138|385|395|11||6|2||2016-10-04|2016-10-04
149|139|0|20|10||5|10||2016-10-04|2016-10-04
150|139|20|140|11||140|2||2016-10-04|2016-10-04
151|151|0|25|10||5|10||2016-10-04|2016-10-04
152|151|25|80|11|||14||2016-10-04|2016-10-04
153|151|240|560|1|Gravel||2||2016-10-04|2016-10-04
154|170|0|30|10||4|10||2016-10-04|2016-10-04
155|170|30|160|11||40|2||2016-10-04|2016-10-04
156|170|200|210|11||8|2||2016-10-04|2016-10-04
157|194|0|25|10||5|10||2016-10-04|2016-10-04
158|194|25|280|11|||2||2016-10-04|2016-10-04
159|203|0|25|10||5|10||2016-10-04|2016-10-04
160|203|25|300|11|||2||2016-10-04|2016-10-04
161|238|0|25|10||5|10||2016-10-04|2016-10-04
162|238|25|400|11|||2||2016-10-04|2016-10-04
164|295|0|20|10||5|10||2016-10-04|2016-10-04
165|295|20|280|11|||2||2016-10-04|2016-10-04
166|311|0|20|10||5|10||2016-10-04|2016-10-04
167|311|20|280|11|||2||2016-10-04|2016-10-04
168|350|0|30|10||6|10||2016-10-04|2016-10-04
169|350|30|260|11||23|2||2016-10-04|2016-10-04
170|512|0|20|10||5|10||2016-10-04|2016-10-04
171|512|20|280|11|||2||2016-10-04|2016-10-04
172|616|0|20|10||6|10||2016-10-04|2016-10-04
173|616|20|300|11||28|2||2016-10-04|2016-10-04
174|631|0|375|10||450|10||2016-10-04|2016-10-04
175|632|0|20|10||3|10||2016-10-04|2016-10-04
176|632|20|360|11||62|2||2016-10-04|2016-10-04
177|635|0|350|14||450|10||2016-10-04|2016-10-04
178|635|350|351|11||5|2||2016-10-04|2016-10-04
179|652|0|50|10|||10||2016-10-04|2016-10-04
180|652|50|360|10||479|10||2016-10-04|2016-10-04
181|652|360|370|11|||2||2016-10-04|2016-10-04
182|669|0|30|10||5|10||2016-10-04|2016-10-04
183|669|30|360|11||33|2||2016-10-04|2016-10-04
184|738|0|25|10||5|10||2016-10-04|2016-10-04
185|738|25|320|11|||14||2016-10-04|2016-10-04
186|831|0|30|10||7|10||2016-10-04|2016-10-04
187|831|30|240|11||21|2||2016-10-04|2016-10-04
188|906|0|30|10||10|10||2016-10-04|2016-10-04
189|906|30|160|11||40|2||2016-10-04|2016-10-04
190|919|0|20|10||5|10||2016-10-04|2016-10-04
191|919|20|280|11||26|2||2016-10-04|2016-10-04
192|958|0|30|10||7|10||2016-10-04|2016-10-04
193|958|30|260|11||23|2||2016-10-04|2016-10-04
194|1199|0|20|10||5|10||2016-10-04|2016-10-04
195|1455|0|20|10||5|10||2016-10-04|2016-10-04
196|1455|20|280|11|||14||2016-10-04|2016-10-04
198|1484|0|20|10||5|10||2016-10-04|2016-10-04
199|1487|0|20|10||5|10||2016-10-04|2016-10-04
200|1755|0|20|10||4|10||2016-10-04|2016-10-04
201|1758|0|20|10||5|10||2016-10-04|2016-10-04
202|1758|20|155|11|||14||2016-10-04|2016-10-04
203|1783|0|30|10||6|10||2016-10-04|2016-10-04
204|1783|30|300|11||27|2||2016-10-04|2016-10-04
205|1825|0|20|10||5|10||2016-10-04|2016-10-04
206|1825|20|240|11||75|14||2016-10-04|2016-10-04
207|1866|0|30|10||5|10||2016-10-04|2016-10-04
208|1866|30|180|11||24|14||2016-10-04|2016-10-04
209|1914|0|30|10||7|10||2016-10-04|2016-10-04
210|1914|30|240|11||10|14||2016-10-04|2016-10-04
211|1919|0|20|10||5|10||2016-10-04|2016-10-04
212|1956|0|30|10||7|10||2016-10-04|2016-10-04
213|1956|30|320|11||25|14||2016-10-04|2016-10-04
214|1968|0|15|10||15|10||2016-10-04|2016-10-04
215|1976|0|28|10||4|10||2016-10-04|2016-10-04
216|2012|0|175|10|||10||2016-10-04|2016-10-04
217|2012|0|175|11|||14||2016-10-04|2016-10-04
218|2195|1|20|10||7|10||2016-10-04|2016-10-04
219|2263|2|20|10||5|10||2016-10-04|2016-10-04
220|2271|0|28|10||5|10||2016-10-04|2016-10-04
221|2308|460|710|10||273|10||2016-10-04|2016-10-04
222|2309|0|410|10||310|10||2016-10-04|2016-10-04
223|2479|0|20|10||4|10||2016-10-04|2016-10-04
224|2516|1|25|10||10|10||2016-10-04|2016-10-04
225|2526|0|20|10||2|10||2016-10-04|2016-10-04
226|2575|1|25|10||4|10||2016-10-04|2016-10-04
227|2607|0|25|10||7|10||2016-10-04|2016-10-04
228|2817|-1|400|10|||10||2016-10-04|2016-10-04
229|2817|400|420|11|||14||2016-10-04|2016-10-04
230|2906|0|25|10||8|10||2016-10-04|2016-10-04
231|3033|1|20|10||4|10||2016-10-04|2016-10-04
232|3111|0|16|10||5|10||2016-10-04|2016-10-04
233|3111|0|17|1|Hole Plug||2||2016-10-04|2016-10-04
234|3340|0|17|10||5|10||2016-10-04|2016-10-04
235|3458|1|20|10||4|10||2016-10-04|2016-10-04
236|3475|0|20|10||40|10||2016-10-04|2016-10-04
237|3484|3|23|10||16|10||2016-10-04|2016-10-04
238|3866|0|10|1|Sacrete|23|10||2016-10-04|2016-10-04
239|3998|0|20|10||5|10||2016-10-04|2016-10-04
240|4300|0|10|10||16|10||2016-10-04|2016-10-04
241|4368|0|10|10||37|10||2016-10-04|2016-10-04
242|4503|0|20|10||6|10||2016-10-04|2016-10-04
243|4525|0|340|10||450|10||2016-10-04|2016-10-04
244|4525|340|350|11|||2||2016-10-04|2016-10-04
245|4704|0|20|10||5|10||2016-10-04|2016-10-04
246|4704|20|265|11|||14||2016-10-04|2016-10-04
247|4957|0|433|10||560|10||2016-10-04|2016-10-04
248|4957|433|443|11||35|14||2016-10-04|2016-10-04
249|4995|2|29|10||6|10||2016-10-04|2016-10-04
250|5034|3|23|1|sacrete|13|10||2016-10-04|2016-10-04
251|5210|0|50|10||12|10||2016-10-04|2016-10-04
252|5210|50|60|11||10|14||2016-10-04|2016-10-04
253|5210|60|209|1|#1 fine||2||2016-10-04|2016-10-04
254|5211|0|20|10||40|10||2016-10-04|2016-10-04
255|5211|0|195|10||300|10||2016-10-04|2016-10-04
256|5211|195|205|11||27|10||2016-10-04|2016-10-04
257|5212|0|20|10||40|10||2016-10-04|2016-10-04
258|5212|0|274|10||450|10||2016-10-04|2016-10-04
259|5212|274|284|11||27|10||2016-10-04|2016-10-04
260|5213|0|20|10||40|10||2016-10-04|2016-10-04
261|5213|0|227|10||400|10||2016-10-04|2016-10-04
262|5213|227|237|11||27|10||2016-10-04|2016-10-04
263|5218|0|50|10||12|10||2016-10-04|2016-10-04
264|5218|50|60|11||10|2||2016-10-04|2016-10-04
265|5218|60|255|1|Gardn Cty gravl||2||2016-10-04|2016-10-04
266|5219|0|270|10||440|10||2016-10-04|2016-10-04
267|5219|270|280|11||34|10||2016-10-04|2016-10-04
268|5220|0|290|10||342|10||2016-10-04|2016-10-04
269|5220|290|300|11||34|10||2016-10-04|2016-10-04
270|5221|0|20|10||40|10||2016-10-04|2016-10-04
271|5221|0|304|10||450|10||2016-10-04|2016-10-04
272|5221|304|314|11||27|10||2016-10-04|2016-10-04
273|5222|0|20|10||40|10||2016-10-04|2016-10-04
274|5222|0|318|10||450|10||2016-10-04|2016-10-04
275|5222|318|328|11||27|10||2016-10-04|2016-10-04
276|5226|0|50|10||12|10||2016-10-04|2016-10-04
277|5226|50|60|11||10|10||2016-10-04|2016-10-04
278|5226|305|315|11||10|10||2016-10-04|2016-10-04
279|5227|0|50|10||12|10||2016-10-04|2016-10-04
280|5227|50|60|11||10|10||2016-10-04|2016-10-04
281|5227|389|399|11||10|10||2016-10-04|2016-10-04
282|5228|0|50|10||12|10||2016-10-05|2016-10-05
283|5228|50|60|11||10|10||2016-10-05|2016-10-05
284|5228|494|504|11||10|10||2016-10-05|2016-10-05
285|5229|0|315|10||540|10||2016-10-05|2016-10-05
286|5229|315|325|11||34|10||2016-10-05|2016-10-05
287|5230|0|400|10||472|10||2016-10-05|2016-10-05
288|5230|400|410|11||34|10||2016-10-05|2016-10-05
289|5231|0|315|10||450|10||2016-10-05|2016-10-05
290|5231|315|325|11||27|10||2016-10-05|2016-10-05
291|5232|0|318|10||450|10||2016-10-05|2016-10-05
292|5232|318|328|11||27|10||2016-10-05|2016-10-05
293|5233|0|316|10||450|10||2016-10-05|2016-10-05
294|5233|316|326|11||32|10||2016-10-05|2016-10-05
295|5234|0|40|10||40|10||2016-10-05|2016-10-05
296|5234|0|253|10||430|10||2016-10-05|2016-10-05
297|5234|253|263|11||27|10||2016-10-05|2016-10-05
298|5238|0|20|10||40|10||2016-10-05|2016-10-05
299|5238|0|272|10||450|10||2016-10-05|2016-10-05
300|5238|272|282|11||27|10||2016-10-05|2016-10-05
301|5239|0|388|10||132|10||2016-10-05|2016-10-05
302|5239|388|398|11||27|10||2016-10-05|2016-10-05
303|5240|0|370|10||493|10||2016-10-05|2016-10-05
304|5240|370|380|11||27|10||2016-10-05|2016-10-05
305|5241|0|360|10||560|10||2016-10-05|2016-10-05
306|5241|360|370|11||27|10||2016-10-05|2016-10-05
307|5251|0|50|10||12|10||2016-10-05|2016-10-05
308|5251|50|60|11||10|10||2016-10-05|2016-10-05
309|5251|60|378|1|#1 fine gravel||2||2016-10-05|2016-10-05
310|5252|0|20|10||40|10||2016-10-05|2016-10-05
311|5252|0|347|10||530|10||2016-10-05|2016-10-05
312|5252|347|357|11||27|10||2016-10-05|2016-10-05
313|5253|19|290|10||450|10||2016-10-05|2016-10-05
314|5253|290|303|11||33|10||2016-10-05|2016-10-05
315|5279|0|20|10||40|10||2016-10-05|2016-10-05
316|5302|-1|15|10|||2||2016-10-05|2016-10-05
317|5340|0|430|10||860|10||2016-10-05|2016-10-05
318|5341|0|400|10||850|10||2016-10-05|2016-10-05
319|5342|0|468|10||699|10||2016-10-05|2016-10-05
320|5342|468|478|11||10|10||2016-10-05|2016-10-05
321|5651|0|20|10||4|10||2016-10-05|2016-10-05
322|5669|0|20|10||40|10||2016-10-05|2016-10-05
323|5669|0|393|10||600|10||2016-10-05|2016-10-05
324|5669|393|403|11||27|10||2016-10-05|2016-10-05
325|5715|0|275|10||360|10||2016-10-05|2016-10-05
326|5715|0|490|10||740|10||2016-10-05|2016-10-05
327|5715|490|500|11||25|10||2016-10-05|2016-10-05
328|5734|0|20|10||40|10||2016-10-05|2016-10-05
329|5893|0|455|2|||2||2016-10-05|2016-10-05
330|6125|0|15|10||40|10||2016-10-05|2016-10-05
331|6186|0|228|10||300|10||2016-10-05|2016-10-05
332|6186|228|235|11||10|10||2016-10-05|2016-10-05
333|6567|-1|15|10|||2||2016-10-05|2016-10-05
334|6713|0|373|2||370|2||2016-10-05|2016-10-05
335|6973|0|10|2||12|2||2016-10-05|2016-10-05
336|7043|0|15|10||3|10||2016-10-05|2016-10-05
337|7050|0|20|10||6|10||2016-10-05|2016-10-05
338|7050|20|245|11||23|10||2016-10-05|2016-10-05
339|7102|0|760|2||150|2||2016-10-05|2016-10-05
340|7110|0|20|2||5|2||2016-10-05|2016-10-05
341|7228|0|20|2||5|2||2016-10-05|2016-10-05
342|7248|0|20|2||5|2||2016-10-05|2016-10-05
343|7248|20|330|11|||14||2016-10-05|2016-10-05
344|8314|0|227|10||300|10||2016-10-05|2016-10-05
345|8314|222|227|11||10|10||2016-10-05|2016-10-05
346|8563|0|500|10||15|12||2016-10-05|2016-10-05
347|8564|0|515|10||15.5|12||2016-10-05|2016-10-05
348|8565|0|535|10||16|12||2016-10-05|2016-10-05
349|8594|0|460|10||14|12||2016-10-05|2016-10-05
350|8595|0|440|10||13|12||2016-10-05|2016-10-05
351|8596|0|441|10||13|12||2016-10-05|2016-10-05
352|8600|0|15|10||3|10||2016-10-05|2016-10-05
353|139131|0|15|10||30|10||2016-10-05|2016-10-05
354|139132|0|10|2||10|2||2016-10-05|2016-10-05
355|139136|0|10|10||22|10||2016-10-05|2016-10-05
356|139137|0|10|10||20|10||2016-10-05|2016-10-05
358|58699|0|260|10||85|10||2016-10-06|2016-10-06
359|57221|0|267|10||90|10||2016-10-06|2016-10-06
360|57221|380|540|10||16|10||2016-10-06|2016-10-06
361|139140|0|12|1|Sacrete|28|10||2016-10-06|2016-10-06
362|139141|0|11|12||27|10||2016-10-06|2016-10-06
363|57224|0|740|10|||2||2016-10-06|2016-10-06
364|57746|0|520|10|||2||2016-10-06|2016-10-06
365|57748|0|205|10||13|10||2016-10-06|2016-10-06
366|59498|0|1080|10||315|10||2016-10-06|2016-10-06
367|139150|0|10|10||21|10||2016-10-07|2016-10-07
368|139151|0|204|10||35|10||2016-10-20|2016-10-20
369|139154|0|10|10||7|10||2016-11-02|2016-11-02
371|139154|190|380|10||19|10||2016-11-02|2016-11-02
372|139155|0|10|10||1|10||2016-11-03|2016-11-03
373|139155|10|25|11||3|10||2016-11-03|2016-11-03
374|139156|0|15|1|Sacrete|13|10||2016-11-08|2016-11-08
375|139156|15|400|1|Benseal|33|10||2016-11-08|2016-11-08
378|23057|0|1525|10|||2||2016-11-21|2016-11-21
380|21724|0|50|10|||2||2016-11-21|2016-11-21
381|23282|0|2839|10||1375|10||2016-11-22|2016-11-22
382|24075|175|250|10||5|10||2016-11-22|2016-11-22
383|21929|0|1574|10||750|10||2016-11-22|2016-11-22
384|23045|0|1148|10|||2||2016-11-22|2016-11-22
385|22793|0|165|10|||2||2016-11-22|2016-11-22
386|22659|0|1330|10|||2||2016-11-22|2016-11-22
387|22959|0|216|10||35|10||2016-11-22|2016-11-22
388|22959|90|923|10||140|10||2016-11-22|2016-11-22
390|23030|0|1427|10||375|10||2016-11-22|2016-11-22
391|22901|0|1300|10|||2||2016-11-22|2016-11-22
393|22611|0|350|10|||2||2016-11-22|2016-11-22
394|23754|0|301|10|||2||2016-11-22|2016-11-22
395|24107|0|700|10||700|2||2016-11-22|2016-11-22
396|23962|0|890|10|||2||2016-11-22|2016-11-22
397|23900|||10|||2||2016-11-22|2016-11-22
398|23917|||10|||2||2016-11-22|2016-11-22
399|24206|0|672|10|||2||2016-11-22|2016-11-22
400|46637|0|1490|10||485|10||2016-11-23|2016-11-23
401|139165|0|245|10||74|10||2016-11-28|2016-11-28
402|51261|0|805|10|||2||2016-11-30|2016-11-30
403|51195|0|462|10|||2||2016-11-30|2016-11-30
404|51188|0|630|10|||2||2016-11-30|2016-11-30
405|21978|||10|||2||2016-12-01|2016-12-01
406|23173|0|2380|10|||2||2016-12-01|2016-12-01
407|139167|-1|50|10||6|10||2016-12-07|2016-12-07
408|139168|0|700|10||122|10||2016-12-08|2016-12-08
409|139168|0|700|14||32|10||2016-12-08|2016-12-08
410|139168|0|700|1|Hole Plug|64|10||2016-12-08|2016-12-08
411|139169|0|20|10||3|10||2016-12-08|2016-12-08
412|139169|20|105|11||11|10||2016-12-08|2016-12-08
413|139169|105|125|11||4|10||2016-12-08|2016-12-08
414|139170|0|100|10||32|10||2016-12-09|2016-12-09
415|139170|100|350|11||25|10||2016-12-09|2016-12-09
416|139170|350|670|10|Class H|81|10||2016-12-09|2016-12-09
417|139171|0|90|10||30|10||2016-12-09|2016-12-09
419|139171|100|120|11||1|10||2016-12-09|2016-12-09
420|139171|100|120|10||9|10||2016-12-09|2016-12-09
421|139171|180|190|11||3|10||2016-12-09|2016-12-09
422|139171|180|190|10||12|10||2016-12-09|2016-12-09
423|139172|0|20|10||2.5|10||2016-12-09|2016-12-09
424|139172|20|205|11||17|10||2016-12-09|2016-12-09
425|139172|205|225|10||2.5|10||2016-12-09|2016-12-09
427|139173|0|40|10||15|10||2016-12-12|2016-12-12
428|139173|40|100|11||56|10||2016-12-12|2016-12-12
429|139173|100|230|10||20|10||2016-12-12|2016-12-12
430|139173|230|240|11||4|10||2016-12-12|2016-12-12
431|139174|0|20|10||2.5|10||2016-12-12|2016-12-12
432|139174|20|199|11||16|10||2016-12-12|2016-12-12
433|139174|199|219|10||2.5|10||2016-12-12|2016-12-12
437|139175|0|20|10||2.5|10||2016-12-13|2016-12-13
439|139175|20|208|11||16|10||2016-12-13|2016-12-13
440|139175|208|228|10||2.5|10||2016-12-13|2016-12-13
442|29692|0|10|10||13|10||2016-12-20|2016-12-20
443|38832|0|5|10|||2||2016-12-20|2016-12-20
444|27918|0|11|10||3.5|10||2016-12-20|2016-12-20
445|50610|0|116|10|||2||2016-12-21|2016-12-21
446|22170|0|438|10|||2||2016-12-21|2016-12-21
447|49882|0|10|10||6|10||2016-12-21|2016-12-21
448|49884|0|10|10||6|10||2016-12-21|2016-12-21
449|49887|0|10|10||6|10||2016-12-21|2016-12-21
450|138396|0|4|10||2|10||2016-12-22|2016-12-22
451|138396|4|15|11||2|10||2016-12-22|2016-12-22
452|135788|0|383|10|||2||2016-12-22|2016-12-22
453|135842|0|540|10||30|10||2016-12-22|2016-12-22
454|135842|0|15|10||4|10||2016-12-22|2016-12-22
455|136542|||10||175|10||2016-12-22|2016-12-22
456|134056|0|1134|10|||2||2016-12-28|2016-12-28
457|134150|0|724|10|||2||2016-12-28|2016-12-28
458|134154|||10||85|10||2016-12-28|2016-12-28
459|134177|0|861|10|||2||2016-12-28|2016-12-28
460|135147|||10||50|10||2016-12-28|2016-12-28
461|135702|0|494|10|||2||2016-12-28|2016-12-28
462|134345|0|720|10||55|10||2017-01-03|2017-01-03
463|138175|0|10|10||2|10||2017-01-03|2017-01-03
465|139179|0|1514|10|||2||2017-01-04|2017-01-04
466|139180|0|420|12||84|10||2017-01-06|2017-01-06
467|139181|0|20|15||4|10||2017-01-06|2017-01-06
468|139181|20|280|10||60|10||2017-01-06|2017-01-06
469|139181|280|300|15||3|10||2017-01-06|2017-01-06
470|78336|0|10|10||18|10||2017-01-11|2017-01-11
471|90115|0|50|10||50|10||2017-01-11|2017-01-11
472|90115|0|50|1|Volclay|5|10||2017-01-11|2017-01-11
473|90116|0|30|10||5|10||2017-01-11|2017-01-11
474|90116|30|240|1|Benseal|16|10||2017-01-11|2017-01-11
475|90116|240|260|10||5|10||2017-01-11|2017-01-11
476|139057|0|50|10||17|10||2017-01-11|2017-01-11
477|139057|50|200|11||36|10||2017-01-11|2017-01-11
478|90114|0|30|10||5|10||2017-01-11|2017-01-11
479|90114|240|260|10||5|10||2017-01-11|2017-01-11
480|90113|0|30|10||5|10||2017-01-11|2017-01-11
481|90113|240|260|10||5|10||2017-01-11|2017-01-11
482|90109|0|10|10||5|10||2017-01-11|2017-01-11
483|90109|370|390|10||10|10||2017-01-11|2017-01-11
484|52866|0|647|10||220|10||2017-01-12|2017-01-12
485|52867|0|622|10||220|10||2017-01-12|2017-01-12
486|56410|0|725|10||208|10||2017-01-12|2017-01-12
487|56751|0|592|10|||2||2017-01-12|2017-01-12
488|57023|0|640|10||300|10||2017-01-12|2017-01-12
489|57034|0|691|10|||2||2017-01-12|2017-01-12
490|57035|0|650|10|||2||2017-01-12|2017-01-12
491|119754|0|1854|10||1854|2||2017-01-12|2017-01-12
492|84242|0|150|10||150|10||2017-01-12|2017-01-12
493|116698|0|335|10|||2||2017-01-12|2017-01-12
494|127934|0|390|10|||2||2017-01-12|2017-01-12
495|127936|0|313|10|||2||2017-01-12|2017-01-12
496|127938|0|382|10||230|10||2017-01-12|2017-01-12
498|135252|0|40|10||28|10||2017-01-19|2017-01-19
499|135284|0|10|10||10|10||2017-01-19|2017-01-19
500|135528|0|10|10||7|10||2017-01-19|2017-01-19
502|134648|0|20|10||24|10||2017-01-19|2017-01-19
503|134850|0|10|10||6|10||2017-01-19|2017-01-19
504|134882|0|10|10||8|10||2017-01-19|2017-01-19
505|135251|0|733|10||635|10||2017-01-19|2017-01-19
507|114696|0|215|10|||2||2017-01-19|2017-01-19
513|111217|0|920|10|||2||2017-01-19|2017-01-19
514|139187|0|8|10||8|10||2017-02-10|2017-02-10
515|139187|195|390|10||20|10||2017-02-10|2017-02-10
516|139189|0|10|10||6|10||2017-02-10|2017-02-10
517|139190|0|15|10||25|10||2017-02-10|2017-02-10
518|139191|1|25|10||20|10||2017-02-13|2017-02-13
519|118952|0|34|10|||2||2017-02-13|2017-02-13
520|118975|0|550|10|||2||2017-02-14|2017-02-14
