WellOtherDataId|StateWellId|OtherDataAvailableId|CreatedDate|LastUpdateDate
1225|79456|3||
1226|79456|4||
1227|79471|3||
1228|79473|3||
1229|79473|4||
1232|79486|1||
1233|79509|1||
1234|79575|3||
1235|79575|4||
1237|79591|3||
1238|79591|4||
1239|79609|3||
1240|79609|4||
1241|79706|3||
1242|79706|4||
1243|79708|3||
1244|79708|4||
1246|79777|1||
1247|79789|1||
1248|82852|1||
1249|84916|3||
1251|87084|1||
1255|87140|3||
1256|87635|1||
1257|87852|3||
1262|90234|3||
1263|90238|3||
1264|90255|3||
1265|90270|3||
1266|90275|3||
1267|90279|3||
1268|90281|3||
1270|90349|3||
1273|90418|3||
1274|90420|3||
1275|90439|3||
1276|90596|3||
1279|90949|3||
1280|90951|3||
1281|91008|1||
1282|91017|1||
1283|91023|3||
1284|91063|3||
1285|92865|1||
1286|92867|3||
1287|92875|3||
1288|92881|1||
1289|92898|3||
1290|92915|3||
1291|92990|3||
1295|93104|1||
1296|93121|3||
1297|93163|1||
1298|93182|1||
1300|93210|3||
1301|93286|3||
1302|93293|1||
1303|95624|3||
1304|95692|3||
1312|98291|1||
1313|98422|1||
1314|102421|1||
1315|102699|3||
1316|102800|1||
1319|105568|4||
1320|105632|1||
1321|105703|1||
1323|105899|1||
1324|105932|1||
1332|5607|3||
1333|5615|3||
1334|5625|3||
1335|5629|3||
1336|5635|3||
1338|6969|3||
1339|7296|3||
1340|7451|3||
1341|7453|3||
1342|7633|3||
1343|8308|3||
1345|9499|1||
1347|13020|3||
1349|20168|3||
1351|20555|3||
1352|20571|3||
1353|20581|3||
1354|20618|3||
1356|20662|3||
1357|20714|3||
1358|20736|3||
1359|20759|3||
1360|20764|3||
1361|27911|1||
1362|33998|3||
1363|34372|1||
1364|37960|1||
1365|42375|3||
1366|45350|3||
1367|45359|3||
1368|45479|3||
1369|45504|3||
1370|45513|3||
1371|45532|3||
1372|45534|3||
1373|45814|1||
1374|45814|2||
1375|45827|1||
1376|45911|2||
1377|45962|3||
1378|45974|2||
1379|45976|1||
1380|45981|1||
1381|45986|3||
1382|45988|3||
1383|45993|3||
1384|46053|3||
1385|46068|3||
1391|48598|3||
1393|48630|1||
1394|48700|1||
1395|48779|1||
1398|51428|3||
1399|51485|3||
1401|51562|3||
1402|51564|3||
1403|51589|3||
1404|51619|1||
1406|51793|1||
1409|51825|1||
1410|51856|3||
1411|51861|3||
1412|51875|3||
1413|51968|3||
1415|52117|3||
1416|52137|1||
1417|52149|1||
1418|52175|1||
1419|52183|1||
1420|52185|1||
1421|52192|1||
1422|52203|1||
1424|54681|3||
1426|54980|3||
1428|55008|1||
1429|55094|3||
1430|55112|1||
1431|55133|3||
1433|55285|3||
1434|55291|3||
1435|57726|1||
1436|57847|1||
1437|58038|3||
1439|58142|1||
1442|58362|1||
1445|60867|2||
1446|60919|3||
1447|60935|3||
1448|60983|3||
1449|60993|1||
1450|61000|1||
1451|61006|2||
1452|63765|4||
1453|64057|1||
1456|64081|1||
1458|64093|1||
1459|64095|1||
1461|64333|1||
1463|64350|3||
1464|64405|3||
1465|64405|27||
1466|64405|4||
1467|64455|3||
1470|73318|3||
1471|73411|3||
1473|73438|1||
1475|73749|3||
1476|73770|3||
1477|73793|3||
1478|73795|3||
1479|73800|3||
1480|73802|3||
1481|73821|3||
1482|73824|3||
1483|73872|3||
1484|75621|3||
1485|75651|3||
1486|75735|1||
1487|75758|3||
1488|75765|1||
1489|75986|1||
1490|76103|1||
1491|76119|1||
1492|76146|1||
1493|76206|1||
1494|76273|3||
1495|76287|3||
1496|76304|1||
1497|76313|1||
1498|76320|1||
1499|76323|1||
1505|79342|3||
1506|79346|3||
1507|79346|4||
1508|79348|3||
1509|79348|4||
1510|79355|1||
1511|79362|1||
1512|79404|3||
1513|79441|3||
1518|79487|3||
1519|79487|4||
1522|79493|1||
1525|79538|3||
1526|79554|3||
1527|79554|4||
1528|79559|1||
1531|79574|3||
1532|79574|4||
1534|79606|3||
1535|79606|4||
1536|79610|3||
1537|79610|4||
1538|79705|3||
1539|79705|4||
1541|84789|1||
1542|84915|3||
1543|85041|3||
1544|85299|3||
1545|85412|3||
1546|87075|1||
1547|87092|1||
1548|87095|3||
1549|87145|3||
1550|87263|3||
1551|87846|3||
1553|90269|3||
1554|90274|3||
1557|90309|1||
1558|90312|1||
1559|90341|3||
1560|90355|3||
1561|90359|1||
1562|90373|3||
1564|90456|1||
1565|90493|3||
1566|90595|3||
1567|90597|1||
1569|90923|1||
1570|90941|3||
1571|91000|1||
1572|91009|1||
1573|91047|3||
1574|92574|1||
1575|92651|1||
1576|92866|3||
1577|92868|1||
1578|92880|3||
1581|92995|3||
1582|93000|1||
1583|93030|1||
1584|93076|3||
1585|93082|3||
1586|93085|3||
1587|93087|3||
1588|93164|1||
1589|93173|1||
1590|93176|1||
1592|93198|1||
1593|93339|1||
1594|95617|1||
1596|95693|3||
1598|95727|3||
1601|96141|3||
1602|97703|3||
1603|97782|3||
1604|97852|1||
1605|97988|1||
1606|98016|1||
1608|98099|3||
1610|98255|3||
1611|102266|1||
1612|102305|1||
1613|102420|1||
1614|102422|1||
1616|102796|1||
1617|102839|1||
1619|102900|1||
1620|102953|3||
1621|102956|1||
1623|105876|1||
1624|105900|1||
1625|105954|1||
1628|31282|1||
1629|31283|1||
1630|31289|1||
1631|31296|1||
1632|31297|1||
1633|31346|1||
1634|31642|3||
1635|38306|3||
1636|38912|3||
1637|38941|3||
1638|38952|3||
1639|41457|1||
1640|41457|2||
1641|41535|1||
1642|41535|2||
1643|44888|3||
1645|44911|3||
1646|44917|3||
1647|45011|3||
1648|45024|2||
1649|45026|3||
1650|45047|3||
1651|45052|3||
1652|45083|3||
1653|45116|3||
1654|45119|3||
1655|45120|3||
1656|45129|3||
1657|45140|3||
1658|45154|2||
1659|45186|3||
1660|45241|3||
1661|45248|1||
1662|45248|2||
1663|45265|3||
1664|45267|3||
1665|45274|1||
1667|47894|3||
1668|47993|3||
1669|48079|1||
1674|50602|1||
1675|50603|1||
1676|50612|3||
1677|50619|1||
1678|50630|3||
1681|50821|3||
1682|50822|3||
1683|50913|3||
1684|51081|3||
1685|51091|3||
1686|51152|3||
1687|51153|3||
1688|51264|3||
1690|54126|3||
1693|54306|3||
1694|54361|1||
1695|54373|1||
1701|20798|3||
1703|22612|1||
1705|22741|1||
1706|22749|3||
1707|22765|3||
1708|22876|1||
1713|23058|3||
1721|23212|1||
1727|24383|3||
1728|24394|3||
1731|24523|3||
1735|24721|3||
1736|24723|3||
1737|24741|3||
1738|24786|3||
1741|26494|1||
1742|26515|1||
1743|26619|1||
1744|26984|1||
1745|26984|2||
1746|27064|3||
1747|28919|1||
1748|29115|1||
1749|29245|3||
1751|35974|3||
1752|36689|3||
1753|39220|3||
1754|39656|1||
1755|39832|1||
1756|46120|2||
1757|46157|3||
1758|46188|3||
1759|46213|3||
1760|46232|2||
1761|46239|3||
1762|46240|3||
1763|46244|3||
1764|46246|2||
1765|46295|3||
1767|46458|1||
1768|46526|3||
1770|49102|3||
1771|49137|4||
1773|49364|3||
1776|49415|1||
1777|49606|1||
1778|52247|1||
1779|52296|3||
1780|52421|1||
1781|52499|3||
1782|52519|3||
1785|52715|3||
1786|52846|3||
1787|52865|1||
1788|52887|1||
1789|55437|3||
1790|55447|3||
1791|55456|3||
1792|55463|3||
1796|55664|1||
1798|55673|1||
1799|55688|1||
1801|55717|1||
1802|55726|1||
1803|55730|1||
1804|55854|3||
1805|55858|3||
1806|55887|3||
1807|55905|1||
1808|55921|3||
1809|55923|3||
1810|55930|3||
1811|55950|1||
1812|55961|3||
1813|55966|3||
1814|55996|3||
1815|56059|1||
1816|56060|3||
1817|56062|3||
1818|56068|3||
1821|58457|1||
1822|58571|1||
1823|58662|1||
1824|58677|1||
1825|58776|3||
1826|58802|3||
1827|58823|1||
1828|58834|3||
1829|59028|3||
1830|59041|1||
1831|61973|1||
1832|61975|1||
1833|62209|3||
1834|65961|1||
1835|69211|1||
1836|69253|1||
1837|69258|1||
1838|69260|1||
1839|71575|3||
1840|72060|3||
1842|72194|3||
1843|72377|3||
1844|72405|3||
1845|74853|3||
1846|74911|3||
1847|74918|3||
1848|74935|3||
1849|74942|3||
1851|74961|3||
1852|75004|3||
1853|75016|1||
1854|75175|3||
1855|75184|3||
1857|75399|1||
1858|78511|1||
1859|78540|1||
1861|78668|1||
1862|78723|3||
1863|78723|4||
1864|78749|3||
1865|78749|4||
1866|78764|1||
1867|78806|3||
1868|78806|4||
1869|78830|3||
1870|78830|4||
1871|78898|3||
1872|78898|4||
1873|81862|3||
1874|81863|3||
1875|81928|27||
1876|81998|27||
1877|85704|1||
1878|85935|3||
1880|88923|1||
1881|88971|3||
1882|89000|3||
1883|89025|1||
1884|89041|3||
1885|89068|1||
1886|89071|1||
1887|89163|1||
1888|89297|3||
1889|89337|1||
1891|91839|3||
1892|91845|3||
1893|91876|1||
1894|91884|1||
1895|91886|1||
1896|91952|1||
1899|92122|3||
1900|92132|1||
1901|92176|1||
1902|92285|3||
1903|92315|3||
1904|92316|3||
1905|92317|3||
1906|92321|3||
1907|92322|3||
1908|92328|3||
1909|92333|1||
1910|92339|3||
1911|92341|3||
1912|92375|1||
1913|92377|1||
1914|92446|3||
1915|92453|1||
1916|92484|3||
1918|92525|3||
1919|94824|3||
1921|94900|3||
1923|95133|3||
1926|98764|1||
1931|98986|3||
1932|98988|3||
1934|99064|3||
1935|99069|3||
1936|99106|3||
1937|99109|3||
1938|99151|3||
1939|101977|3||
1940|101996|1||
1941|102010|1||
1942|102015|1||
1943|102102|1||
1944|102192|3||
1945|104865|1||
1946|104867|1||
1947|104880|1||
1948|104896|1||
1949|105117|1||
1950|105160|3||
1952|105317|3||
1955|108764|1||
1956|108843|1||
1957|108847|1||
1958|108871|3||
1959|109002|1||
1961|109180|3||
1962|31218|1||
1963|31248|1||
1964|31281|1||
1965|31284|1||
1966|31286|1||
1967|31295|1||
1968|31298|1||
1969|31313|1||
1970|31643|3||
1971|38798|1||
1972|38989|3||
1973|39008|3||
1975|39135|3||
1976|44822|2||
1977|44886|3||
1978|44890|3||
1979|44961|3||
1980|44966|2||
1981|44976|3||
1982|44981|3||
1983|45012|3||
1984|45041|2||
1985|45046|3||
1986|45051|3||
1987|45062|2||
1988|45086|3||
1989|45117|3||
1991|45143|3||
1992|45155|3||
1993|45182|3||
1994|45235|3||
1995|45251|3||
1996|45268|3||
1997|45273|1||
1998|47725|1||
2003|47977|1||
2007|50594|3||
2008|50643|3||
2009|50660|3||
2010|50665|3||
2012|50820|3||
2013|50830|3||
2014|50835|3||
2015|50849|3||
2017|50912|1||
2018|50977|3||
2019|51060|1||
2021|51136|3||
2022|51138|1||
2023|51148|3||
2024|51170|3||
2026|51265|3||
2027|51280|3||
2029|51397|3||
2030|53847|3||
2031|54039|1||
2032|54048|1||
2033|54051|1||
2035|54153|1||
2036|54202|3||
2037|54311|1||
2039|54388|3||
2040|54462|3||
2041|24867|3||
2042|27291|1||
2043|27723|1||
2044|29527|3||
2045|31872|3||
2046|32021|3||
2047|32022|3||
2048|34000|3||
2049|34001|3||
2050|34373|1||
2051|37936|3||
2052|37952|1||
2053|37953|1||
2054|37962|3||
2055|37963|3||
2056|40163|1||
2057|40170|1||
2058|45329|2||
2059|45363|3||
2060|45364|3||
2061|45455|1||
2062|45457|1||
2063|45510|3||
2064|45511|3||
2065|45512|3||
2066|45514|3||
2068|45535|3||
2069|45538|3||
2070|45716|2||
2071|45729|3||
2072|45730|3||
2073|45825|1||
2074|45826|1||
2075|45977|1||
2076|45978|1||
2077|45979|1||
2078|45980|1||
2079|45982|1||
2080|45984|3||
2081|46048|3||
2082|46095|3||
2085|48369|1||
2102|51517|1||
2103|51524|3||
2104|51553|1||
2105|51580|1||
2106|51581|3||
2107|51591|3||
2108|51763|3||
2109|51764|1||
2114|52144|1||
2115|52166|4||
2116|52186|1||
2117|52188|1||
2118|52199|1||
2119|52220|4||
2120|52232|1||
2121|54903|1||
2122|54953|1||
2123|55065|1||
2124|55066|1||
2125|55077|3||
2126|55111|1||
2127|55124|1||
2128|55134|3||
2134|57700|3||
2136|57944|3||
2137|58072|1||
2138|58076|1||
2139|58257|1||
2140|58353|3||
2141|58374|3||
2142|58375|3||
2143|60916|2||
2144|60934|3||
2145|60936|3||
2146|60937|3||
2147|60938|3||
2148|60994|1||
2149|60994|2||
2150|61067|3||
2151|61078|1||
2154|61431|2||
2155|63766|4||
2157|64428|4||
2158|64512|3||
2160|73292|3||
2161|73315|3||
2163|73336|3||
2166|73481|3||
2167|73603|1||
2168|73611|3||
2169|73613|1||
2171|73684|3||
2172|73688|3||
2173|73785|3||
2174|73796|3||
2175|73797|3||
2176|73822|3||
2177|73830|3||
2178|73837|3||
2179|73838|3||
2180|73868|3||
2181|73892|3||
2182|73923|1||
2183|75684|3||
2184|76094|1||
2185|76095|1||
2186|76096|1||
2187|76115|1||
2188|76120|1||
2189|76121|1||
2190|76172|1||
2191|76213|1||
2193|76283|1||
2194|76284|1||
2195|76289|3||
2197|76322|1||
2198|76324|1||
2199|76397|1||
2200|79095|3||
2201|79184|3||
