WellOtherDataId|StateWellId|OtherDataAvailableId|CreatedDate|LastUpdateDate
12469|10981|8||
12470|10982|8||
12471|10984|8||
12472|10985|8||
12473|10987|8||
12474|10988|8||
12475|10989|8||
12477|10994|8||
12478|10995|8||
12479|10998|8||
12480|10999|8||
12481|11001|8||
12482|11002|8||
12486|11006|8||
12487|11007|8||
12488|11008|8||
12489|11016|8||
12490|11017|8||
12491|11020|8||
12493|11022|8||
12494|11023|8||
12495|11025|8||
12496|11026|8||
12497|11029|8||
12498|11030|8||
12499|11031|8||
12500|11040|8||
12501|11042|8||
12502|11043|8||
12503|11044|8||
12504|11046|8||
12505|11048|8||
12506|11049|8||
12508|11051|8||
12509|11053|8||
12510|11056|8||
12511|11057|8||
12512|11058|8||
12513|11060|8||
12514|11063|8||
12515|11064|8||
12516|11065|8||
12517|11068|8||
12518|11069|8||
12519|11070|8||
12520|11073|8||
12521|11076|8||
12522|11077|8||
12524|11082|8||
12525|11083|8||
12526|11084|8||
12527|11085|8||
12528|11085|9||
12529|11086|8||
12530|11088|8||
12531|11089|8||
12532|11091|8||
12533|11094|8||
12534|11099|8||
12535|11100|8||
12537|11107|8||
12538|11109|8||
12539|11110|8||
12540|11111|8||
12541|11112|8||
12542|11113|8||
12543|11114|8||
12544|11115|8||
12545|11116|8||
12546|11118|8||
12547|11119|8||
12548|11120|8||
12549|11125|8||
12550|11126|8||
12551|11129|8||
12553|11131|8||
12554|11132|8||
12555|11133|8||
12556|11134|8||
12557|11135|8||
12558|11136|8||
12559|11137|8||
12560|11138|8||
12561|11139|8||
12562|11142|8||
12563|11145|8||
12564|11146|8||
12565|11147|8||
12566|11148|8||
12567|11149|8||
12568|11150|8||
12569|11152|8||
12570|11154|8||
12571|11155|8||
12574|11160|8||
12575|11163|8||
12576|11166|8||
12577|11169|8||
12578|11178|8||
12579|11179|8||
12581|11185|8||
12582|11186|8||
12583|11187|8||
12584|11188|8||
12585|11191|8||
12586|11192|8||
12587|11193|8||
12589|11197|8||
12590|11202|8||
12591|11204|8||
12592|11205|8||
12593|11206|8||
12594|11208|8||
12595|11210|8||
12596|11211|8||
12597|11213|8||
12598|11214|8||
12599|11216|8||
12600|11217|8||
12601|11218|8||
12602|11220|8||
12604|11223|8||
12605|11225|8||
12606|11226|8||
12607|11227|8||
12608|11228|8||
12609|11229|8||
12610|11230|8||
12611|11231|8||
12612|11232|8||
12613|11233|8||
12614|11234|8||
12615|11236|8||
12616|11237|8||
12617|11238|8||
12618|11239|8||
12619|11240|8||
12620|11241|8||
12621|11242|8||
12622|11243|8||
12623|11244|8||
12624|11245|8||
12625|11246|8||
12626|11250|8||
12627|11252|8||
12628|11254|8||
12629|11256|8||
12630|11257|8||
12632|11262|8||
12633|11263|8||
12634|11264|8||
12635|11265|8||
12636|11266|8||
12637|11267|8||
12638|11268|8||
12639|11269|8||
12640|11271|8||
12641|11273|8||
12642|11275|8||
12643|11277|8||
12644|11278|8||
12645|11279|8||
12646|11280|8||
12647|11282|8||
12648|11283|8||
12649|11285|8||
12650|11287|8||
12651|11294|8||
12653|11296|8||
12654|11297|8||
12655|11300|8||
12656|11301|8||
12657|11305|8||
12658|11308|26||
12659|11309|8||
12660|11311|8||
12661|11314|8||
12662|11315|8||
12663|11319|8||
12664|11321|8||
12665|11325|8||
12666|11326|8||
12667|11333|8||
12668|11338|8||
12669|11339|8||
12670|11340|8||
12671|11341|8||
12672|11342|8||
12673|11344|8||
12674|11345|8||
12675|11348|8||
12676|11352|8||
12677|11353|8||
12679|11355|8||
12680|11367|8||
12682|11375|8||
12683|11376|8||
12684|11377|8||
12685|11378|8||
12687|11381|8||
12689|11383|8||
12690|11385|8||
12693|11392|8||
12694|11395|8||
12695|11396|8||
12696|11397|8||
12697|11399|8||
12698|11400|8||
12700|11404|8||
12701|11406|8||
12702|11407|8||
12703|11408|8||
12704|11409|8||
12705|11410|8||
12706|11411|8||
12707|11412|8||
12708|11414|8||
12709|11417|8||
12710|11419|8||
12711|11420|8||
12712|11423|8||
12714|11426|8||
12715|11427|8||
12716|11428|8||
12717|11431|8||
12718|11439|8||
12719|11440|8||
12720|11441|8||
12721|11442|8||
12722|11445|8||
12723|11447|8||
12724|11448|8||
12725|11449|8||
12726|11450|8||
12727|11452|8||
12728|11459|8||
12729|11463|8||
12730|11464|8||
12731|11467|8||
12732|11471|8||
12733|11473|8||
12734|11474|8||
12736|11476|8||
12737|11479|8||
12738|11480|8||
12739|11481|8||
12740|11483|8||
12741|11488|8||
12742|11490|8||
12743|11491|8||
12744|11492|8||
12745|11493|8||
12746|11494|8||
12747|11495|8||
12748|11496|8||
12749|11497|8||
12750|11498|8||
12751|11499|8||
12752|11500|8||
12753|11501|8||
12754|11502|8||
12755|11503|8||
12756|11504|8||
12757|11506|8||
12758|11507|8||
12759|11508|8||
12760|11511|8||
12761|11512|8||
12762|11514|8||
12763|11515|8||
12764|11517|8||
12765|11519|8||
12766|11520|8||
12767|11523|8||
12768|11524|8||
12769|11529|8||
12770|11530|8||
12771|11533|8||
12772|11534|8||
12773|11536|8||
12774|11537|8||
12775|11538|8||
12776|11539|8||
12777|11540|8||
12778|11541|8||
12779|11545|8||
12780|11546|8||
12781|11547|8||
12782|11548|8||
12783|11552|18||
12784|11553|8||
12785|11555|8||
12787|11557|8||
12788|11558|8||
12789|11559|8||
12790|11560|8||
12791|11562|8||
12792|11563|8||
12793|11564|8||
12794|11565|8||
12795|11567|8||
12796|11568|8||
12797|11569|8||
12798|11570|8||
12799|11571|8||
12800|11572|8||
12801|11573|8||
12802|11574|8||
12803|11575|8||
12804|11576|8||
12805|11577|8||
12806|11578|8||
12807|11579|8||
12808|11580|8||
12809|11581|8||
12810|11582|8||
12811|11583|8||
12812|11585|8||
12813|11586|8||
12814|11587|8||
12815|11588|8||
12816|11589|8||
12817|11594|8||
12818|11595|8||
12819|11597|8||
12820|11598|8||
12821|11600|8||
12822|11601|8||
12823|11602|8||
12824|11603|8||
12825|11606|8||
12826|11608|8||
12827|11610|8||
12828|11611|8||
12829|11612|8||
12830|11613|8||
12831|11614|8||
12832|11615|8||
12833|11616|8||
12834|11617|8||
12835|11620|8||
12836|11621|8||
12837|11622|8||
12838|11624|8||
12839|11625|8||
12840|11626|8||
12841|11628|8||
12842|11629|8||
12843|11636|8||
12844|11637|8||
12845|11639|8||
12846|11640|8||
12847|11641|8||
12848|11642|8||
12849|11645|8||
12850|11646|8||
12851|11647|8||
12852|11648|8||
12853|11650|8||
12854|11651|8||
12855|11652|8||
12856|11655|8||
12857|11657|8||
12858|11659|8||
12859|11663|8||
12860|11664|8||
12861|11667|8||
12862|11668|8||
12863|11670|8||
12864|11673|8||
12865|11675|8||
12866|11676|8||
12867|11678|8||
12868|11682|8||
12869|11683|8||
12870|11684|8||
12871|11685|8||
12872|11686|8||
12873|11688|8||
12874|11689|8||
12875|11690|8||
12876|11691|8||
12877|11692|8||
12878|11693|8||
12879|11694|8||
12880|11695|8||
12881|11697|8||
12882|11698|8||
12883|11699|8||
12884|11701|8||
12885|11702|8||
12886|11703|8||
12887|11704|8||
12888|11705|8||
12889|11706|8||
12890|11710|8||
12891|11711|8||
12892|11713|8||
12893|11714|8||
12894|11715|8||
12895|11716|12||
12896|11717|8||
12897|11718|8||
12898|11719|8||
12899|11720|8||
12900|11721|8||
12901|11722|8||
12902|11723|8||
12903|11724|8||
12904|11726|8||
12905|11727|8||
12906|11728|8||
12907|11729|8||
12908|11730|8||
12909|11731|8||
12910|11734|8||
12911|11735|8||
12912|11736|8||
12913|11737|8||
12914|11738|8||
12915|11740|8||
12916|11742|8||
12917|11743|8||
12918|11744|8||
12919|11745|8||
12920|11747|8||
12921|11751|8||
12922|11752|8||
12923|11753|8||
12924|11755|8||
12925|11757|8||
12926|11761|8||
12927|11763|8||
12928|11764|8||
12929|11765|8||
12930|11767|8||
12931|11768|8||
12932|11769|8||
12933|11770|8||
12934|11773|8||
12935|11774|8||
12936|11775|8||
12937|11776|8||
12938|11781|8||
12939|11782|8||
12940|11783|8||
12941|11784|8||
12942|11785|8||
12943|11789|8||
12944|11791|8||
12945|11792|8||
12946|11793|8||
12947|11794|8||
12948|11795|8||
12949|11797|8||
12950|11798|8||
12951|11799|8||
12952|11803|8||
12953|11804|8||
12954|11805|8||
12955|11807|8||
12956|11808|8||
12957|11809|8||
12958|11814|8||
12959|11815|8||
12960|11821|8||
12961|11822|8||
12962|11823|8||
12963|11824|8||
12964|11825|8||
12965|11826|8||
12966|11827|8||
12967|11828|8||
12968|11829|8||
12969|11830|8||
12970|11831|8||
12971|11835|8||
12972|11837|8||
12973|11839|8||
12974|11840|8||
12975|11841|8||
12976|11842|8||
12977|11843|8||
12978|11844|8||
12979|11845|8||
12980|11846|8||
12981|11848|8||
12982|11850|8||
12983|11852|8||
12984|11853|8||
12985|11854|8||
12986|11855|8||
12987|11856|8||
12988|11857|8||
12989|11858|8||
12990|11859|8||
12991|11860|8||
12992|11861|8||
12993|11864|8||
12994|11866|8||
12995|11867|8||
12996|11868|8||
12997|11869|8||
12998|11870|8||
12999|11871|8||
13000|11872|8||
13001|11874|8||
13002|11876|8||
13003|11877|8||
13004|11879|8||
13005|11880|8||
13006|11882|8||
13007|11885|8||
13008|11887|8||
13009|11888|8||
13010|11890|8||
13011|11891|8||
13012|11892|8||
13013|11893|8||
13014|11894|8||
13015|11895|8||
13016|11898|8||
13017|11899|8||
13018|11901|8||
13019|11902|8||
13020|11903|8||
13021|11904|8||
13022|11905|8||
13023|11906|8||
13024|11907|8||
13025|11908|8||
13026|11909|8||
13027|11912|8||
13028|11913|8||
13029|11914|8||
13030|11915|8||
13031|11916|8||
13032|11917|8||
13033|11918|8||
13034|11919|8||
13035|11920|8||
13036|11921|8||
13037|11923|8||
13038|11924|8||
13039|11925|8||
13040|11926|8||
13041|11927|8||
13042|11928|8||
13043|11929|8||
13044|11930|8||
13045|11931|8||
13046|11932|8||
13047|11934|8||
13048|11935|8||
13049|11936|8||
13050|11943|9||
13051|11943|14||
13052|11944|8||
13053|11947|8||
13054|11948|8||
13055|11949|8||
13056|11950|8||
13057|11951|8||
13058|11952|8||
13059|11954|8||
13060|11955|8||
13061|11956|8||
13062|11957|8||
13063|11958|8||
13064|11959|8||
13065|11972|8||
13066|11973|8||
13067|11975|8||
13068|11976|8||
13069|11977|8||
13070|11978|8||
13071|11979|8||
13072|11980|8||
13073|11981|8||
13074|11982|8||
13075|11989|8||
13076|11991|8||
13077|11992|8||
13078|11996|8||
13079|11998|8||
13080|11999|8||
13081|12000|8||
13082|12001|8||
13083|12009|8||
13084|12010|8||
13085|12012|8||
13086|12013|8||
13087|12014|8||
13088|12015|8||
13089|12016|8||
13090|12017|8||
13091|12018|8||
13092|12019|8||
13093|12020|8||
13094|12021|8||
13095|12022|8||
13096|12023|8||
13097|12024|8||
13098|12025|8||
13099|12037|8||
13100|12039|8||
13101|12040|8||
13102|12042|8||
13103|12043|8||
13104|12044|8||
13105|12045|8||
13106|12046|8||
13107|12047|8||
13108|12048|8||
13109|12049|8||
13110|12050|8||
13111|12051|8||
13112|12052|8||
13113|12053|8||
13114|12054|8||
13115|12055|8||
13116|12056|8||
13117|12057|8||
13118|12072|8||
13119|12073|8||
13120|12074|8||
13121|12075|8||
13122|12076|8||
13123|12077|8||
13124|12078|8||
13125|12079|8||
13126|12080|8||
13127|12081|8||
13128|12082|8||
13129|12083|8||
13130|12084|8||
13131|12092|8||
13132|12093|8||
13133|12094|8||
13134|12096|8||
13135|12121|8||
13136|12127|8||
13137|12130|8||
13138|12131|8||
13139|12136|8||
13141|12138|8||
13142|12139|8||
13143|12141|8||
13144|12145|8||
13145|12148|8||
13146|12154|8||
13147|12156|8||
13148|12157|8||
13149|12158|8||
13150|12162|8||
13152|12164|8||
13153|12165|8||
13154|12167|8||
13155|12169|8||
13156|12171|8||
13157|12172|8||
13158|12173|8||
13159|12174|8||
13161|12177|8||
13162|12178|8||
13163|12179|8||
13164|12180|8||
13165|12209|8||
13166|12219|8||
13167|12220|8||
13168|12232|8||
13169|12236|8||
13170|12238|8||
13171|12241|8||
13172|12257|18||
13173|12257|14||
13174|12258|8||
13175|12263|8||
13176|12286|8||
13177|12288|8||
13178|12289|8||
13179|12290|8||
13180|12291|8||
13181|12292|8||
13182|12293|8||
13183|12294|8||
13184|12295|8||
13185|12299|8||
13186|12307|8||
13187|12325|8||
13188|12329|8||
13189|12330|8||
13190|12331|8||
13191|12333|8||
13192|12338|8||
13193|12340|8||
13194|12360|8||
13195|12364|8||
13196|12367|8||
13197|12368|8||
13198|12369|8||
13199|12377|8||
13200|12396|8||
13201|12402|8||
13202|12404|8||
13203|12431|8||
13204|12436|8||
13205|12454|8||
13206|12459|8||
13207|12473|14||
13208|12473|18||
13209|12484|8||
13210|12500|8||
13211|12502|8||
13212|12506|8||
13213|12519|8||
13214|12535|8||
13215|12547|8||
13216|12548|8||
13217|12549|8||
13218|12552|8||
13219|12563|8||
13220|12570|8||
13221|12572|8||
13222|12595|8||
13223|12604|8||
13224|12611|8||
13225|12623|8||
13226|12626|8||
13227|12631|8||
13228|12639|8||
13229|12656|8||
13230|12661|8||
13231|12668|8||
13232|12671|8||
13233|12672|8||
13234|12674|8||
13235|12675|8||
13236|12676|8||
13237|12677|8||
13238|12684|8||
13239|12691|8||
13240|12700|8||
13241|12706|8||
13242|12707|8||
13243|12711|8||
13244|12713|8||
13246|12716|8||
13247|12717|8||
13248|12722|8||
13249|12731|8||
13250|12733|8||
13251|12734|8||
13252|12735|8||
13253|12737|8||
13254|12740|8||
13255|12743|8||
13256|12744|8||
13257|12745|8||
13258|12745|9||
13259|12745|14||
13260|12745|18||
13261|12745|7||
13262|12745|24||
13263|12748|8||
13264|12749|8||
13265|12750|8||
13266|12751|8||
13268|12753|8||
13269|12754|8||
13270|12757|8||
13271|12764|8||
13272|12765|8||
13273|12766|8||
13274|12767|8||
13275|12773|8||
13276|12780|8||
13277|12783|8||
13278|12793|8||
13279|12801|8||
13280|12802|14||
13281|12802|18||
13282|12830|8||
13283|12831|8||
13284|12832|8||
13285|12841|8||
13286|12863|8||
13287|12872|8||
13288|12873|8||
13289|12874|8||
13290|12875|8||
13291|12877|8||
13292|12880|8||
13293|12881|8||
13294|12882|8||
13295|12886|8||
13296|12887|8||
13297|12888|8||
13299|12890|8||
13300|12891|8||
13301|12897|14||
13302|12901|8||
13303|12904|8||
13304|12905|8||
13305|12906|8||
13306|12907|8||
13307|12911|8||
13308|12913|8||
13309|12914|8||
13310|12915|8||
13311|12917|8||
13312|12920|8||
13313|12921|8||
13314|12922|8||
13315|12922|14||
13316|12922|18||
13317|12923|8||
13318|12929|8||
13319|12930|8||
13320|12931|8||
13321|12932|8||
13322|12933|8||
13323|12934|8||
13324|12935|8||
13325|12936|8||
13326|12937|8||
13327|12938|8||
13328|12939|8||
13329|12941|8||
13330|12948|8||
13331|12949|8||
13332|12950|8||
13333|12951|8||
13334|12952|8||
13335|12954|8||
13336|12960|8||
13337|12961|8||
13338|12962|8||
13339|12963|8||
13340|12964|8||
13341|12965|8||
13342|12966|8||
13343|12968|8||
13344|12970|8||
13345|12974|8||
13346|12976|8||
13347|12977|8||
13348|12978|8||
13349|12983|8||
13350|12984|8||
13351|12985|8||
13352|12986|8||
13353|12987|8||
13354|12988|8||
13355|12989|8||
13356|12990|8||
13357|12990|9||
13358|12991|8||
13359|12996|8||
13360|12998|8||
13361|13000|8||
13363|13007|8||
13365|13015|8||
13366|13016|8||
13367|13019|8||
13368|13020|8||
13369|13020|9||
13370|13031|8||
13371|13036|8||
13372|13037|8||
13373|13043|8||
13374|13043|14||
13375|13043|18||
13376|13044|8||
13377|13047|8||
13378|13050|8||
13379|13051|8||
13380|13052|8||
13381|13059|8||
13382|13062|8||
13383|13063|8||
13384|13065|14||
13385|13065|18||
13386|13067|8||
13387|13068|8||
13388|13070|8||
13389|13071|8||
13390|13074|8||
13391|13075|8||
13392|13076|8||
13393|13077|8||
13394|13078|8||
13395|13079|8||
13396|13080|8||
13397|13083|8||
13398|13086|8||
13399|13087|8||
13400|13088|8||
13401|13089|16||
13402|13090|8||
13403|13091|8||
13404|13092|8||
13405|13093|8||
13406|13095|8||
13407|13096|8||
13408|13097|8||
13409|13100|8||
13410|13101|8||
13411|13102|8||
13412|13103|8||
13413|13104|8||
13414|13105|8||
13415|13109|8||
13416|13111|8||
13418|13113|8||
13419|13115|8||
13420|13116|8||
13421|13117|8||
13422|13120|8||
13423|13123|8||
13424|13124|8||
13425|13125|8||
13426|13126|8||
13427|13127|8||
13428|13128|8||
13429|13129|8||
13430|13132|8||
13431|13133|14||
13432|13133|18||
13433|13135|8||
13434|13138|8||
13435|13139|8||
13436|13140|8||
13437|13141|8||
13439|13143|8||
13440|13144|8||
13441|13145|8||
13442|13146|8||
13443|13147|8||
13444|13148|8||
13445|13149|8||
13446|13150|8||
13447|13152|8||
13448|13156|8||
13449|13157|8||
13450|13159|8||
13451|13162|8||
13452|13164|8||
13453|13166|8||
13454|13167|8||
13455|13179|11||
13456|13185|8||
13458|13200|8||
13459|13202|8||
13460|13215|14||
13461|13218|8||
13462|13222|8||
13463|13226|8||
13464|13228|8||
13465|13230|8||
13466|13231|8||
13467|13232|8||
13468|13235|8||
13469|13236|8||
13470|13237|8||
13471|13241|8||
13472|13242|8||
13473|13244|8||
13474|13249|8||
13475|13250|8||
13476|13252|8||
13477|13253|8||
13478|13254|8||
13479|13255|8||
13480|13256|8||
13481|13259|8||
13482|13260|14||
13483|13260|18||
13484|13263|8||
13485|13268|8||
13486|13269|8||
13487|13270|8||
13488|13271|8||
13489|13275|8||
13490|13277|8||
13491|13278|8||
13492|13279|8||
13493|13280|8||
13494|13282|8||
13495|13282|14||
13496|13282|18||
13497|13285|8||
13498|13287|8||
13499|13288|8||
13500|13289|8||
13501|13293|8||
13502|13294|8||
13503|13295|8||
13504|13296|8||
13505|13297|8||
13506|13298|8||
13507|13299|8||
13508|13301|8||
13509|13302|8||
13510|13303|8||
13511|13304|8||
13512|13305|8||
13513|13306|8||
13514|13307|8||
13515|13309|8||
13516|13310|8||
13517|13313|8||
13518|13314|8||
13519|13315|8||
13520|13316|8||
13521|13318|8||
13522|13320|8||
13523|13321|8||
13524|13322|8||
13525|13326|8||
13526|13330|8||
13527|13331|8||
13528|13332|8||
13529|13333|8||
13530|13335|8||
13531|13336|8||
13532|13337|8||
13533|13338|8||
13534|13339|8||
13535|13341|8||
13536|13345|8||
13537|13347|8||
13539|13349|8||
13540|13354|8||
13541|13355|8||
13542|13356|8||
13543|13357|8||
13544|13358|8||
13545|13359|8||
13546|13361|8||
13548|13366|8||
13549|13367|8||
13550|13370|8||
13551|13373|8||
13552|13376|8||
13553|13377|8||
13554|13378|8||
13555|13379|8||
13556|13382|8||
13557|13383|8||
13558|13385|8||
13559|13386|8||
13560|13388|8||
13561|13389|8||
13562|13394|8||
13563|13395|8||
13564|13396|8||
13565|13397|8||
13566|13400|8||
13567|13401|8||
13568|13403|8||
13569|13404|8||
13570|13406|8||
13571|13408|8||
13572|13409|8||
13573|13411|8||
13574|13412|8||
13575|13413|8||
13576|13414|8||
13577|13423|8||
13578|13424|8||
13579|13425|8||
13580|13428|8||
13581|13429|8||
13582|13430|8||
13583|13431|8||
13584|13435|8||
13585|13436|8||
13586|13437|8||
13587|13438|8||
13588|13439|8||
13589|13440|8||
13590|13441|8||
13591|13442|8||
13592|13443|8||
13593|13444|8||
13594|13445|8||
13595|13449|8||
13596|13451|8||
13597|13454|8||
13598|13456|8||
13599|13457|8||
13600|13458|8||
13601|13459|8||
13602|13462|8||
13603|13468|8||
13605|13470|8||
13606|13471|8||
13607|13472|8||
13608|13473|8||
13609|13474|8||
13610|13475|8||
13611|13476|8||
13612|13477|8||
13613|13478|8||
13614|13479|8||
13615|13480|8||
13616|13481|8||
13617|13484|8||
13618|13485|8||
13619|13487|8||
13620|13488|8||
13621|13491|8||
13622|13492|8||
13623|13494|8||
13624|13500|8||
13625|13501|8||
13626|13503|8||
13627|13505|8||
13628|13507|8||
13629|13512|8||
13630|13513|8||
13631|13514|8||
13632|13516|8||
13633|13522|8||
13634|13523|8||
13635|13524|8||
13636|13526|8||
13637|13527|8||
13638|13528|8||
13639|13543|8||
13640|13544|8||
13641|13545|8||
13642|13563|8||
13643|13564|8||
13644|13566|8||
13645|13572|8||
13646|13573|8||
13647|13594|8||
13648|13595|8||
13649|13598|8||
13650|13605|8||
13651|13608|8||
13652|13613|8||
13653|13618|8||
13654|13619|8||
13655|13622|8||
13656|13623|8||
13657|13645|8||
13658|13661|8||
13659|13674|8||
13660|13676|8||
13661|13677|8||
13662|13682|8||
13663|13693|8||
13664|13716|8||
13665|13717|8||
13666|13723|8||
13667|13727|8||
13668|13728|8||
13669|13734|8||
13670|13737|8||
13672|13745|8||
13673|13752|8||
13674|13757|8||
13675|13763|8||
13676|13765|8||
13677|13767|8||
13678|13769|8||
13680|13784|8||
13681|13793|8||
13682|13794|8||
13683|13804|8||
13684|13809|8||
13685|13810|8||
13686|13823|8||
13687|13833|8||
13688|13848|20||
13689|13849|8||
13690|13850|8||
13691|13856|8||
13692|13872|8||
13693|13873|8||
13694|13877|8||
13695|13878|8||
13696|13879|8||
13697|13880|8||
13701|13893|8||
13702|13898|8||
13703|13906|8||
13704|13907|8||
13705|13909|8||
13706|13923|8||
13707|13926|8||
13708|13935|8||
13709|13936|8||
13710|13938|8||
13711|13942|8||
13712|13959|8||
13713|13963|8||
13714|13970|8||
13715|13974|8||
13716|13977|8||
13717|13978|8||
13718|13981|8||
13719|13982|8||
13721|14014|8||
13722|14029|8||
13723|14035|8||
13724|14041|8||
13725|14046|8||
13726|14048|8||
13727|14069|8||
13728|14079|8||
13730|14083|14||
13731|14084|8||
13732|14085|8||
13733|14096|8||
13734|14100|8||
13735|14112|8||
13736|14116|8||
13737|14117|8||
13738|14118|8||
13739|14119|8||
13740|14121|8||
13741|14135|8||
13742|14136|8||
13743|14141|8||
13744|14148|8||
13745|14154|8||
13746|14156|8||
13747|14157|8||
13748|14158|8||
13749|14162|8||
13750|14163|8||
13751|14164|8||
13752|14181|8||
13753|14185|8||
13754|14185|9||
13756|14199|8||
13757|14206|8||
13758|14207|8||
13759|14210|8||
13760|14211|8||
13761|14212|8||
13762|14213|8||
13763|14214|8||
13764|14216|8||
13765|14219|8||
13766|14225|8||
13767|14230|8||
13768|14244|8||
13769|14265|8||
13770|14266|8||
13771|14271|8||
13772|14272|8||
13773|14273|14||
13774|14273|18||
13775|14281|8||
13776|14282|8||
13777|14285|8||
13778|14286|8||
13779|14292|8||
13780|14295|8||
13781|14296|8||
13782|14297|8||
13783|14305|8||
13784|14307|8||
13785|14308|8||
13786|14314|8||
13787|14319|8||
13788|14322|8||
13789|14335|8||
13790|14336|8||
13791|14337|8||
13792|14338|8||
13793|14340|8||
13794|14347|8||
13795|14349|8||
13796|14350|8||
13797|14351|8||
13798|14352|8||
13799|14353|8||
13800|14358|8||
13801|14359|8||
13802|14362|8||
13803|14363|8||
13804|14364|8||
13805|14366|8||
13806|14367|8||
13809|14374|8||
13810|14375|8||
13811|14379|8||
13812|14380|8||
13813|14388|8||
13814|14399|8||
13815|14407|8||
13816|14412|8||
13817|14414|8||
13818|14415|8||
13819|14416|8||
13820|14421|8||
13821|14423|8||
13822|14430|8||
13823|14432|8||
13824|14433|8||
13826|14461|8||
13827|14463|8||
13828|14464|8||
13829|14465|8||
13830|14466|8||
13831|14467|8||
13832|14469|8||
13833|14474|8||
13834|14475|8||
13835|14480|8||
13836|14481|8||
13837|14489|8||
13838|14491|8||
13839|14492|8||
13840|14494|8||
13841|14496|8||
13842|14497|8||
13843|14498|8||
13844|14502|8||
13845|14504|8||
13846|14505|8||
13847|14506|8||
13848|14509|8||
13849|14515|8||
13850|14518|8||
13851|14521|8||
13853|14534|8||
13854|14539|8||
13855|14540|8||
13856|14544|8||
13858|14552|8||
13859|14564|8||
13860|14569|8||
13861|14575|8||
13863|14620|8||
13864|14621|8||
13865|14635|8||
13866|14637|8||
13867|14658|8||
13868|14659|8||
13869|14661|8||
13870|14667|8||
13871|14680|8||
13872|14703|8||
13873|14709|8||
13875|14733|8||
13876|14734|8||
13877|14738|8||
13878|14747|8||
13879|14755|8||
13880|14756|8||
13881|14758|8||
13882|14763|8||
13883|14766|8||
13884|14770|8||
13885|14777|8||
13886|14778|8||
13887|14781|8||
13888|14793|8||
13889|14794|8||
13890|14796|8||
13891|14797|8||
13892|14806|8||
13893|14807|8||
13895|14839|8||
13896|14840|8||
13899|14844|8||
13901|14860|8||
13902|14863|8||
13903|14864|8||
13904|14877|8||
13905|14878|8||
13906|14879|8||
13907|14880|8||
13908|14882|8||
13909|14884|8||
13910|14886|8||
13911|14887|8||
13912|14892|8||
13913|14893|8||
13914|14896|8||
13915|14897|8||
13916|14901|8||
13917|14908|8||
13918|14915|8||
13919|14916|8||
13920|14917|8||
13921|14918|8||
13922|14920|8||
13923|14921|20||
13924|14925|8||
13925|14926|8||
13926|14929|8||
13927|14930|8||
13928|14931|8||
13929|14932|8||
13930|14934|8||
13931|14935|8||
13932|14938|8||
13933|14944|8||
13934|14947|8||
13935|14952|8||
13936|14953|8||
13937|14954|8||
13938|14971|8||
13939|14985|8||
13940|15001|8||
13941|15002|8||
13942|15003|8||
13943|15016|8||
13944|15017|8||
13945|15022|8||
13946|15023|8||
13947|15024|8||
13948|15028|8||
13949|15033|8||
13953|15039|8||
13954|15051|8||
13955|15054|8||
13956|15055|8||
13957|15067|8||
13958|15068|8||
13959|15071|8||
13960|15075|8||
13961|15076|8||
13962|15081|8||
13963|15082|8||
13964|15083|8||
13965|15085|8||
13966|15104|8||
13968|15120|8||
13969|15123|8||
13970|15127|8||
13971|15128|8||
13972|15129|8||
13973|15138|8||
13975|15147|8||
13976|15153|8||
13977|15154|8||
13978|15157|8||
13979|15161|8||
13980|15164|8||
13981|15166|8||
13982|15171|8||
13983|15173|8||
13984|15174|8||
13985|15179|8||
13986|15181|8||
13987|15183|8||
13988|15186|8||
13989|15187|8||
13990|15188|8||
13991|15191|8||
13992|15192|8||
13993|15193|8||
13994|15194|8||
13996|15196|8||
13997|15197|8||
13998|15200|8||
13999|15201|8||
14000|15202|8||
14001|15203|8||
14002|15204|8||
14003|15205|8||
14004|15206|8||
14005|15207|8||
14006|15208|8||
14007|15210|8||
14008|15226|8||
14009|15232|8||
14011|15234|8||
14012|15235|8||
14013|15236|8||
14014|15237|8||
14015|15247|8||
14016|15282|8||
14018|15302|8||
14019|15306|8||
14020|15308|8||
14021|15311|8||
14022|15315|8||
14023|15317|8||
14024|15345|8||
14027|15348|8||
14028|15367|8||
14029|15376|8||
14030|15377|8||
14031|15381|8||
14032|15383|8||
14033|15388|8||
14034|15389|8||
14035|15396|8||
14036|15428|8||
14037|15434|8||
14038|15439|8||
14039|15446|8||
14041|15451|8||
14042|15458|8||
14043|15459|8||
14044|15460|8||
14045|15461|8||
14047|15465|8||
14048|15466|8||
14049|15468|8||
14050|15469|8||
14051|15472|8||
14052|15473|8||
14053|15475|8||
14054|15480|8||
14055|15486|8||
14056|15488|8||
14058|15490|8||
14059|15494|8||
14060|15495|8||
14061|15496|8||
14062|15501|8||
14063|15502|8||
14064|15503|8||
14065|15504|8||
14066|15505|8||
14067|15507|8||
14069|15512|8||
14070|15514|8||
14071|15515|8||
14072|15517|8||
14073|15518|8||
14074|15519|8||
14076|15523|8||
14077|15525|8||
14078|15526|8||
14079|15527|8||
14080|15528|8||
14081|15529|8||
14082|15530|8||
14083|15531|8||
14085|15565|8||
14086|15579|8||
14087|15580|8||
14088|15586|8||
14089|15587|8||
14090|15589|8||
14091|15590|8||
14092|15591|8||
14093|15593|8||
