WellFilterId|StateWellId|FilterMaterialId|FilterMaterialOtherDesc|TopDepth|BottomDepth|Size|CreatedDate|LastUpdateDate
1009|139399|10||400|500|1|2018-04-17|2018-04-17
1010|139432|10||70|170||2018-04-17|2018-04-17
1011|139500|10||390|452|20/12|2018-04-17|2018-04-17
1012|139402|10||135|240|1|2018-04-17|2018-04-17
1013|139413|10||390|480|1|2018-04-17|2018-04-17
1014|48627|10||2218|2405||2018-04-17|2018-04-17
1015|46522|10||650|1015||2018-04-17|2018-04-17
1016|139485|10||75|175||2018-04-17|2018-04-17
1017|139450|10||310|410||2018-04-17|2018-04-17
1018|78990|10||15|40|0.20|2018-04-17|2018-04-17
1019|99073|10||1150|1628|10/20|2018-04-17|2018-04-17
1020|139444|10||255|340|8/16|2018-04-17|2018-04-17
1021|139428|10||20|120||2018-04-17|2018-04-17
1022|139468|10||300|400||2018-04-17|2018-04-17
1023|139471|10||340|560||2018-04-17|2018-04-17
1024|139495|10||400|500|1|2018-04-17|2018-04-17
1025|139368|10||330|420|1|2018-04-17|2018-04-17
1026|139505|10||250|350||2018-04-17|2018-04-17
1028|139492|10||240|348|8/16|2018-04-17|2018-04-17
1029|48702|10||0|610|8/12|2018-04-17|2018-04-17
1030|139391|10||480|580|1|2018-04-17|2018-04-17
1031|108448|10||795|1398|10/20|2018-04-17|2018-04-17
1032|139379|10||500|600|1|2018-04-17|2018-04-17
1033|120411|10||335|565|10/20|2018-04-17|2018-04-17
1034|139503|10||200|310||2018-04-17|2018-04-17
1035|139504|10||220|320||2018-04-17|2018-04-17
1036|139467|10||260|360||2018-04-17|2018-04-17
1037|54896|10||450|520|1|2018-04-17|2018-04-17
1038|139362|10||300|400|1|2018-04-17|2018-04-17
1039|120412|10||410|605|10-20|2018-04-17|2018-04-17
1040|120410|10||355|630|10/20|2018-04-17|2018-04-17
1041|139458|10||200|300||2018-04-17|2018-04-17
1042|139358|10||490|580|#1|2018-04-17|2018-04-17
1043|139398|10||320|420|1|2018-04-17|2018-04-17
1044|90060|10||365|620|6-12|2018-04-17|2018-04-17
1045|107068|10||718|1262|16/30   #0|2018-04-17|2018-04-17
1046|139359|10||330|423|120/12|2018-04-17|2018-04-17
1047|107044|10||643|1268|12x20|2018-04-17|2018-04-17
1048|31259|10||30|130|8/16|2018-04-17|2018-04-17
1049|99075|10||1131|1682|10/20|2018-04-17|2018-04-17
1050|139397|10||260|340|1|2018-04-17|2018-04-17
1051|99074|10||580|958|12/20|2018-04-17|2018-04-17
1052|56138|10||8|33||2018-04-17|2018-04-17
1053|139538|10||300|550|.25"|2018-04-17|2018-04-17
1054|99591|10||340|622|12/20|2018-04-17|2018-04-17
1055|132673|10||0|780|12-20|2018-04-17|2018-04-17
1056|115839|10||91|230||2018-04-17|2018-04-17
1057|96236|10||123|175|#1- #3|2018-04-17|2018-04-17
1058|116524|10||13|24||2018-04-17|2018-04-17
1059|93729|10||10|200||2018-04-17|2018-04-17
1060|139466|10||140|240||2018-04-17|2018-04-17
1061|137583|10||218|380|8-16|2018-04-17|2018-04-17
1062|137812|10||260|420|12-20|2018-04-17|2018-04-17
1063|139396|10||260|360|1|2018-04-17|2018-04-17
1064|48162|10||250|455|15/30|2018-04-17|2018-04-17
1065|107143|10||1105|1466|#1  12-20|2018-04-17|2018-04-17
1066|139502|10||160|260||2018-04-17|2018-04-17
1067|24330|10||600|1010|12-20|2018-04-17|2018-04-17
1068|139494|10||180|280|1|2018-04-17|2018-04-17
1069|59957|10||2260|2500|12/20|2018-04-17|2018-04-17
1070|121182|10||280|340|8/16|2018-04-17|2018-04-17
1071|139435|10||80|120||2018-04-17|2018-04-17
1072|59307|10||577|730||2018-04-17|2018-04-17
1073|92915|10||736|1190||2018-04-17|2018-04-17
1074|139457|10||120|250||2018-04-17|2018-04-17
1075|139381|10||455|560|1|2018-04-17|2018-04-17
1076|88022|10||43|72||2018-04-17|2018-04-17
1077|107045|10||786|1238|12/20|2018-04-17|2018-04-17
1078|31400|10||20|152|# 5 - 3/8|2018-04-17|2018-04-17
1079|56150|10||8|33||2018-04-17|2018-04-17
1080|56147|10||8|33||2018-04-17|2018-04-17
1081|56146|10||8|33||2018-04-17|2018-04-17
1082|56145|10||8|33||2018-04-17|2018-04-17
1083|56140|10||8|33||2018-04-17|2018-04-17
1084|56139|10||8|33||2018-04-17|2018-04-17
1085|56135|10||8|33||2018-04-17|2018-04-17
1086|56134|10||8|33||2018-04-17|2018-04-17
1087|56133|10||8|33||2018-04-17|2018-04-17
1088|56132|10||8|33||2018-04-17|2018-04-17
1089|139493|10||420|620|1|2018-04-17|2018-04-17
1090|202|10||15|428|#1 Fine|2018-04-17|2018-04-17
1091|139419|10||300|440||2018-04-17|2018-04-17
1092|57576|10||632|801||2018-04-17|2018-04-17
1093|57573|10||995|1184||2018-04-17|2018-04-17
1094|139352|10||240|340|1|2018-04-17|2018-04-17
1095|56148|10||8|33||2018-04-17|2018-04-17
1096|56144|10||8|33||2018-04-17|2018-04-17
1097|56143|10||8|33||2018-04-17|2018-04-17
1098|56142|10||8|33||2018-04-17|2018-04-17
1099|56131|10||8|33||2018-04-17|2018-04-17
1100|99025|10||1124|1572|#1  12-20|2018-04-17|2018-04-17
1101|98593|10||812|1260|#1  12-20|2018-04-17|2018-04-17
1102|139427|10||40|120||2018-04-17|2018-04-17
1103|129142|10||156|186|6 x 12|2018-04-17|2018-04-17
1104|139464|10||130|330||2018-04-17|2018-04-17
1105|79777|10||30|300|pea gravel|2018-04-17|2018-04-17
1106|95682|10||890|1038||2018-04-17|2018-04-17
1107|121772|10||648|800|3/8|2018-04-17|2018-04-17
1108|46508|10||500|570|12-20|2018-04-17|2018-04-17
1109|116338|10||150|360||2018-04-17|2018-04-17
1110|99598|10||892|1066|#1  12-20|2018-04-17|2018-04-17
1111|115380|10||748|844||2018-04-17|2018-04-17
1112|139431|10||60|160||2018-04-17|2018-04-17
1113|139377|10||435|540|1|2018-04-17|2018-04-17
1114|139453|10||300|400||2018-04-17|2018-04-17
1115|107056|10||780|1268|12/20|2018-04-17|2018-04-17
1116|108176|10||740|1402|12/20|2018-04-17|2018-04-17
1117|139449|10||370|480|8/16|2018-04-17|2018-04-17
1118|55104|10||661|913|12/20|2018-04-17|2018-04-17
1119|31046|10||265|510|3/8|2018-04-17|2018-04-17
1120|139456|10||200|300||2018-04-17|2018-04-17
1121|139361|10||320|420|1|2018-04-17|2018-04-17
1122|24509|10||315|505|16/30|2018-04-17|2018-04-17
1123|139371|10||390|480|1|2018-04-17|2018-04-17
1124|139385|10||420|503|#1|2018-04-17|2018-04-17
1125|50787|10||598|690|16/30|2018-04-17|2018-04-17
1126|139418|10||260|460||2018-04-17|2018-04-17
1127|49512|10||22|41|8/16|2018-04-17|2018-04-17
1128|23099|10||50|145|8-16|2018-04-17|2018-04-17
1129|129191|10||61|130||2018-04-17|2018-04-17
1130|56141|10||8|33||2018-04-17|2018-04-17
1131|139473|10||40|140||2018-04-17|2018-04-17
1132|139452|10||340|440|1|2018-04-17|2018-04-17
1133|56137|10||8|33||2018-04-17|2018-04-17
1134|56136|10||8|33||2018-04-17|2018-04-17
1135|48358|10||350|570|12/20|2018-04-17|2018-04-17
1136|139417|10||295|400|1|2018-04-17|2018-04-17
1137|139470|10||200|300|1|2018-04-17|2018-04-17
1138|6643|10||190|484|80/20|2018-04-17|2018-04-17
1139|107031|10||804|1412|12/20|2018-04-17|2018-04-17
1140|29551|10||31|73|8-16|2018-04-17|2018-04-17
1141|139370|10||410|500|1|2018-04-17|2018-04-17
1142|51799|10||840|1005|30"|2018-04-17|2018-04-17
1143|99039|10||1162|1585|#1  #12/20|2018-04-17|2018-04-17
1144|115617|10||91|110||2018-04-17|2018-04-17
1145|109079|10||600|810||2018-04-17|2018-04-17
1146|139448|10||350|460|1|2018-04-17|2018-04-17
1147|139463|10||340|440|1|2018-04-17|2018-04-17
1148|54453|10||375|500|1|2018-04-17|2018-04-17
1149|139367|10||520|600|.032|2018-04-17|2018-04-17
1150|139366|10||320|400|.032|2018-04-17|2018-04-17
1151|139376|10||450|540|1|2018-04-17|2018-04-17
1152|139375|10||495|600|1|2018-04-17|2018-04-17
1153|138825|10||5|280||2018-04-17|2018-04-17
1154|138844|10||5|291||2018-04-17|2018-04-17
1155|138886|10||3|284||2018-04-17|2018-04-17
1156|138848|10||4|279||2018-04-17|2018-04-17
1157|138850|10||5|275||2018-04-17|2018-04-17
1158|138851|10||2.2|284||2018-04-17|2018-04-17
1159|139374|10||280|400|1|2018-04-17|2018-04-17
1160|139461|10||210|300|1|2018-04-17|2018-04-17
1161|107051|10||295|494|12/20|2018-04-17|2018-04-17
1162|139394|10||400|500|8/16|2018-04-17|2018-04-17
1163|49105|10||2140|2245||2018-04-17|2018-04-17
1164|139455|10||240|340||2018-04-17|2018-04-17
1165|23960|10||930|1250|16/30|2018-04-17|2018-04-17
1166|139460|10||240|340|1|2018-04-17|2018-04-17
1167|139415|10||290|400|1|2018-04-17|2018-04-17
1168|58038|10||220|340||2018-04-17|2018-04-17
1169|98156|10||489|755|#1  #12/20|2018-04-17|2018-04-17
1170|139454|10||290|390||2018-04-17|2018-04-17
1171|139416|10||440|540|1|2018-04-17|2018-04-17
1172|92209|10||998|1620|12/20|2018-04-17|2018-04-17
1173|80272|10||280|740||2018-04-17|2018-04-17
1174|139459|10||270|370||2018-04-17|2018-04-17
1175|139378|10||320|420|1|2018-04-17|2018-04-17
1176|48331|10||0|350|8/12|2018-04-17|2018-04-17
1177|139386|10||400|462|#1|2018-04-17|2018-04-17
1178|33764|10||138|243|#1 Fines|2018-04-17|2018-04-17
1179|46662|10||500|825|8-16|2018-04-17|2018-04-17
1180|139573|10||240|320||2018-04-17|2018-04-17
1181|139574|10||220|360||2018-04-17|2018-04-17
1182|24059|10||80|160|12-20|2018-04-17|2018-04-17
1183|139373|10||315|420|1|2018-04-17|2018-04-17
1184|139372|10||390|500|1|2018-04-17|2018-04-17
1185|96121|10||225|370|6.5 yds3|2018-04-17|2018-04-17
1186|96122|10||204|267|7 yds3|2018-04-17|2018-04-17
1187|55347|10||780|995||2018-04-17|2018-04-17
1188|120012|10||220|495||2018-04-17|2018-04-17
1189|48605|10||2190|2385||2018-04-17|2018-04-17
1190|49511|10||3003|3180||2018-04-17|2018-04-17
1191|76583|10||0|885|12/20|2018-04-17|2018-04-17
1192|53021|10||331|425||2018-04-17|2018-04-17
1193|102699|10||193|254||2018-04-17|2018-04-17
1194|95727|10||1045|1305||2018-04-17|2018-04-17
1195|139369|10||370|460|1|2018-04-17|2018-04-17
1196|32948|10||20|217|1/2 "|2018-04-17|2018-04-17
1197|96120|10||196|341|6 yds3|2018-04-17|2018-04-17
1198|91633|10||475|620||2018-04-17|2018-04-17
1199|76572|10||0|885|12/20|2018-04-17|2018-04-17
1200|76828|10||0|1035|12/20|2018-04-17|2018-04-17
1201|110796|10||1080|1411|31 yd3|2018-04-17|2018-04-17
1202|121801|10||434|500|3/8|2018-04-17|2018-04-17
1203|76288|10||0|670||2018-04-17|2018-04-17
1204|76287|10||60|260||2018-04-17|2018-04-17
1205|23617|10||413|690|16/30|2018-04-17|2018-04-17
1206|52560|10||658|875||2018-04-17|2018-04-17
1207|98498|10||636|872|12-20 #1|2018-04-17|2018-04-17
1208|58412|10||620|715|16/30|2018-04-17|2018-04-17
1209|114995|10||445|504|3/16|2018-04-17|2018-04-17
1210|52559|10||612|840||2018-04-17|2018-04-17
1211|94776|10||2389|2965|12-20 #1|2018-04-17|2018-04-17
1212|98979|10||601|915|12/20|2018-04-17|2018-04-17
1213|130032|10||91|120||2018-04-17|2018-04-17
1214|34585|10||100|150|1/4|2018-04-17|2018-04-17
1215|98978|10||1216|1526|12/20|2018-04-17|2018-04-17
1216|101987|10||505|1606||2018-04-17|2018-04-17
1217|109096|10||957|1178|#1  #12/20|2018-04-17|2018-04-17
1218|121448|10||410|560|3/8|2018-04-17|2018-04-17
1219|93375|10||30|52||2018-04-17|2018-04-17
1220|116045|10||160|200|6 x 12|2018-04-17|2018-04-17
1221|74359|10||140|325|8/16|2018-04-17|2018-04-17
1222|32326|10||10|283|1 in|2018-04-17|2018-04-17
1223|27508|10||12|48||2018-04-17|2018-04-17
1224|76289|10||260|670||2018-04-17|2018-04-17
1225|96264|10||800|981||2018-04-17|2018-04-17
1226|139491|10||120|240|16/30|2018-04-17|2018-04-17
1227|47827|10||138|305|12/20|2018-04-17|2018-04-17
1228|139482|10||400|500|16/30|2018-04-17|2018-04-17
1229|49405|10||968|1145||2018-04-17|2018-04-17
1230|54036|10||280|420|16/30|2018-04-17|2018-04-17
1231|139350|10||360|420|10-20|2018-04-17|2018-04-17
1232|6221|10||238|324|8-16|2018-04-17|2018-04-17
1233|98144|10||743|984|#1  #12/20|2018-04-17|2018-04-17
1234|123406|10||12|382|1/2|2018-04-17|2018-04-17
1235|115854|10||126|186|6x12|2018-04-17|2018-04-17
1236|56204|10||575|636||2018-04-17|2018-04-17
1237|110057|10||824|900||2018-04-17|2018-04-17
1238|139351|10||320|380|10-20|2018-04-17|2018-04-17
1239|134626|10||453|622||2018-04-17|2018-04-17
1240|131575|10||360|586||2018-04-17|2018-04-17
1241|111376|10||130|322||2018-04-17|2018-04-17
1242|61451|10||114|176|16-30|2018-04-17|2018-04-17
1243|110058|10||822|890||2018-04-17|2018-04-17
1244|134625|10||477|666||2018-04-17|2018-04-17
1245|139354|10||140|240|16/30|2018-04-17|2018-04-17
1246|139451|10||380|460|16/30|2018-04-17|2018-04-17
1247|47877|10||670|745|12/20|2018-04-17|2018-04-17
1248|47876|10||696|780|12/20|2018-04-17|2018-04-17
1249|47875|10||313|397|12/20|2018-04-17|2018-04-17
1250|6361|10||110|290|#1 Fine|2018-04-17|2018-04-17
1251|24161|10||135|195||2018-04-17|2018-04-17
1252|94787|10||361|540||2018-04-17|2018-04-17
1253|91570|10||310|640|12-20|2018-04-17|2018-04-17
1254|6370|10||30|265|#1 fine|2018-04-17|2018-04-17
1255|108363|10||720|1300|12/20|2018-04-17|2018-04-17
1256|49916|10||740|805||2018-04-17|2018-04-17
1257|129329|10||101|208||2018-04-17|2018-04-17
1258|6167|10||233|343|8-16|2018-04-17|2018-04-17
1259|115045|10||138|182||2018-04-17|2018-04-17
1260|139475|10||440|540|16/30|2018-04-17|2018-04-17
1261|91586|10||320|560|12-20|2018-04-17|2018-04-17
1262|6276|10||236|326|8-16|2018-04-17|2018-04-17
1263|6166|10||247|344|8 - 16|2018-04-17|2018-04-17
1264|91584|10||335|630||2018-04-17|2018-04-17
1265|107171|10||1084|1496|#1  #12/20|2018-04-17|2018-04-17
1266|91637|10||355|657|#12-20|2018-04-17|2018-04-17
1267|91636|10||690|900|#12-20|2018-04-17|2018-04-17
1268|48178|10||150|225||2018-04-17|2018-04-17
1269|106157|10||649|1294|16/30|2018-04-17|2018-04-17
1270|139364|10||360|420|12-20|2018-04-17|2018-04-17
1271|139360|10||400|500|1|2018-04-17|2018-04-17
1272|99450|10||680|880|12/20|2018-04-17|2018-04-17
1273|139395|10||440|540|1|2018-04-17|2018-04-17
1274|65136|10||10|80|3/8|2018-04-17|2018-04-17
1275|95708|10||1505|1602||2018-04-17|2018-04-17
1276|100251|10||507|572||2018-04-17|2018-04-17
1277|23922|10||412|630|16-30|2018-04-17|2018-04-17
1278|108940|10||662|1107||2018-04-17|2018-04-17
1279|32820|10||88|188|00|2018-04-17|2018-04-17
1280|139313|10||10|205|80/20|2018-04-17|2018-04-17
1281|91635|10||420|660|12-80|2018-04-17|2018-04-17
1282|99451|10||260|565|12/20|2018-04-17|2018-04-17
1283|92683|10||10|80|pea|2018-04-17|2018-04-17
1284|56602|10||918|982|16"|2018-04-17|2018-04-17
1285|32296|10||127|231|8-16|2018-04-17|2018-04-17
1286|105765|10||550|756||2018-04-17|2018-04-17
1287|24177|10||160|220|12-20|2018-04-17|2018-04-17
1288|94527|10||1986|2749|12/20|2018-04-17|2018-04-17
1289|138448|10||250|541||2018-04-17|2018-04-17
1290|55213|10||622|790||2018-04-17|2018-04-17
1291|87837|10||22|34|3/8"|2018-04-17|2018-04-17
1292|81717|10||685|800|1/4|2018-04-17|2018-04-17
1293|80141|10||40|289|Pea gravel|2018-04-17|2018-04-17
1294|56197|10||195|230|#1|2018-04-17|2018-04-17
1295|101287|10||347|488|20|2018-04-17|2018-04-17
1296|32436|10||25|123|1/4"|2018-04-17|2018-04-17
1297|116089|10||101|510|12 x 20|2018-04-17|2018-04-17
1298|56572|10||258|338|12-20|2018-04-17|2018-04-17
1299|93633|10||10|61.5|1.25 Down|2018-04-17|2018-04-17
1300|47412|10||450|545|16X30|2018-04-17|2018-04-17
1301|99092|10||1210|1661|#1 12-20|2018-04-17|2018-04-17
1302|46482|10||290|500|torpedo|2018-04-17|2018-04-17
1303|94240|10||540|685|12x20|2018-04-17|2018-04-17
1304|96959|10||382|422|7 7/8|2018-04-17|2018-04-17
1305|139535|10||15|50|1/2|2018-04-17|2018-04-17
1306|51878|10||880|1020||2018-04-17|2018-04-17
1307|52612|10||1202|1369||2018-04-17|2018-04-17
1308|52644|10||784|880||2018-04-17|2018-04-17
1309|115881|10||200|220|.06|2018-04-17|2018-04-17
1310|98180|10||796|1072|#1 12-20|2018-04-17|2018-04-17
1311|98594|10||894|1284|#1  12-20|2018-04-17|2018-04-17
1312|55212|10||418|596||2018-04-17|2018-04-17
1313|100604|10||155|174|12/20|2018-04-17|2018-04-17
1314|97449|10||225|250|12/20|2018-04-17|2018-04-17
1315|93759|10||100|233|12-20|2018-04-17|2018-04-17
1316|54202|10||484|596||2018-04-17|2018-04-17
1317|52603|10||958|1250||2018-04-17|2018-04-17
1318|52627|10||1144|1214||2018-04-17|2018-04-17
1319|52643|10||1160|1240||2018-04-17|2018-04-17
1320|114046|10||340|483||2018-04-17|2018-04-17
1321|104172|10||399|614||2018-04-17|2018-04-17
1322|47309|10||40|260||2018-04-17|2018-04-17
1323|139304|10||20|818|90f/10c|2018-04-17|2018-04-17
1324|23340|10||893|1260|16/30|2018-04-17|2018-04-17
1325|139446|10||330|440|16/30|2018-04-17|2018-04-17
1326|99123|10||1179|1568|#1  12-20|2018-04-17|2018-04-17
1327|115470|10||140|200|Unimin #2|2018-04-17|2018-04-17
1328|15852|10||30|238|1/4|2018-04-17|2018-04-17
1329|134714|10||150|780|8-16 mesh|2018-04-17|2018-04-17
1330|115453|10||146|206|Unimin #2|2018-04-17|2018-04-17
1331|139353|10||220|400||2018-04-17|2018-04-17
1332|23251|10||1680|2250|16-30|2018-04-17|2018-04-17
1333|100659|10||110|152|12/20|2018-04-17|2018-04-17
1334|139021|10||430|540|1|2018-04-17|2018-04-17
1335|115832|10||100|120|06|2018-04-17|2018-04-17
1336|97385|10||205|228|12/20|2018-04-17|2018-04-17
1337|51512|10||840|1000||2018-04-17|2018-04-17
1338|59447|10||1136|1440|Unimin #1|2018-04-17|2018-04-17
1339|139445|10||320|440|16/30|2018-04-17|2018-04-17
1340|139437|10||130|150||2018-04-17|2018-04-17
1341|23980|10||150|180|Pea|2018-04-17|2018-04-17
1342|5244|10||349|643|8/12  6/9|2018-04-17|2018-04-17
1343|139434|10||120|140||2018-04-17|2018-04-17
1344|139442|10||340|440|16/30|2018-04-17|2018-04-17
1345|139355|10||130|230|20/12|2018-04-17|2018-04-17
1346|129694|10||160|180|.06|2018-04-17|2018-04-17
1347|46412|10||180|400||2018-04-17|2018-04-17
1348|115784|10||110|145|3/8"|2018-04-17|2018-04-17
1349|58549|10||268|432|12/20|2018-04-17|2018-04-17
1350|24799|10||1045|1505|12-20|2018-04-17|2018-04-17
1351|59608|10||1130|1276|8-16|2018-04-17|2018-04-17
1352|115526|10||390|457|Unimin #2|2018-04-17|2018-04-17
1353|95624|10||657|814|12-20|2018-04-17|2018-04-17
1354|121213|10||1290|1598||2018-04-17|2018-04-17
1355|96128|10||290|390||2018-04-17|2018-04-17
1356|120044|10||80|454||2018-04-17|2018-04-17
1357|137584|10||850|1260||2018-04-17|2018-04-17
1358|102309|10||190|802||2018-04-17|2018-04-17
1359|96129|10||214|360||2018-04-17|2018-04-17
1360|131784|10||250|310||2018-04-17|2018-04-17
1361|131796|10||180|240||2018-04-17|2018-04-17
1362|105086|10||550|722||2018-04-17|2018-04-17
1363|98500|10||2284|2607|12-20|2018-04-17|2018-04-17
1364|113733|10||790|850||2018-04-17|2018-04-17
1365|139306|10||15|802|90f/10c|2018-04-17|2018-04-17
1366|92026|10||15|48||2018-04-17|2018-04-17
1367|116525|10||11|19||2018-04-17|2018-04-17
1368|100700|10||115|134|12/20|2018-04-17|2018-04-17
1369|23638|10||230|800|16/30|2018-04-17|2018-04-17
1370|100615|10||290|326|12/20|2018-04-17|2018-04-17
1371|93634|10||271|530|12-20|2018-04-17|2018-04-17
1372|94730|10||10|66|3/8 Gravel|2018-04-17|2018-04-17
1373|114058|10||374|550||2018-04-17|2018-04-17
1374|88930|10||115|236|3/8"|2018-04-17|2018-04-17
1375|139436|10||220|300|.032|2018-04-17|2018-04-17
1376|114574|10||540|602|3/8"|2018-04-17|2018-04-17
1377|94202|10||160|310|4-16|2018-04-17|2018-04-17
1378|90287|10||2750|3247|8/16|2018-04-17|2018-04-17
1379|31035|10||10|300|1/4|2018-04-17|2018-04-17
1380|8691|10||10|216|#5|2018-04-17|2018-04-17
1381|31429|10||25|164|8/16|2018-04-17|2018-04-17
1382|56417|10||538|797|16/30|2018-04-17|2018-04-17
1383|57478|10||742|865|12/20|2018-04-17|2018-04-17
1384|99229|10||187|484|12-20|2018-04-17|2018-04-17
1385|139438|10||200|340||2018-04-17|2018-04-17
1386|114893|10||370|445|3/16|2018-04-17|2018-04-17
1387|115852|10||100|190||2018-04-17|2018-04-17
1388|62148|10||264|406|3/8|2018-04-17|2018-04-17
1389|139330|10||10|154|1/8----3/8|2018-04-17|2018-04-17
1390|139576|10||330|420|1|2018-04-17|2018-04-17
1391|116100|10||15|85||2018-04-17|2018-04-17
1392|88580|10||50|159|3/8"|2018-04-17|2018-04-17
1393|132310|10||100|180||2018-04-17|2018-04-17
1394|138365|10||130|155|3/8|2018-04-17|2018-04-17
1395|137834|10||87|315|12/20|2018-04-17|2018-04-17
1396|98120|10||10|624|12-20|2018-04-17|2018-04-17
1397|23856|10||100|225|3/8"|2018-04-17|2018-04-17
1398|95254|10||555|705|12 - 20|2018-04-17|2018-04-17
1399|76584|10||570|835|12/20|2018-04-17|2018-04-17
1400|129364|10||80|100||2018-04-17|2018-04-17
1401|98241|10||2136|2834|12-20|2018-04-17|2018-04-17
1402|99159|10||296|590|12-20|2018-04-17|2018-04-17
1403|139292|10||15|662|90f/10c|2018-04-17|2018-04-17
1404|114866|10||240|360|3/16|2018-04-17|2018-04-17
1405|94376|10||834|1220|12 - 20|2018-04-17|2018-04-17
1406|115833|10||50|88|6X12|2018-04-17|2018-04-17
1407|94377|10||70|140|12-20|2018-04-17|2018-04-17
1408|24029|10||250|320|1/4|2018-04-17|2018-04-17
1409|89994|10||100|210|3/8"|2018-04-17|2018-04-17
1410|107033|10||560|1094|12/20|2018-04-17|2018-04-17
1411|98089|10||2100|2687|16/30|2018-04-17|2018-04-17
1412|98055|10||1833|2473|12/20|2018-04-17|2018-04-17
1413|98980|10||1234|1649|12-20|2018-04-17|2018-04-17
1414|139303|10||15|798|90f/10c|2018-04-17|2018-04-17
1415|87076|10||730|831|8/16|2018-04-17|2018-04-17
1416|47359|10||100|200|1/4"|2018-04-17|2018-04-17
1417|129262|10||235|275|.06|2018-04-17|2018-04-17
1418|139551|10||100|140|3|2018-04-17|2018-04-17
1419|47489|10||115|280|16|2018-04-17|2018-04-17
1420|116147|10||80|100|.06|2018-04-17|2018-04-17
1421|1979|10||20|175|#1 fine KS|2018-04-17|2018-04-17
1422|128210|10||610|700|6X12|2018-04-17|2018-04-17
1423|137223|10||10|193|7/16|2018-04-17|2018-04-17
1424|108336|10||598|1188|12/20|2018-04-17|2018-04-17
1425|114648|10||200|780||2018-04-17|2018-04-17
1426|98157|10||2168|2680|12-20|2018-04-17|2018-04-17
1427|116003|10||200|240|.06|2018-04-17|2018-04-17
1428|110248|10||132|194|12-24|2018-04-17|2018-04-17
1429|95709|10||470|592|12-20|2018-04-17|2018-04-17
1430|77264|10||140|465|12/20|2018-04-17|2018-04-17
1431|77222|10||160|485|12/20|2018-04-17|2018-04-17
1432|77293|10||100|425|12/20|2018-04-17|2018-04-17
1433|77263|10||100|425|12/20|2018-04-17|2018-04-17
1434|139199|10||2252|2648|12-20|2018-04-17|2018-04-17
1435|60438|10||1105|1240|8x16|2018-04-17|2018-04-17
1436|99199|10||1006|1102|12-20|2018-04-17|2018-04-17
1437|88765|10||50|174|pea|2018-04-17|2018-04-17
1438|98147|10||1893|2685|12-20|2018-04-17|2018-04-17
1439|98217|10||2088|2940|12-20|2018-04-17|2018-04-17
1440|115818|10||120|140|.06|2018-04-17|2018-04-17
1441|99160|10||1200|1640|16/30|2018-04-17|2018-04-17
1442|107021|10||743|1124|12/20|2018-04-17|2018-04-17
1443|114181|10||1745|1988|12/20|2018-04-17|2018-04-17
1444|87123|10||300|543|3/8|2018-04-17|2018-04-17
1445|87124|10||20|300|3/8|2018-04-17|2019-03-05
1446|114128|10||320|383|3/8|2018-04-17|2018-04-17
1447|23732|10||215|280|12/20|2018-04-17|2018-04-17
1448|24184|10||420|620|12/20|2018-04-17|2018-04-17
1449|23852|10||150|170|PEA|2018-04-17|2018-04-17
1450|23886|10||170|200|PEA|2018-04-17|2018-04-17
1451|111282|10||450|868||2018-04-17|2018-04-17
1452|52220|10||915|985||2018-04-17|2018-04-17
1453|115932|10||90|156|6X12|2018-04-17|2018-04-17
1454|115889|10||100|200||2018-04-17|2018-04-17
1455|139393|10||380|460|.032|2018-04-17|2018-04-17
1456|139153|10||12|60|1/2 "|2018-04-17|2018-04-17
1457|100660|10||125|150|12/20|2018-04-17|2018-04-17
1458|116037|10||150|180|6X12|2018-04-17|2018-04-17
1459|47415|10||400|642|16/30|2018-04-17|2018-04-17
1460|47426|10||490|722|16/30|2018-04-17|2018-04-17
1461|139412|10||140|220|.032|2018-04-17|2018-04-17
1462|139014|10||155|255|12 - 20|2018-04-17|2018-04-17
1463|125798|10||983|1424|8-16|2018-04-17|2018-04-17
1464|139383|10||360|460|.032|2018-04-17|2018-04-17
1465|90286|10||2197|2845|#6-9|2018-04-17|2018-04-17
1466|129712|10||120|227|#3|2018-04-17|2018-04-17
1467|115907|10||100|160||2018-04-17|2018-04-17
1468|139331|10||10|150||2018-04-17|2018-04-17
1469|7056|10||180|475|#1 fine KS|2018-04-17|2018-04-17
1470|51115|10||300|520||2018-04-17|2018-04-17
1471|106051|10||628|938|12/20|2018-04-17|2018-04-17
1472|55624|10||911|1005|12/20|2018-04-17|2018-04-17
1473|31016|10||0|335|16 X 30|2018-04-17|2018-04-17
1474|31010|10||0|337|16x30|2018-04-17|2018-04-17
1475|31014|10||0|346|16X30|2018-04-17|2018-04-17
1476|31015|10||0|371|16x30|2018-04-17|2018-04-17
1477|528|10||280|550|#1 fine KS|2018-04-17|2018-04-17
1478|115844|10||160|210|6X12|2018-04-17|2018-04-17
1479|23036|10||1200|1570|16/30|2018-04-17|2018-04-17
1480|115787|10||300|360|#3|2018-04-17|2018-04-17
1481|9029|10||405|420|sweetner|2018-04-17|2018-04-17
1482|7878|10||364|920|3/4|2018-04-17|2018-04-17
1483|139552|10||50|80|1/2"|2018-04-17|2018-04-17
1484|139197|10||1662|1748|12-20|2018-04-17|2018-04-17
1485|129229|10||233|293|6X12|2018-04-17|2018-04-17
1486|139195|10||1855|2112|12-20|2018-04-17|2018-04-17
1487|1946|10||370|760|#1 fine KS|2018-04-17|2018-04-17
