WellFilterId|StateWellId|FilterMaterialId|FilterMaterialOtherDesc|TopDepth|BottomDepth|Size|CreatedDate|LastUpdateDate
500|98991|10||693|1120||2017-07-19|2017-07-19
501|98589|10||830|1163||2017-07-19|2017-07-19
502|98237|10||653|1132||2017-07-19|2017-07-19
503|24333|10||550|816||2017-08-01|2017-08-01
504|35851|10||105|170||2017-08-01|2017-08-01
505|40738|10||20|155||2017-08-01|2017-08-01
506|40738|10||170|300||2017-08-01|2017-08-01
507|48311|10||420|640||2017-08-02|2017-08-02
508|48313|10||336|560|16/30|2017-08-02|2017-08-02
509|48932|10||1898|2064||2017-08-02|2017-08-02
510|50099|10||1210|1450||2017-08-02|2017-08-02
511|54134|10||237|440|16/30|2017-08-02|2017-08-02
512|54150|10||430|530||2017-08-02|2017-08-02
513|54672|10||414|597||2017-08-03|2017-08-03
514|55690|10||660|894||2017-08-08|2017-08-08
515|56058|10||300|380||2017-08-08|2017-08-08
516|57947|10||304|483||2017-08-08|2017-08-08
517|59761|10||1800|1924||2017-08-08|2017-08-08
518|66427|10||23|58||2017-08-09|2017-08-09
519|92458|10||480|620||2017-08-16|2017-08-16
520|105200|10||416|696||2017-08-22|2017-08-22
521|105713|10||540|1108||2017-08-22|2017-08-22
522|106380|10||538|1520||2017-08-22|2017-08-22
523|98784|10||250|390||2017-08-23|2017-08-23
524|49903|10||2340|2494||2017-10-25|2017-10-25
525|139580|10||720|874|16x30|2017-11-08|2017-11-08
526|139224|11||20|60|12x20|2017-11-08|2017-11-08
527|139224|11||125|240|12x20|2017-11-08|2017-11-08
528|139595|10||160|235||2017-11-29|2017-11-29
529|139596|10||260|340|9|2017-11-29|2017-11-29
530|139597|10||125|363|1|2017-11-29|2017-11-29
531|139598|10||380|520||2017-11-29|2017-11-29
532|139599|10||160|360||2017-11-29|2017-11-29
533|139600|10||160|260|20/12|2017-11-29|2017-11-29
534|139601|10||80|200||2017-11-30|2017-11-30
535|139604|10||240|480|1|2017-12-01|2017-12-01
536|139605|10||620|780|1|2017-12-01|2017-12-01
537|139606|10||190|340|8/16|2017-12-01|2017-12-01
538|139609|10||40|200||2017-12-05|2017-12-05
539|139610|10||440|620||2017-12-05|2017-12-05
540|139612|10||260|500||2017-12-05|2017-12-05
541|139613|10||80|200||2017-12-05|2017-12-05
542|139614|10||60|200||2017-12-05|2017-12-05
543|59181|10||0|125||2017-12-07|2017-12-07
544|59197|10||312|551||2017-12-07|2017-12-07
545|59398|10||4|236||2017-12-19|2017-12-19
546|93589|10||330|440||2017-12-19|2017-12-19
547|94241|10||0|645||2017-12-19|2017-12-19
548|139628|10||0|470||2017-12-29|2017-12-29
549|139629|10||100|300||2017-12-29|2017-12-29
550|139630|10||15|360||2017-12-29|2017-12-29
551|139642|11||413|506|8/16|2018-02-02|2018-02-02
553|21574|10||188|202||2018-02-07|2018-02-07
554|36892|10||92|470||2018-03-13|2018-03-13
555|36891|10||120|470||2018-03-13|2018-03-13
556|37276|10||0|482||2018-03-13|2018-03-13
557|20561|10||376|502||2018-03-13|2018-03-13
558|20976|10|||||2018-03-22|2018-03-22
559|20998|10|||||2018-03-22|2018-03-22
560|21410|10|||||2018-03-22|2018-03-22
561|36483|10||35|130||2018-03-22|2018-03-22
562|95110|10||963|1314||2018-04-03|2018-04-03
563|87555|10||20|76||2018-04-06|2018-04-06
564|132261|10||450|572||2018-04-06|2018-04-06
565|46740|10||70|230||2018-04-06|2018-04-06
566|97203|10||0|154||2018-04-06|2018-04-06
567|23012|10||2000|2280|16-30|2018-04-11|2018-04-11
568|53401|10||610|751||2018-04-11|2018-04-11
569|53418|10||422|562||2018-04-12|2018-04-12
570|53398|10|||||2018-04-12|2018-04-12
571|51288|10||525|650||2018-04-13|2018-04-13
572|51294|10||600|690||2018-04-13|2018-04-13
573|53400|10||640|770||2018-04-13|2018-04-13
574|53419|10||399|490||2018-04-13|2018-04-13
575|53416|10||497|600||2018-04-13|2018-04-13
576|51291|10||518|650||2018-04-13|2018-04-13
577|51251|10||510|600||2018-04-13|2018-04-13
578|51286|10||470|570||2018-04-13|2018-04-13
579|51296|10||464|600||2018-04-13|2018-04-13
580|24359|10||800|1025||2018-04-13|2018-04-13
581|97204|10||220|260||2018-04-17|2018-04-17
582|110739|10||255|370||2018-04-17|2018-04-17
583|110738|10||292|372||2018-04-17|2018-04-17
584|30411|10||10|367||2018-04-17|2018-04-17
585|24212|10||682|950||2018-04-17|2018-04-17
586|4950|10||389|567||2018-04-17|2018-04-17
587|55456|10||355|507||2018-04-17|2018-04-17
588|93293|10||210|260||2018-04-17|2018-04-17
589|57833|10||434|654||2018-04-17|2018-04-17
590|50662|10||210|410||2018-04-17|2018-04-17
591|80033|10||20|320||2018-04-17|2018-04-17
592|91611|10||300|355||2018-04-17|2018-04-17
593|89089|10||50|115||2018-04-17|2018-04-17
594|30590|10||10|410||2018-04-17|2018-04-17
595|50665|10||625|771||2018-04-17|2018-04-17
596|73531|10||15|300||2018-04-17|2018-04-17
597|129359|10||162|220||2018-04-17|2018-04-17
598|53453|10||230|368||2018-04-17|2018-04-17
599|88649|10||30|50||2018-04-17|2018-04-17
600|88542|10||50|160||2018-04-17|2018-04-17
601|138413|10||440|640||2018-04-17|2018-04-17
602|15475|10||25|328||2018-04-17|2018-04-17
603|110167|10||148|205||2018-04-17|2018-04-17
604|48495|10||950|1430||2018-04-17|2018-04-17
605|58353|10||470|525||2018-04-17|2018-04-17
606|99739|10||1530|2204||2018-04-17|2018-04-17
607|120409|10||415|680||2018-04-17|2018-04-17
608|54334|10||240|303||2018-04-17|2018-04-17
609|55390|10||446|638||2018-04-17|2018-04-17
610|24338|10||510|1000||2018-04-17|2018-04-17
611|120405|10||365|590||2018-04-17|2018-04-17
612|120408|10||415|685||2018-04-17|2018-04-17
613|120541|10||1000|1200||2018-04-17|2018-04-17
614|30303|10||181|330||2018-04-17|2018-04-17
615|47481|10||65|270||2018-04-17|2018-04-17
616|114018|10||15|415||2018-04-17|2018-04-17
617|47480|10||50|280||2018-04-17|2018-04-17
618|10716|10||100|220||2018-04-17|2018-04-17
619|88211|10||50|298||2018-04-17|2018-04-17
620|138483|10||380|480||2018-04-17|2018-04-17
621|49311|10||20|35||2018-04-17|2018-04-17
622|53454|10||550|767||2018-04-17|2018-04-17
623|53455|10||130|356||2018-04-17|2018-04-17
624|137732|10||272|302||2018-04-17|2018-04-17
625|105152|10||629|1166||2018-04-17|2018-04-17
626|52416|10||800|950||2018-04-17|2018-04-17
627|108197|10||300|792||2018-04-17|2018-04-17
628|99899|10||440|740||2018-04-17|2018-04-17
629|61297|10||62|437||2018-04-17|2018-04-17
630|24291|10||64|116||2018-04-17|2018-04-17
631|58375|10||554|700||2018-04-17|2018-04-17
632|55638|10||807|1020||2018-04-17|2018-04-17
633|34298|10||110|175||2018-04-17|2018-04-17
634|34299|10||110|183||2018-04-17|2018-04-17
635|24290|10||65|117||2018-04-17|2018-04-17
636|111227|10||530|1125||2018-04-17|2018-04-17
637|32945|10||55|135||2018-04-17|2018-04-17
638|46532|10||630|889||2018-04-17|2018-04-17
639|113596|10||300|360||2018-04-17|2018-04-17
640|61298|10||60|442||2018-04-17|2018-04-17
641|133946|10||676|968||2018-04-17|2018-04-17
642|133947|10||650|930||2018-04-17|2018-04-17
643|99573|10||1370|1878||2018-04-17|2018-04-17
644|105350|10||680|1206||2018-04-17|2018-04-17
645|32946|10||36|119||2018-04-17|2018-04-17
646|130018|10||145|170||2018-04-17|2018-04-17
647|53773|10||80|190||2018-04-17|2018-04-17
648|98225|10||980|1500||2018-04-17|2018-04-17
649|66428|10||21|64||2018-04-17|2018-04-17
650|66429|10||21|46||2018-04-17|2018-04-17
651|107041|10||610|1148||2018-04-17|2018-04-17
652|92144|10||399|782||2018-04-17|2018-04-17
653|115502|10||1380|1850||2018-04-17|2018-04-17
654|48281|10||350|475|20/40|2018-04-17|2018-04-17
655|114017|10||100|640||2018-04-17|2018-04-17
656|108648|10||625|1038|30"|2018-04-17|2018-04-17
657|92880|10||480|766||2018-04-17|2018-04-17
658|115515|10||220|315|16/30|2018-04-17|2018-04-17
659|115516|10||680|776|16/30|2018-04-17|2018-04-17
660|115539|10||1545|2175|8/12|2018-04-17|2018-04-17
661|115247|10||950|1345|12/20|2018-04-17|2018-04-17
662|115538|10||875|1005|16-30|2018-04-17|2018-04-17
663|115537|10||400|510|16-30|2018-04-17|2018-04-17
664|115255|10||1180|1575|16-30|2018-04-17|2018-04-17
665|113537|10||170|398||2018-04-17|2018-04-17
666|20557|10||58|78|5|2018-04-17|2018-04-17
667|92879|10||495|735||2018-04-17|2018-04-17
668|47486|10||640|950|#3|2018-04-17|2018-04-17
669|89337|10||50|280|4 - pea|2018-04-17|2018-04-17
670|115517|10||1650|1915|16/30|2018-04-17|2018-04-17
671|115246|10||225|380|16-30|2018-04-17|2018-04-17
672|115254|10||430|600|16-30|2018-04-17|2018-04-17
673|115253|10||80|170|16-30|2018-04-17|2018-04-17
674|52335|10||380|610||2018-04-17|2018-04-17
675|76826|10||0|990|16/30|2018-04-17|2018-04-17
676|76858|10||550|990|12/20|2018-04-17|2018-04-17
677|76827|10||91|973|16/30|2018-04-17|2018-04-17
678|32973|10||90|159||2018-04-17|2018-04-17
679|55646|10||1165|1415||2018-04-17|2018-04-17
680|56404|10||1572|1792|20-40|2018-04-17|2018-04-17
681|21389|10||357|441||2018-04-17|2018-04-17
682|21387|10||320|430||2018-04-17|2018-04-17
683|54064|10||514|662|10-20|2018-04-17|2018-04-17
684|76571|10||0|1034|12/20|2018-04-17|2018-04-17
685|76859|10||800|1040|12/20|2018-04-17|2018-04-17
686|46956|10||500|830|16/30|2018-04-17|2018-04-17
687|139477|10||330|423||2018-04-17|2018-04-17
688|24610|10||35|120|0|2018-04-17|2018-04-17
689|56731|10||356|571|12-20|2018-04-17|2018-04-17
690|21390|10||414|521||2018-04-17|2018-04-17
691|21388|10||318|422||2018-04-17|2018-04-17
692|47688|10||630|800|12/20|2018-04-17|2018-04-17
693|96467|10||930|2130||2018-04-17|2018-04-17
694|92025|10||15|45||2018-04-17|2018-04-17
695|23883|10||500|700|16/30|2018-04-17|2018-04-17
696|87951|10||25|62|8/16 brady|2018-04-17|2018-04-17
697|24609|10||35|120|0|2018-04-17|2018-04-17
698|32456|10||80|140|8/16|2018-04-17|2018-04-17
699|95707|10||1430|1620|16-30|2018-04-17|2018-04-17
700|90718|10||145|180||2018-04-17|2018-04-17
701|87952|10||30|62|12/20|2018-04-17|2018-04-17
702|39018|10||14|100|3/8"|2018-04-17|2018-04-17
703|38306|10||52|167||2018-04-17|2018-04-17
704|93477|10||1096|1440||2018-04-17|2018-04-17
705|99153|10||1172|1718||2018-04-17|2018-04-17
706|90717|10||145|485||2018-04-17|2018-04-17
707|107040|10||432|710||2018-04-17|2018-04-17
708|98545|10||350|446||2018-04-17|2018-04-17
709|27076|10||15|44||2018-04-17|2018-04-17
710|52077|10||371|454|#1|2018-04-17|2018-04-17
711|92017|10||30|70||2018-04-17|2018-04-17
712|115452|10||742|1080||2018-04-17|2018-04-17
713|87955|10||28|70|3/8" Pea|2018-04-17|2018-04-17
714|99597|10||765|1182|12/20|2018-04-17|2018-04-17
715|88788|10||92|124|#4 pea|2018-04-17|2018-04-17
716|121181|10||650|725|12/20|2018-04-17|2018-04-17
717|50770|10||825|842|#1|2018-04-17|2018-04-17
718|495|10||0|495|fine #5|2018-04-17|2018-04-17
719|115260|10||680|1200|3/8|2018-04-17|2018-04-17
720|47442|10||180|320||2018-04-17|2018-04-17
721|86783|10||490|720|1/4"|2018-04-17|2018-04-17
722|23766|10||700|1000||2018-04-17|2018-04-17
723|10717|10||120|220|#1 Fines|2018-04-17|2018-04-17
724|110724|10||140|145|pee/big|2018-04-17|2018-04-17
725|135476|10||777|1456|8/12|2018-04-17|2018-04-17
726|99615|10||1415|1752|10/20|2018-04-17|2018-04-17
727|100935|10||65|115|20/40|2018-04-17|2018-04-17
728|52296|10||223|345|16/30|2018-04-17|2018-04-17
729|99548|10||1370|1860||2018-04-17|2018-04-17
730|24737|10||350|520|16/30|2018-04-17|2018-04-17
731|53422|10||395|563||2018-04-17|2018-04-17
732|14545|10||22|215||2018-04-17|2018-04-17
733|119954|10||160|390||2018-04-17|2018-04-17
734|19693|10||11|33|3/8 inch|2018-04-17|2018-04-17
735|24227|10||680|890|16/30|2018-04-17|2018-04-17
736|107161|10||565|740||2018-04-17|2018-04-17
737|52553|10||395|605|10-20|2018-04-17|2018-04-17
738|115674|10||0|1050||2018-04-17|2018-04-17
739|88993|10||670|770||2018-04-17|2018-04-17
740|114959|10||795|1005|12-20|2018-04-17|2018-04-17
741|129452|10||100|155|12/20|2018-04-17|2018-04-17
742|115626|10||80|130||2018-04-17|2018-04-17
743|40743|10||147|285||2018-04-17|2018-04-17
744|98598|10||760|1070|#0  16-30|2018-04-17|2018-04-17
745|117616|10||437.5|465.5|8/16|2018-04-17|2018-04-17
746|117532|10||383|411|8/16|2018-04-17|2018-04-17
747|88994|10||635|770||2018-04-17|2018-04-17
748|23978|10||1010|1354|16-30|2018-04-17|2018-04-17
749|98255|10||760|1056|#0  16-30|2018-04-17|2018-04-17
750|111830|10||152|182||2018-04-17|2018-04-17
751|47387|10||350|535||2018-04-17|2018-04-17
752|117531|10||418|445.5|4/10|2018-04-17|2018-04-17
753|117617|10||364|392.5|8/16|2018-04-17|2018-04-17
754|117618|10||336|365|8/16|2018-04-17|2018-04-17
755|107152|10||643|1346|16/30|2018-04-17|2018-04-17
756|90052|10||300|400||2018-04-17|2018-04-17
757|89025|10||50|193|4A|2018-04-17|2018-04-17
758|138827|10||2|281||2018-04-17|2018-04-17
759|138885|10||3|287||2018-04-17|2018-04-17
760|138884|10||5|284||2018-04-17|2018-04-17
761|138826|10||5|272||2018-04-17|2018-04-17
762|138847|10||2|290||2018-04-17|2018-04-17
763|138887|10||2|290||2018-04-17|2018-04-17
764|13849|10||120|227|12-20|2018-04-17|2018-04-17
765|125030|10||25|68|3/8|2018-04-17|2018-04-17
766|52542|10||457|600||2018-04-17|2018-04-17
767|24581|10||680|870||2018-04-17|2018-04-17
768|124984|10||40|80|3/8|2018-04-17|2018-04-17
769|15114|10||10|320|1/4" #5|2018-04-17|2018-04-17
770|110765|10||331|338||2018-04-17|2018-04-17
771|124818|10||100|300|8/16|2018-04-17|2018-04-17
772|138872|10||3|279||2018-04-17|2018-04-17
773|138846|10||4|277.3||2018-04-17|2018-04-17
774|138849|10||4|282.2||2018-04-17|2018-04-17
775|138829|10||5|270||2018-04-17|2018-04-17
776|138871|10||3|278||2018-04-17|2018-04-17
777|138870|10||1|280||2018-04-17|2018-04-17
778|138828|10||2|280||2018-04-17|2018-04-17
779|120413|10||432|640|8-16|2018-04-17|2018-04-17
780|58386|10||470|545|16/30|2018-04-17|2018-04-17
781|48096|10||595|803|16-30|2018-04-17|2018-04-17
782|16912|10||10|200||2018-04-17|2018-04-17
783|16995|10||10|210||2018-04-17|2018-04-17
784|129352|10||60|109||2018-04-17|2018-04-17
785|120011|10||240|370|10-20|2018-04-17|2018-04-17
786|88507|10||50|200|4A|2018-04-17|2018-04-17
787|87957|10||22|69|4/10|2018-04-17|2018-04-17
788|16960|10||10|100||2018-04-17|2018-04-17
789|51397|10||642|782||2018-04-17|2018-04-17
790|26620|10||15|36|3/8|2018-04-17|2018-04-17
791|27034|10||15|40|3/8|2018-04-17|2018-04-17
792|107030|10||714|1258|#1 Unimin|2018-04-17|2018-04-17
793|99388|10||690|1006|16/30|2018-04-17|2018-04-17
794|46738|10||235|400||2018-04-17|2018-04-17
795|87956|10||22|68|4/10|2018-04-17|2018-04-17
796|120417|10||482|595|8/16|2018-04-17|2018-04-17
797|120416|10||442|590|8/16|2018-04-17|2018-04-17
798|52154|10||1155|1422|12/20|2018-04-17|2018-04-17
799|108119|10||774|1217|12-20|2018-04-17|2018-04-17
800|47440|10||450|580||2018-04-17|2018-04-17
801|5494|10||10|652|60/40|2018-04-17|2018-04-17
802|108643|10||468|674|12-20|2018-04-17|2018-04-17
803|27077|10||16|40|3/8|2018-04-17|2018-04-17
804|27078|10||15|37|3/8|2018-04-17|2018-04-17
805|27030|10||17|44|3/8|2018-04-17|2018-04-17
806|99016|10||1160|1700|12/20  #1|2018-04-17|2018-04-17
807|47441|10||140|275||2018-04-17|2018-04-17
808|5753|10||10|762|70/30|2018-04-17|2018-04-17
809|51739|10||725|1002|10/20|2018-04-17|2018-04-17
810|57710|10||549|840|16/30   #0|2018-04-17|2018-04-17
811|121159|10||542|760|8/12|2018-04-17|2018-04-17
812|106049|10||315|460|#0  16-30|2018-04-17|2018-04-17
813|2970|10||140|380||2018-04-17|2018-04-17
814|106048|10||736|1050|0|2018-04-17|2018-04-17
815|93339|10||155|210|pea|2018-04-17|2018-04-17
816|93414|10||170|220|pea|2018-04-17|2018-04-17
817|94873|10||400|1080|44 sacks|2018-04-17|2018-04-17
818|4947|10||80|220||2018-04-17|2018-04-17
819|10718|10||100|233|#1 Fines|2018-04-17|2018-04-17
820|2978|10||200|400||2018-04-17|2018-04-17
821|2011|10||160|300||2018-04-17|2018-04-17
822|55437|10||540|790||2018-04-17|2018-04-17
823|76647|10||0|935|12/20|2018-04-17|2018-04-17
824|106088|10||685|1378|10/20|2018-04-17|2018-04-17
825|76646|10||0|935|12/20|2018-04-17|2018-04-17
826|76645|10||0|936|12/20|2018-04-17|2018-04-17
827|99549|10||1493|2012|16/30|2018-04-17|2018-04-17
828|86916|10||610|880||2018-04-17|2018-04-17
829|662|10||0|20|.25|2018-04-17|2018-04-17
830|99550|10||355|674|16/30|2018-04-17|2018-04-17
831|31128|10||25|172|8-16|2018-04-17|2018-04-17
832|76649|10||0|930|12/20|2018-04-17|2018-04-17
833|76644|10||0|930|12/20|2018-04-17|2018-04-17
834|76643|10||0|936|12/20|2018-04-17|2018-04-17
835|76642|10||0|932|12/20|2018-04-17|2018-04-17
836|76607|10||0|930|12/20|2018-04-17|2018-04-17
837|76648|10||0|930|12/20|2018-04-17|2018-04-17
838|76606|10||0|931|12/20|2018-04-17|2018-04-17
839|98994|10||970|1564|12/20|2018-04-17|2018-04-17
840|3028|10||220|360||2018-04-17|2018-04-17
841|108317|10||535|940|12/20|2018-04-17|2018-04-17
842|139411|10||420|550||2018-04-17|2018-04-17
843|51861|10||447|956|12/20  #1|2018-04-17|2018-04-17
844|115149|10||100|315||2018-04-17|2018-04-17
845|3374|10||25|80||2018-04-17|2018-04-17
846|2035|10||50|555|12/20|2018-04-17|2018-04-17
847|3815|10||28|250|#1 FINE|2018-04-17|2018-04-17
848|139389|10||390|480||2018-04-17|2018-04-17
849|3019|10||120|320||2018-04-17|2018-04-17
850|76972|10||0|934|12/20|2018-04-17|2018-04-17
851|76974|10||0|935|12/20|2018-04-17|2018-04-17
852|76973|10||0|930|12/20|2018-04-17|2018-04-17
853|95045|10||1920|2240||2018-04-17|2018-04-17
854|2781|10||23|500||2018-04-17|2018-04-17
855|76975|10||0|929|12/20|2018-04-17|2018-04-17
856|106089|10||728|1368|12/20|2018-04-17|2018-04-17
857|139408|10||300|400||2018-04-17|2018-04-17
858|139421|10||200|460||2018-04-17|2018-04-17
859|121789|10||360|460|3/8 in|2018-04-17|2018-04-17
860|56650|10||622|837|16/30   #0|2018-04-17|2018-04-17
861|76976|10||0|930|12/20|2018-04-17|2018-04-17
862|76977|10||0|930|12/20|2018-04-17|2018-04-17
863|97190|10||154|356|16/30   #0|2018-04-17|2018-04-17
864|92019|10||48|78||2018-04-17|2018-04-17
865|109111|10||705|1124|16/30|2018-04-17|2018-04-17
866|139423|10||200|420||2018-04-17|2018-04-17
867|3069|10||25|80||2018-04-17|2018-04-17
868|99017|10||578|940|12/20  #1|2018-04-17|2018-04-17
869|6474|10||15|691|50/50|2018-04-17|2018-04-17
870|24081|10||80|420||2018-04-17|2018-04-17
871|109112|10||335|608|16/30|2018-04-17|2018-04-17
872|2984|10||280|340||2018-04-17|2018-04-17
873|29350|10||10|100||2018-04-17|2018-04-17
874|139410|10||220|380||2018-04-17|2018-04-17
875|15889|10||10|180||2018-04-17|2018-04-17
876|15658|10||20|180||2018-04-17|2018-04-17
877|511|10||26|560|# 1 Gravel|2018-04-17|2018-04-17
878|139388|10||350|440||2018-04-17|2018-04-17
879|3381|10||20|80||2018-04-17|2018-04-17
880|139409|10||290|380||2018-04-17|2018-04-17
881|2352|10||280|400||2018-04-17|2018-04-17
882|5249|10||10|621|80/20|2018-04-17|2018-04-17
883|2830|10||15|601|80/20 c|2018-04-17|2018-04-17
884|5332|10||15|561|80/20|2018-04-17|2018-04-17
885|46310|10||205|385||2018-04-17|2018-04-17
886|2879|10||23|500|1/4|2018-04-17|2018-04-17
887|59284|10||1615|1810||2018-04-17|2018-04-17
888|59028|10||1152|1240||2018-04-17|2018-04-17
889|103344|10||275|460||2018-04-17|2018-04-17
890|3351|10||25|100||2018-04-17|2018-04-17
891|54126|10||500|545|16/30|2018-04-17|2018-04-17
892|115883|10||100|215||2018-04-17|2018-04-17
893|46296|10||210|425||2018-04-17|2018-04-17
894|98995|10||620|965|12/20|2018-04-17|2018-04-17
895|6473|10||10|627|70/30|2018-04-17|2018-04-17
896|11459|10||10|180|1/4|2018-04-17|2018-04-17
897|11439|10||20|320||2018-04-17|2018-04-17
898|99534|10||640|1038|12/20|2018-04-17|2018-04-17
899|11467|10||10|140|1/4|2018-04-17|2018-04-17
900|6925|10||23|280|.25|2018-04-17|2018-04-17
901|2954|10||25|127|80%#1,20%4|2018-04-17|2018-04-17
902|48224|10||60|205|12-20|2018-04-17|2018-04-17
903|24754|10||760|930|16-30|2018-04-17|2018-04-17
904|6526|10||10|300|1/4"|2018-04-17|2018-04-17
905|99577|10||1217|1671|12/20  #1|2018-04-17|2018-04-17
906|32148|10||50|140|8-16|2018-04-17|2018-04-17
907|135072|10||280|530|16/30|2018-04-17|2018-04-17
908|13850|10||122|232|12-20|2018-04-17|2018-04-17
909|3548|10||10|200|.25|2018-04-17|2018-04-17
910|78750|10||220|600|3/8"|2018-04-17|2018-04-17
911|135070|10||248|502|16-30|2018-04-17|2018-04-17
912|135339|10||100|634|12/20|2018-04-17|2018-04-17
913|71373|10||69|142|1/4|2018-04-17|2018-04-17
914|71375|10||64|142|1/4|2018-04-17|2018-04-17
915|45485|10||210|400||2018-04-17|2018-04-17
916|46297|10||210|400||2018-04-17|2018-04-17
917|46472|10||50|420|.25|2018-04-17|2018-04-17
918|3816|10||23|224|.25|2018-04-17|2018-04-17
919|486|10||25|420|#1 Fine|2018-04-17|2018-04-17
920|103051|10||1280|1462||2018-04-17|2018-04-17
921|71370|10||64|150|1/4|2018-04-17|2018-04-17
922|71371|10||72|152|1/4|2018-04-17|2018-04-17
923|71372|10||73|152|1/4|2018-04-17|2018-04-17
924|71374|10||73|152|1/4|2018-04-17|2018-04-17
925|6541|10||22|414|8/16 brady|2018-04-17|2018-04-17
926|33636|10||10|85|1/4|2018-04-17|2018-04-17
927|3182|10||25|405|80%#1,20%4|2018-04-17|2018-04-17
928|127295|10||1160|1475|12-20|2018-04-17|2018-04-17
929|53595|10||632|802|16/30|2018-04-17|2018-04-17
930|61041|10||15|250|3/8|2018-04-17|2018-04-17
931|6327|10||23|280|1/4|2018-04-17|2018-04-17
932|111281|10||216|822|12/20  #1|2018-04-17|2018-04-17
933|11420|10||10|205|1/4|2018-04-17|2018-04-17
934|111017|10||30|60|.065-.125"|2018-04-17|2018-04-17
935|3679|10||25|180|80%#1,20%4|2018-04-17|2018-04-17
936|3672|10||25|60|80%#1,20%4|2018-04-17|2018-04-17
937|3671|10||25|60|80%#1,20%4|2018-04-17|2018-04-17
938|53596|10||563|782|16/30|2018-04-17|2018-04-17
939|139506|10||160|320||2018-04-17|2018-04-17
940|2920|10||25|300|80%#1,20%4|2018-04-17|2018-04-17
941|139447|10||260|400||2018-04-17|2018-04-17
942|2178|10||25|100||2018-04-17|2018-04-17
943|44069|10||15|80|3/8|2018-04-17|2018-04-17
944|2880|10||20|492|90/10|2018-04-17|2018-04-17
945|47553|10||215|339|12 X 20|2018-04-17|2018-04-17
946|49674|10||12|50|8/16|2018-04-17|2018-04-17
947|139406|10||400|505||2018-04-17|2018-04-17
948|6518|10||15|446|60/40|2018-04-17|2018-04-17
949|51862|10||424|930|#1(12-20)|2018-04-17|2018-04-17
950|139407|10||480|520||2018-04-17|2018-04-17
951|476|10||20|480|#1 fine gr|2018-04-17|2018-04-17
952|59880|10||908|1330|08/16|2018-04-17|2018-04-17
953|121703|10||390|460|3/8|2018-04-17|2018-04-17
954|139384|10||280|380||2018-04-17|2018-04-17
955|98478|10||60|110|1|2018-04-17|2018-04-17
956|98666|10||640|1276|12/20|2018-04-17|2018-04-17
957|139392|10||360|480||2018-04-17|2018-04-17
958|92130|10||50|675|12-20|2018-04-17|2018-04-17
959|139422|10||180|300||2018-04-17|2018-04-17
960|573|10||10|535|#1 coarse|2018-04-17|2018-04-17
961|571|10||15|565|#1 coarse|2018-04-17|2018-04-17
962|7192|10||15|320|#1 fine|2018-04-17|2018-04-17
963|579|10||15|430|#1 fine|2018-04-17|2018-04-17
964|139489|10||60|150||2018-04-17|2018-04-17
965|139387|10||350|440||2018-04-17|2018-04-17
966|572|10||15|455|80/20|2018-04-17|2018-04-17
967|44|10||15|320|80/20|2018-04-17|2018-04-17
968|7039|10||15|470|80/20|2018-04-17|2018-04-17
969|8603|10||15|380|80/20|2018-04-17|2018-04-17
970|7320|10||15|360|80/20|2018-04-17|2018-04-17
971|115480|10||150|310||2018-04-17|2018-04-17
972|139469|10||280|370||2018-04-17|2018-04-17
973|580|10||15|405|#1 coarse|2018-04-17|2018-04-17
974|7040|10||15|410|#1 coarse|2018-04-17|2018-04-17
975|576|10||15|420|80/20|2018-04-17|2018-04-17
976|7041|10||15|320|80/20|2018-04-17|2018-04-17
977|7187|10||15|420|80/20|2018-04-17|2018-04-17
978|7194|10||15|380|80/20|2018-04-17|2018-04-17
979|7193|10||15|380|80/20|2018-04-17|2018-04-17
980|139380|10||260|360|1|2018-04-17|2018-04-17
981|139365|10||280|380|1|2018-04-17|2018-04-17
982|139404|10||460|540||2018-04-17|2018-04-17
983|115955|10||75|140|3/8|2018-04-17|2018-04-17
984|139430|10||450|550||2018-04-17|2018-04-17
985|86857|10||50|158|4A|2018-04-17|2018-04-17
986|139465|10||130|220||2018-04-17|2018-04-17
987|115951|10||80|132|3/8|2018-04-17|2018-04-17
988|100242|10||528|840||2018-04-17|2018-04-17
989|139429|10||40|140||2018-04-17|2018-04-17
990|139433|10||80|180||2018-04-17|2018-04-17
991|139496|10||450|520|1|2018-04-17|2018-04-17
992|115285|10||2040|2235|8-16|2018-04-17|2018-04-17
993|1648|10||15|402|#1 Fine|2018-04-17|2018-04-17
994|4824|10||15|496|#1 Fine|2018-04-17|2018-04-17
995|139414|10||430|520||2018-04-17|2018-04-17
996|2048|10||15|150|#1 Fine|2018-04-17|2018-04-17
997|2045|10||15|140|#1 Fine|2018-04-17|2018-04-17
998|39539|10||90|280|grade 6|2018-04-17|2018-04-17
999|49883|10||80|133|16-30|2018-04-17|2018-04-17
1000|49885|10||80|145|16-30|2018-04-17|2018-04-17
1001|47367|10||200|345|8/16|2018-04-17|2018-04-17
1002|49886|10||100|150|12-20|2018-04-17|2018-04-17
1003|139462|10||150|250||2018-04-17|2018-04-17
1004|131721|10||65|80|20\40|2018-04-17|2018-04-17
1005|120443|10||630|1240|16-30|2018-04-17|2018-04-17
1006|42|10||10|305|#1 fine|2018-04-17|2018-04-17
1007|120395|10||1130|1810|16-30|2018-04-17|2018-04-17
1008|55140|10||610|763|12/20|2018-04-17|2018-04-17
