WellBoreHoleCompletionId|StateWellId|BoreHoleCompletionId|BoreHoleCompletionOtherDesc|CreatedDate|LastUpdateDate
485|4869|105|||
486|4871|105|||
487|4877|105|||
488|4884|105|||
489|4912|105|||
490|4914|12|||
491|4953|105|||
492|4961|105|||
493|4964|13|||
494|4966|105|||
495|5037|105|||
496|5044|106|||
497|5049|106|||
498|5057|105|||
499|5061|105|||
500|5102|105|||
501|5104|13|||
502|5110|13|||
503|5123|105|||
504|5125|1|||
505|5150|12|||
506|5159|1|||
507|5172|105|||
508|5181|105|||
509|5185|13|||
510|5213|11|||2016-08-01
511|5218|11|||2016-08-01
512|5220|11|||2016-08-01
513|5229|11|||2016-08-01
514|5231|11|||2016-08-01
515|5233|11|||2016-08-01
516|5255|105|||
517|5271|13|||
518|5279|11|||2016-08-01
519|5287|105|||
520|5289|13|||
521|5291|13|||
522|5298|13|||
523|5300|105|||
524|5301|105|||
525|5304|13|||
526|5312|13|||
527|5320|105|||
528|5327|1|||
529|5333|106|||
530|5334|1|||
531|5336|106|||
532|5342|11|||2016-08-01
533|5349|1|||
534|5351|1|||
535|5368|101|||
536|5370|101|||
537|5373|101|||
538|5376|105|||
539|5380|101|||
540|5387|101|||
541|5390|101|||
542|5395|101|||
543|5404|101|||
544|5406|101|||
545|5411|101|||
546|5412|101|||
547|5419|101|||
548|7667|13|||
549|7680|105|||
550|7725|13|||
551|7728|105|||
552|7732|13|||
553|7736|13|||
554|7742|13|||
555|7752|13|||
556|7755|105|||
557|7764|13|||
558|7771|13|||
559|7774|13|||
560|7776|13|||
561|7779|13|||
562|7781|13|||
563|7782|105|||
564|7787|13|||
565|7788|105|||
566|7794|10|||
567|7809|12|||
568|7814|13|||
569|7817|13|||
570|7823|13|||
571|7826|13|||
572|7835|10|||
573|7880|105|||
574|7885|13|||
575|7887|13|||
576|7888|13|||
577|7890|13|||
578|7893|13|||
579|7895|13|||
580|7901|13|||
581|7903|13|||
582|7909|13|||
583|7911|13|||
584|7921|13|||
585|7923|13|||
586|7928|13|||
587|7936|13|||
588|7939|13|||
589|7941|13|||
590|7946|105|||
591|7950|13|||
592|7952|13|||
593|7978|13|||
594|7980|13|||
595|7985|106|||
596|7990|13|||
597|7996|13|||
598|8006|13|||
599|8008|13|||
600|8012|13|||
601|8014|13|||
602|8017|13|||
603|8019|13|||
604|8029|13|||
605|8036|13|||
606|8039|13|||
607|8046|13|||
608|8047|13|||
609|8052|13|||
610|8059|13|||
611|8064|13|||
612|8068|13|||
613|8071|13|||
614|8075|13|||
615|8078|105|||
616|8085|13|||
617|8098|14|||
618|8116|13|||
619|8123|13|||
620|8131|13|||
621|8133|105|||
622|8136|13|||
623|8148|13|||
624|8150|13|||
625|8156|13|||
626|8164|13|||
627|8166|105|||
628|8174|13|||
629|8176|13|||
630|8182|13|||
631|3|105|||
632|6|14|||
633|16|105|||
634|20|105|||
635|27|105|||
636|37|105|||
637|55|105|||
638|85|105|||
639|87|105|||
640|136|13|||
641|138|11|||2016-07-27
642|144|13|||
643|154|105|||
644|174|13|||
645|188|13|||
646|192|13|||
647|198|106|||
648|202|13|||
649|203|11|||2016-07-27
650|205|13|||
651|206|105|||
652|208|105|||
653|211|13|||
654|213|13|||
655|214|13|||
656|216|13|||
657|218|105|||
658|221|105|||
659|228|13|||
660|230|105|||
661|233|13|||
662|242|13|||
663|246|14|||
664|247|105|||
665|249|105|||
666|272|13|||
667|275|105|||
668|279|13|||
669|287|14|||
670|288|13|||
671|292|13|||
672|294|105|||
673|301|13|||
674|306|105|||
675|310|106|||
676|314|105|||
677|320|105|||
678|321|13|||
679|326|105|||
680|336|105|||
681|1533|13|||
682|1537|13|||
683|1557|13|||
684|1562|105|||
685|1566|12|||
686|1615|13|||
687|1623|13|||
688|1626|13|||
689|1643|105|||
690|1657|13|||
691|1669|105|||
692|1688|105|||
693|1698|106|||
694|1703|105|||
695|1705|105|||
696|1714|105|||
697|1716|105|||
698|1725|105|||
699|1760|105|||
700|1761|105|||
701|1764|105|||
702|1766|105|||
703|1768|105|||
704|1785|13|||
705|1788|13|||
706|1806|13|||
707|1810|13|||
708|1813|13|||
709|1814|13|||
710|1818|105|||
711|1822|105|||
712|1823|13|||
713|1841|105|||
714|1862|105|||
715|1863|105|||
716|1870|105|||
717|1908|105|||
718|1913|105|||
719|1915|105|||
720|1919|11|||2016-07-29
721|1927|105|||
722|1928|13|||
723|1938|13|||
724|1943|13|||
725|1948|13|||
726|1954|105|||
727|1957|105|||
728|2004|106|||
729|2013|105|||
730|2017|105|||
731|2018|105|||
732|2047|105|||
733|2052|105|||
734|2053|105|||
735|2054|105|||
736|2113|13|||
737|2115|105|||
738|2119|105|||
739|2120|105|||
740|2133|106|||
741|2140|106|||
742|2142|13|||
743|2143|13|||
744|2173|13|||
745|2176|105|||
746|2177|105|||
747|2178|106|||
748|2187|105|||
749|2188|105|||
750|2193|106|||
751|2202|105|||
752|2205|105|||
753|2212|105|||
754|2217|13|||
755|2230|105|||
756|2247|105|||
757|2261|106|||
758|2263|11|||2016-08-01
759|2276|106|||
760|2277|106|||
761|2278|106|||
762|2279|106|||
763|2284|106|||
764|2304|13|||
765|2305|105|||
766|2332|106|||
767|2333|106|||
768|2335|106|||
769|2337|106|||
770|2338|106|||
771|4607|13|||
772|4608|105|||
773|4609|105|||
774|4636|105|||
775|4637|105|||
776|4648|13|||
777|4653|105|||
778|4654|105|||
779|4655|13|||
780|4656|105|||
781|4657|105|||
782|4673|105|||
783|4677|105|||
784|4682|105|||
785|4700|13|||
786|4701|105|||
787|4704|11|||2016-08-01
788|4707|105|||
789|4708|105|||
790|4709|105|||
791|4710|105|||
792|4717|105|||
793|4720|13|||
794|4721|13|||
795|4725|105|||
796|4726|105|||
797|4733|105|||
798|4740|105|||
799|4746|105|||
800|4752|13|||
801|4753|13|||
802|4758|105|||
803|4770|13|||
804|4771|105|||
805|4773|105|||
806|4803|105|||
807|4804|105|||
808|4808|105|||
809|4830|105|||
810|4832|105|||
811|4834|105|||
812|4835|105|||
813|4838|105|||
814|4839|105|||
815|4840|105|||
816|4845|13|||
817|4852|13|||
818|4867|105|||
819|4868|105|||
820|4874|105|||
821|4879|105|||
822|4880|105|||
823|4881|105|||
824|4888|105|||
825|4907|12|||
826|4908|12|||
827|4909|12|||
828|4910|13|||
829|4917|13|||
830|4940|105|||
831|4950|106|||
832|4957|11|||2016-08-01
833|4962|105|||
834|4973|13|||
835|4979|105|||
836|4989|105|||
837|5026|105|||
838|5027|105|||
839|5028|13|||
840|5045|106|||
841|5046|106|||
842|5047|106|||
843|5085|105|||
844|5097|106|||
845|5098|106|||
846|5099|106|||
847|5100|106|||
848|5140|105|||
849|5142|106|||
850|5145|105|||
851|5146|1|||
852|5153|105|||
853|5160|1|||
854|5239|11|||2016-08-01
855|5240|11|||2016-08-01
856|5241|11|||2016-08-01
857|5260|13|||
858|5275|105|||
859|5276|105|||
860|5277|106|||
861|5283|106|||
862|5285|106|||
863|5293|106|||
864|5294|106|||
865|5296|105|||
866|5314|13|||
867|5315|13|||
868|5331|106|||
869|5346|1|||
870|5347|106|||
871|5353|106|||
872|5354|101|||
873|5355|101|||
874|5356|13|||
875|5359|101|||
876|5360|101|||
877|5367|13|||
878|5389|101|||
879|5391|101|||
880|5392|105|||
881|5397|13|||
882|5398|101|||
883|5399|101|||
884|5400|101|||
885|5408|101|||
886|5409|101|||
887|5414|101|||
888|7669|10|||
889|7670|105|||
890|7687|105|||
891|7699|13|||
892|7700|13|||
893|7721|13|||
894|7739|13|||
895|7740|13|||
896|7743|13|||
897|7747|13|||
898|7748|13|||
899|7757|13|||
900|7760|105|||
901|7761|13|||
902|7762|13|||
903|7765|13|||
904|7766|13|||
905|7767|13|||
906|7768|13|||
907|7784|105|||
908|7800|10|||
909|7811|13|||
910|7815|13|||
911|7821|13|||
912|7824|13|||
913|7827|13|||
914|7844|10|||
915|7846|105|||
916|7881|105|||
917|7882|105|||
918|7883|105|||
919|7884|13|||
920|7897|13|||
921|7898|13|||
922|7899|13|||
923|7913|13|||
924|7915|13|||
925|7916|103|||
926|7942|13|||
927|7943|13|||
928|7944|13|||
929|7954|13|||
930|7959|13|||
931|7960|13|||
932|7961|105|||
933|7964|13|||
934|7969|13|||
935|7970|13|||
936|7974|13|||
937|7975|13|||
938|7976|13|||
939|7977|13|||
940|7993|13|||
941|7994|13|||
942|8000|13|||
943|8001|13|||
944|8002|13|||
945|8016|106|||
946|8022|13|||
947|8023|13|||
948|8024|13|||
949|8026|13|||
950|8027|13|||
951|8042|13|||
952|8044|13|||
953|8053|13|||
954|8054|13|||
955|8055|13|||
956|8076|13|||
957|8081|13|||
958|8083|13|||
959|8096|105|||
960|8114|13|||
961|8126|13|||
962|8141|13|||
963|8144|13|||
964|8145|13|||
965|8146|13|||
966|8147|13|||
967|8168|105|||
968|8170|105|||
969|717|105|||
970|746|105|||
971|753|13|||
972|754|13|||
973|755|105|||
974|761|105|||
975|762|105|||
976|774|105|||
977|775|105|||
978|776|105|||
979|777|105|||
980|780|105|||
981|781|105|||
982|783|13|||
983|791|13|||
984|865|105|||
985|866|105|||
986|870|105|||
987|872|105|||
988|880|105|||
989|894|12|||
990|906|11|||2016-07-29
991|936|105|||
992|946|105|||
993|957|13|||
994|958|11|||2016-07-29
995|980|105|||
996|981|105|||
997|1003|106|||
998|1088|105|||
999|1089|13|||
1000|1097|105|||
1001|1104|13|||
1002|1107|105|||
1003|1108|13|||
1004|1109|13|||
1005|1111|13|||
1006|1117|105|||
1007|1121|105|||
1008|1128|105|||
1009|1131|106|||
1010|1132|105|||
1011|1180|105|||
1012|1181|13|||
1013|1182|105|||
1014|1183|105|||
1015|1218|106|||
1016|1341|105|||
1017|1359|105|||
1018|1364|105|||
1019|1381|105|||
1020|1382|105|||
1021|366|105|||
1022|368|105|||
1023|370|105|||
1024|373|13|||
1025|374|105|||
1026|377|105|||
1027|380|105|||
1028|386|105|||
1029|395|105|||
1030|401|105|||
1031|406|105|||
1032|408|105|||
1033|414|105|||
1034|419|14|||
1035|430|105|||
1036|435|105|||
1037|436|105|||
1038|437|105|||
1039|442|105|||
1040|448|105|||
1041|456|105|||
1042|460|105|||
1043|463|105|||
1044|467|13|||
1045|469|105|||
1046|472|105|||
1047|474|105|||
1048|478|105|||
1049|486|105|||
1050|491|105|||
1051|493|105|||
1052|497|105|||
1053|499|105|||
1054|500|105|||
1055|503|105|||
1056|516|13|||
1057|520|105|||
1058|523|105|||
1059|527|106|||
1060|538|105|||
1061|540|13|||
1062|551|105|||
1063|553|13|||
1064|575|105|||
1065|578|106|||
1066|580|105|||
1067|590|105|||
1068|593|13|||
1069|596|105|||
1070|598|105|||
1071|601|105|||
1072|604|105|||
1073|606|105|||
1074|609|106|||
1075|613|105|||
1076|619|105|||
1077|627|105|||
1078|634|105|||
1079|644|106|||
1080|649|105|||
1081|651|13|||
1082|653|105|||
1083|655|105|||
1084|659|105|||
1085|663|106|||
1086|667|105|||
1087|682|105|||
1088|705|105|||
1089|708|105|||
1090|3150|106|||
1091|3240|105|||
1092|3256|105|||
1093|3260|105|||
1094|3308|105|||
1095|3340|11|||2016-08-01
1096|3361|105|||
1097|3398|105|||
1098|3404|105|||
1099|3418|105|||
1100|3458|11|||2016-08-01
1101|3530|105|||
1102|3708|12|||
1103|3718|14|||
1104|3727|106|||
1105|3729|106|||
1106|3732|105|||
1107|3767|105|||
1108|5423|101|||
1109|5433|101|||
1110|5435|101|||
1111|5440|101|||
1112|5450|13|||
1113|5452|101|||
1114|5460|101|||
1115|5467|13|||
1116|5469|101|||
1117|5489|101|||
1118|5491|101|||
1119|5492|101|||
1120|5493|101|||
1121|5499|101|||
1122|5501|101|||
1123|5506|13|||
1124|5553|101|||
1125|5577|101|||
1126|5581|101|||
1127|5606|105|||
1128|5616|105|||
1129|5618|105|||
1130|5620|105|||
1131|5623|105|||
1132|5626|106|||
1133|5632|13|||
1134|5640|103|||
1135|5646|105|||
1136|5651|11|||2016-08-01
1137|5662|13|||
1138|5669|11|||2016-08-01
1139|5674|13|||
1140|5678|105|||
1141|5695|105|||
1142|5697|13|||
1143|5702|105|||
1144|5729|106|||
1145|5748|13|||
1146|5769|13|||
1147|5774|101|||
1148|5777|101|||
1149|5785|101|||
1150|5791|101|||
1151|5792|101|||
1152|5797|13|||
1153|5803|101|||
1154|5804|101|||
1155|5806|105|||
1156|5808|12|||
1157|5820|13|||
1158|5851|101|||
1159|5856|101|||
1160|5862|13|||
1161|5864|101|||
1162|5878|13|||
1163|5880|13|||
1164|5886|101|||
1165|5888|101|||
1166|5892|101|||
1167|5893|11|||2016-08-01
1168|5898|101|||
1169|5906|13|||
1170|5961|105|||
1171|6136|105|||
1172|6139|13|||
1173|6145|13|||
1174|6171|13|||
1175|6179|13|||
1176|6181|13|||
1177|6184|14|||
1178|6186|11|||2016-08-01
1179|6194|13|||
1180|6200|13|||
1181|6207|106|||
1182|6231|105|||
1183|6235|13|||
1184|6237|105|||
1185|9231|13|||
1186|9240|13|||
1187|9241|13|||
1188|9246|13|||
1189|9253|13|||
1190|9256|13|||
1191|9268|13|||
1192|9274|13|||
1193|9281|13|||
1194|9284|13|||
1195|9297|13|||
1196|9299|13|||
1197|9305|13|||
1198|9307|13|||
1199|9311|13|||
1200|9319|13|||
1201|9323|13|||
1202|9325|13|||
1203|9339|105|||
1204|9350|13|||
1205|9357|105|||
1206|9360|105|||
1207|9369|13|||
1208|9370|13|||
1209|9377|13|||
1210|9387|13|||
1211|9400|13|||
1212|9404|106|||
1213|9421|13|||
1214|9423|13|||
1215|9427|13|||
1216|9433|13|||
1217|9434|105|||
1218|9437|105|||
1219|9440|13|||
1220|9452|105|||
1221|9456|105|||
1222|9484|13|||
1223|9489|13|||
1224|9494|105|||
1225|9498|13|||
1226|9506|13|||
1227|9511|13|||
1228|9528|13|||
1229|9540|103|||
1230|9547|13|||
1231|9572|13|||
1232|9575|13|||
1233|9581|13|||
1234|9585|13|||
1235|9609|13|||
1236|9611|13|||
1237|9617|105|||
1238|9619|13|||
1239|9625|13|||
1240|9626|13|||
1241|9631|105|||
1242|9637|105|||
1243|9639|13|||
1244|9642|13|||
1245|9650|13|||
1246|9654|12|||
1247|9664|13|||
1248|9668|13|||
1249|9674|13|||
1250|9686|12|||
1251|9712|13|||
1252|9717|13|||
1253|9720|13|||
1254|9725|13|||
1255|9731|13|||
1256|9735|13|||
1257|9748|14|||
1258|9751|10|||
1259|723|105|||
1260|724|105|||
1261|735|105|||
1262|743|105|||
1263|745|105|||
1264|747|105|||
1265|751|13|||
1266|767|105|||
1267|769|105|||
1268|773|105|||
1269|778|105|||
1270|786|13|||
1271|811|13|||
1272|814|105|||
1273|839|105|||
1274|861|105|||
1275|892|105|||
1276|912|105|||
1277|921|105|||
1278|937|105|||
1279|951|13|||
1280|982|105|||
1281|1051|105|||
1282|1076|105|||
1283|1086|13|||
1284|1091|105|||
1285|1098|13|||
1286|1103|12|||
1287|1106|105|||
1288|1112|13|||
1289|1114|13|||
1290|1116|105|||
1291|1127|105|||
1292|1140|105|||
1293|1145|105|||
1294|1149|106|||
1295|1167|105|||
1296|1232|12|||
1297|1256|105|||
1298|1274|105|||
1299|1288|13|||
1300|1308|105|||
1301|1330|13|||
1302|1340|13|||
1303|1345|105|||
1304|1349|105|||
1305|1356|105|||
1306|1358|105|||
1307|1367|13|||
1308|1369|13|||
1309|1380|105|||
1310|1388|105|||
1311|1390|105|||
1312|1392|105|||
1313|1401|105|||
1314|1403|105|||
1315|1408|105|||
1316|1411|105|||
1317|1413|105|||
1318|1414|105|||
1319|1420|105|||
1320|1421|105|||
1321|1427|105|||
1322|1428|105|||
1323|1446|105|||
1324|1449|105|||
1325|1454|105|||
1326|1465|105|||
1327|1472|13|||
1328|1484|11|||2016-07-29
1329|1493|13|||
1330|1500|105|||
1331|1502|105|||
1332|1511|105|||
1333|1517|105|||
1334|3808|105|||
1335|3843|13|||
1336|3852|13|||
1337|3900|13|||
1338|3998|11|||2016-08-01
1339|4055|13|||
1340|4065|106|||
1341|4086|13|||
1342|4101|13|||
1343|4107|13|||
1344|4117|13|||
1345|4132|13|||
1346|4134|105|||
1347|4250|14|||
1348|4269|14|||
1349|4270|14|||
1350|4285|13|||
1351|4295|13|||
1352|4297|13|||
1353|4300|11|||2016-08-01
1354|4302|14|||
1355|4308|13|||
1356|4318|14|||
1357|4320|13|||
1358|4329|13|||
1359|4332|14|||
1360|4334|14|||
1361|357|105|||
1362|367|105|||
1363|369|105|||
1364|371|105|||
1365|372|105|||
1366|376|105|||
1367|379|105|||
1368|385|105|||
1369|387|105|||
1370|399|105|||
1371|402|105|||
1372|407|105|||
1373|410|105|||
1374|412|105|||
1375|413|105|||
1376|426|105|||
1377|429|105|||
1378|432|105|||
1379|434|105|||
1380|438|105|||
1381|443|105|||
1382|446|14|||
1383|447|105|||
1384|449|105|||
1385|453|105|||
1386|455|105|||
1387|459|105|||
1388|468|105|||
1389|473|105|||
1390|475|105|||
1391|479|105|||
1392|481|105|||
1393|482|105|||
1394|483|105|||
1395|490|105|||
1396|496|105|||
1397|498|105|||
1398|505|105|||
1399|512|11|||2016-07-27
1400|519|13|||
1401|539|105|||
1402|549|13|||
1403|552|105|||
1404|566|105|||
1405|571|105|||
1406|573|105|||
1407|576|105|||
1408|577|105|||
1409|579|105|||
1410|583|105|||
1411|586|105|||
1412|594|105|||
1413|599|14|||
1414|602|13|||
1415|603|14|||
1416|612|105|||
1417|616|11|||2016-07-29
1418|617|105|||
1419|620|13|||
1420|632|11|||2016-07-29
1421|639|12|||
1422|645|106|||
1423|652|106|||
1424|660|105|||
1425|668|13|||
1426|672|13|||
1427|674|105|||
1428|677|105|||
1429|678|105|||
1430|679|105|||
1431|681|105|||
1432|688|105|||
1433|692|105|||
1434|695|106|||
1435|700|13|||
1436|704|105|||
1437|707|105|||
1438|3259|105|||
1439|3309|105|||
1440|3326|105|||
1441|3331|105|||
1442|3339|105|||
1443|3377|13|||
1444|3399|105|||
1445|3484|11|||2016-08-01
1446|3552|105|||
1447|3555|105|||
1448|3574|105|||
1449|3578|105|||
1450|3633|105|||
1451|3707|106|||
1452|3717|13|||
1453|3726|105|||
1454|3728|106|||
1455|3761|13|||
1456|3784|105|||
1457|3785|13|||
1458|5424|101|||
1459|5432|101|||
1460|5434|13|||
1461|5458|13|||
1462|5468|101|||
1463|5470|101|||
1464|5475|105|||
1465|5484|13|||
1466|5490|101|||
1467|5496|101|||
1468|5502|101|||
1469|5504|101|||
1470|5505|13|||
1471|5513|101|||
1472|5517|13|||
1473|5520|101|||
1474|5525|101|||
1475|5552|101|||
1476|5558|106|||
1477|5564|105|||
1478|5576|101|||
