WellBoreHoleCompletionId|StateWellId|BoreHoleCompletionId|BoreHoleCompletionOtherDesc|CreatedDate|LastUpdateDate
12214|22754|106|||
12215|22756|14|||
12216|22763|106|||
12217|22764|106|||
12218|22766|106|||
12219|22767|106|||
12220|22775|105|||
12221|22776|105|||
12222|22784|105|||
12223|22786|14|||
12224|22787|105|||
12225|22799|106|||
12226|22801|106|||
12227|22802|13|||
12228|22805|106|||
12229|22807|106|||
12230|22809|106|||
12231|22817|13|||
12232|22821|13|||
12233|22822|106|||
12234|22828|105|||
12235|22833|105|||
12236|22834|105|||
12237|22835|105|||
12238|22836|105|||
12239|22846|106|||
12240|22848|105|||
12241|22765|106|||
12242|22773|105|||
12243|22783|105|||
12244|22785|105|||
12245|22790|106|||
12246|22793|13|||
12247|22803|13|||
12248|22806|106|||
12249|22808|105|||
12250|22815|106|||
12251|22844|105|||
12252|22845|106|||
12253|22849|105|||
12254|22851|105|||
12255|22854|13|||
12256|22856|14|||
12257|22874|106|||
12258|22876|106|||
12259|22894|106|||
12260|22899|106|||
12261|22900|105|||
12262|22909|106|||
12263|22918|13|||
12264|22928|105|||
12265|22930|13|||
12266|22946|106|||
12267|22954|106|||
12268|22955|106|||
12269|22959|106|||
12270|22974|13|||
12271|22981|13|||
12272|22988|105|||
12273|22994|14|||
12274|22995|14|||
12275|23002|11|||2016-09-20
12276|23019|11|||2016-09-20
12277|23022|105|||
12278|23034|106|||
12279|23036|106|||
12280|23043|11|||2016-09-20
12281|23048|106|||
12282|23052|10|||
12283|23054|106|||
12284|23058|106|||
12285|23062|10|||
12286|23064|13|||
12287|23068|10|||
12288|23078|12|||
12289|23080|106|||
12290|23083|106|||
12291|23091|105|||
12292|23096|14|||
12293|23105|12|||
12294|23107|13|||
12295|23109|13|||
12296|23112|106|||
12297|23124|11|||2016-09-21
12298|23127|13|||
12299|23128|13|||
12300|23135|106|||
12301|23148|13|||
12302|23153|106|||
12303|23154|11|||2016-09-21
12304|23155|11|||2016-09-21
12305|23162|1|||
12306|23173|10|||2016-12-21
12307|23177|106|||
12308|23178|12|||
12309|23186|13|||
12310|23195|13|||
12311|23203|11|||2016-10-04
12312|23205|13|||
12313|23208|14|||
12314|23212|106|||
12315|23228|12|||
12316|23232|106|||
12317|23242|106|||
12318|23245|106|||
12319|23247|13|||
12320|23266|106|||
12321|23268|12|||
12322|23279|106|||
12323|23281|13|||
12324|23284|13|||
12325|23301|106|||
12326|25594|10|||
12327|25602|10|||
12328|25610|105|||
12329|25627|105|||
12330|25630|10|||
12331|25714|13|||
12332|25729|13|||
12333|25733|13|||
12334|25753|13|||
12335|25778|12|||
12336|25789|106|||
12337|25804|105|||
12338|25860|10|||
12339|25877|13|||
12340|25913|105|||
12341|25933|103|||
12342|25957|10|||
12343|25962|14|||
12344|25974|105|||
12345|25980|10|||
12346|25985|105|||
12347|25992|105|||
12348|25998|105|||
12349|26014|105|||
12350|26020|105|||
12351|26022|105|||
12352|26027|105|||
12353|26030|105|||
12354|26033|105|||
12355|26037|105|||
12356|26045|105|||
12357|26064|105|||
12358|26082|105|||
12359|26089|105|||
12360|26099|105|||
12361|26102|105|||
12362|26104|105|||
12363|26122|105|||
12364|26128|105|||
12365|26133|105|||
12366|26154|105|||
12367|26192|13|||
12368|26205|14|||
12369|26216|14|||
12370|26225|14|||
12371|26235|13|||
12372|26237|10|||
12373|26243|13|||
12374|26252|13|||
12375|26257|10|||
12376|26264|13|||
12377|26266|105|||
12378|26269|105|||
12379|26275|10|||
12380|26288|105|||
12381|26290|105|||
12382|26299|105|||
12383|26304|105|||
12384|26312|105|||
12385|26315|105|||
12386|27953|105|||
12387|27959|13|||
12388|27962|10|||
12389|27975|13|||
12390|27987|105|||
12391|27995|13|||
12392|27997|13|||
12393|28003|13|||
12394|28034|105|||
12395|28043|105|||
12396|28045|105|||
12397|28074|13|||
12398|28079|13|||
12399|28086|13|||
12400|28090|13|||
12401|28092|13|||
12402|28107|10|||
12403|28112|105|||
12404|28115|105|||
12405|28117|10|||
12406|28128|13|||
12407|28131|13|||
12408|28136|105|||
12409|28138|10|||
12410|28140|13|||
12411|28148|13|||
12412|28155|13|||
12413|28158|13|||
12414|28165|105|||
12415|28166|10|||
12416|28179|10|||
12417|28279|10|||
12418|28281|10|||
12419|28292|13|||
12420|28308|10|||
12421|28318|105|||
12422|28320|10|||
12423|28329|105|||
12424|28371|10|||
12425|28378|10|||
12426|28386|105|||
12427|28388|10|||
12428|28401|106|||
12429|28405|106|||
12430|28427|10|||
12431|28467|106|||
12432|28469|13|||
12433|28471|13|||
12434|28488|13|||
12435|28490|105|||
12436|28510|13|||
12437|28520|105|||
12438|28522|13|||
12439|28525|13|||
12440|28529|13|||
12441|28531|13|||
12442|28542|13|||
12443|28544|10|||
12444|28546|13|||
12445|28550|13|||
12446|28559|13|||
12447|28560|13|||
12448|28565|13|||
12449|28572|13|||
12450|28574|13|||
12451|28579|13|||
12452|28580|13|||
12453|28586|13|||
12454|28587|13|||
12455|28592|13|||
12456|30205|13|||
12457|30209|105|||
12458|30210|105|||
12459|30217|13|||
12460|30219|105|||
12461|30222|10|||
12462|30231|13|||
12463|30233|105|||
12464|30265|10|||
12465|30273|13|||
12466|30278|13|||
12467|30317|13|||
12468|30324|14|||
12469|30331|13|||
12470|30338|13|||
12471|30342|13|||
12472|30343|13|||
12473|30345|106|||
12474|30351|13|||
12475|30362|105|||
12476|30370|13|||
12477|30381|105|||
12478|30383|13|||
12479|30392|13|||
12480|30394|106|||
12481|30396|13|||
12482|30399|13|||
12483|30415|13|||
12484|30417|13|||
12485|30422|13|||
12486|30425|105|||
12487|30430|105|||
12488|30432|13|||
12489|30435|13|||
12490|30436|105|||
12491|30446|105|||
12492|30497|105|||
12493|30528|106|||
12494|30578|13|||
12495|30593|13|||
12496|30617|13|||
12497|30631|13|||
12498|30634|13|||
12499|30642|105|||
12500|30648|13|||
12501|30649|105|||
12502|30661|13|||
12503|30676|13|||
12504|30678|13|||
12505|30717|13|||
12506|30726|105|||
12507|30728|105|||
12508|30737|13|||
12509|30782|106|||
12510|30784|105|||
12511|30803|13|||
12512|30811|105|||
12513|30827|105|||
12514|30853|105|||
12515|30859|105|||
12516|30867|106|||
12517|30869|105|||
12518|30884|13|||
12519|30909|13|||
12520|30915|105|||
12521|30917|105|||
12522|30964|13|||
12523|31006|13|||
12524|31018|106|||
12525|31036|105|||
12526|31050|12|||
12527|31060|13|||
12528|31080|13|||
12529|31082|13|||
12530|31103|105|||
12531|31120|105|||
12532|31122|13|||
12533|31131|105|||
12534|31172|12|||
12535|31173|12|||
12536|31180|12|||
12537|31183|106|||
12538|31186|13|||
12539|31195|12|||
12540|31197|13|||
12541|31208|13|||
12542|31216|13|||
12543|31218|13|||
12544|31220|13|||
12545|31248|13|||
12546|31254|105|||
12547|31256|105|||
12548|31271|13|||
12549|31279|105|||
12550|31281|105|||
12551|31284|105|||
12552|31286|105|||
12553|31295|106|||
12554|31298|105|||
12555|31300|105|||
12556|31302|12|||
12557|31313|13|||
12558|31320|13|||
12559|31330|13|||
12560|31335|13|||
12561|31340|13|||
12562|31368|13|||
12563|31371|13|||
12564|31372|13|||
12565|31376|13|||
12566|31380|13|||
12567|31389|13|||
12568|31390|13|||
12569|31404|13|||
12570|31422|13|||
12571|31453|106|||
12572|31501|106|||
12573|31507|13|||
12574|31561|105|||
12575|31577|105|||
12576|31579|105|||
12577|31590|13|||
12578|31593|13|||
12579|31613|13|||
12580|31635|13|||
12581|24817|10|||
12582|27148|13|||
12583|27149|10|||
12584|27162|105|||
12585|27163|105|||
12586|27172|10|||
12587|27173|10|||
12588|27178|13|||
12589|27187|14|||
12590|27188|13|||
12591|27189|13|||
12592|27191|13|||
12593|27197|13|||
12594|27217|13|||
12595|27226|13|||
12596|27228|13|||
12597|27229|10|||
12598|27234|13|||
12599|27235|13|||
12600|27244|10|||
12601|27245|10|||
12602|27257|13|||
12603|27258|13|||
12604|27259|13|||
12605|27284|13|||
12606|27288|13|||
12607|27290|13|||
12608|27291|13|||
12609|27292|13|||
12610|27293|13|||
12611|27313|10|||
12612|27314|10|||
12613|27316|13|||
12614|27326|13|||
12615|27327|105|||
12616|27328|105|||
12617|27349|13|||
12618|27352|105|||
12619|27369|106|||
12620|27375|13|||
12621|27383|13|||
12622|27385|13|||
12623|27401|13|||
12624|27402|13|||
12625|27408|10|||
12626|27409|14|||
12627|27416|13|||
12628|27417|10|||
12629|27424|13|||
12630|27425|105|||
12631|27433|13|||
12632|27447|105|||
12633|27451|13|||
12634|27458|10|||
12635|27461|13|||
12636|27473|13|||
12637|27474|13|||
12638|27475|13|||
12639|27476|13|||
12640|27497|13|||
12641|27498|105|||
12642|27502|10|||
12643|27513|10|||
12644|27514|13|||
12645|27515|13|||
12646|27523|13|||
12647|27524|103|||
12648|27526|13|||
12649|27537|13|||
12650|27542|13|||
12651|27543|13|||
12652|27544|13|||
12653|27545|13|||
12654|27551|13|||
12655|27553|10|||
12656|27554|105|||
12657|27560|13|||
12658|27562|105|||
12659|27570|13|||
12660|27571|13|||
12661|27579|13|||
12662|27581|13|||
12663|27582|13|||
12664|27585|14|||
12665|27593|105|||
12666|27606|13|||
12667|27607|13|||
12668|27608|13|||
12669|27609|13|||
12670|27614|10|||
12671|27622|13|||
12672|27627|13|||
12673|27628|13|||
12674|27630|105|||
12675|27631|10|||
12676|27640|13|||
12677|27641|13|||
12678|27649|105|||
12679|27651|105|||
12680|27652|105|||
12681|27657|13|||
12682|27667|105|||
12683|27695|10|||
12684|27704|10|||
12685|27705|13|||
12686|27706|10|||
12687|27707|13|||
12688|27712|10|||
12689|27713|13|||
12690|27714|13|||
12691|27715|13|||
12692|27720|13|||
12693|27721|10|||
12694|27722|13|||
12695|27723|13|||
12696|27733|10|||
12697|27735|10|||
12698|27736|13|||
12699|27737|10|||
12700|27761|10|||
12701|27783|13|||
12702|27784|13|||
12703|27785|13|||
12704|27786|10|||
12705|27793|13|||
12706|27795|10|||
12707|27796|10|||
12708|27799|105|||
12709|27801|105|||
12710|27813|13|||
12711|27820|13|||
12712|27838|105|||
12713|27855|10|||
12714|27865|13|||
12715|27869|13|||
12716|27883|13|||
12717|27884|13|||
12718|27890|105|||
12719|27891|13|||
12720|27892|13|||
12721|27907|13|||
12722|27909|13|||
12723|27912|10|||
12724|27925|13|||
12725|27935|13|||
12726|27936|13|||
12727|27937|13|||
12728|27940|13|||
12729|27941|13|||
12730|27943|13|||
12731|27948|13|||
12732|52267|106|||
12733|52270|106|||
12734|52291|106|||
12735|52292|14|||
12736|52293|105|||
12737|52310|106|||
12738|52335|106|||
12739|52382|12|||
12740|52383|106|||
12741|52416|106|||
12742|52458|106|||
12743|52468|106|||
12744|52497|106|||
12745|52498|106|||
12746|52538|106|||
12747|52542|106|||
12748|52543|106|||
12749|52544|106|||
12750|52545|106|||
12751|52547|104|||
12752|52570|105|||
12753|52643|106|||
12754|52671|105|||
12755|52676|12|||
12756|52688|13|||
12757|52729|106|||
12758|52763|106|||
12759|52764|106|||
12760|52815|106|||
12761|52829|12|||
12762|52855|106|||
12763|52856|106|||
12764|52858|106|||
12765|52868|106|||
12766|52878|106|||
12767|52885|105|||
12768|52915|13|||
12769|52916|106|||
12770|52952|106|||
12771|53011|106|||
12772|53012|106|||
12773|53034|106|||
12774|53037|105|||
12775|53069|106|||
12776|53088|106|||
12777|53095|106|||
12778|53109|106|||
12779|53110|106|||
12780|53213|106|||
12781|53214|105|||
12782|53220|106|||
12783|53247|106|||
12784|53400|106|||
12785|53401|106|||
12786|53405|13|||
12787|53406|105|||
12788|53416|106|||
12789|53425|12|||
12790|53453|106|||
12791|53455|106|||
12792|53459|106|||
12793|53492|106|||
12794|53493|106|||
12795|53500|105|||
12796|53517|106|||
12797|53527|106|||
12798|53547|106|||
12799|53548|106|||
12800|53562|105|||
12801|53563|106|||
12802|53593|106|||
12803|53651|106|||
12804|53652|106|||
12805|53670|106|||
12806|53683|106|||
12807|53688|105|||
12808|53689|106|||
12809|53707|106|||
12810|53718|13|||
12811|53719|13|||
12812|53729|106|||
12813|53737|106|||
12814|53738|106|||
12815|53784|106|||
12816|53785|106|||
12817|53790|106|||
12818|53795|105|||
12819|53796|106|||
12820|53802|12|||
12821|53803|13|||
12822|53871|13|||
12823|53872|105|||
12824|53892|106|||
12825|53893|106|||
12826|53917|12|||
12827|53924|106|||
12828|53949|106|||
12829|53951|106|||
12830|53963|106|||
12831|53975|106|||
12832|53976|106|||
12833|53977|106|||
12834|53982|106|||
12835|53984|106|||
12836|54037|12|||
12837|54058|105|||
12838|54081|105|||
12839|54093|13|||
12840|54096|106|||
12841|54105|106|||
12842|54107|106|||
12843|54108|106|||
12844|54129|106|||
12845|54140|106|||
12846|54145|106|||
12847|54165|106|||
12848|54169|106|||
12849|54170|106|||
12850|54188|106|||
12851|54245|106|||
12852|54262|105|||
12853|54271|103|||
12854|54318|106|||
12855|54334|106|||
12856|54343|105|||
12857|54365|13|||
12858|54369|13|||
12859|54376|12|||
12860|54377|106|||
12861|54378|12|||
12862|54380|13|||
12863|54385|13|||
12864|54395|106|||
12865|24820|12|||
12866|24822|106|||
12867|24826|106|||
12868|24836|106|||
12869|24841|106|||
12870|24843|12|||
12871|24844|106|||
12872|24850|12|||
12873|24853|106|||
12874|24858|106|||
12875|24859|106|||
12876|24860|13|||
12877|24861|106|||
12878|24867|106|||
12879|24876|13|||
12880|24881|13|||
12881|24891|106|||
12882|24896|14|||
12883|24906|13|||
12884|24907|105|||
12885|24912|105|||
12886|24923|13|||
12887|24925|105|||
12888|24949|10|||
12889|24978|10|||
12890|24990|10|||
12891|24993|10|||
12892|25003|105|||
12893|25016|105|||
12894|25021|105|||
12895|25030|105|||
12896|25039|106|||
12897|25040|105|||
12898|25070|13|||
12899|25080|10|||
12900|25081|14|||
12901|25082|14|||
12902|25083|10|||
12903|25101|10|||
12904|25183|10|||
12905|25209|105|||
12906|25210|105|||
12907|25216|105|||
12908|25245|105|||
12909|25287|105|||
12910|25304|105|||
12911|25305|105|||
12912|25351|10|||
12913|25354|10|||
12914|25384|10|||
12915|25401|13|||
12916|25406|13|||
12917|25418|13|||
12918|25440|14|||
12919|25441|13|||
12920|25444|105|||
12921|51816|106|||
12922|27161|10|||
12923|27171|10|||
12924|27174|10|||
12925|27179|13|||
12926|27190|13|||
12927|27198|13|||
12928|27204|13|||
12929|27206|13|||
12930|27208|13|||
12931|27213|10|||
12932|27215|13|||
12933|27218|10|||
12934|27224|13|||
12935|27227|10|||
12936|27238|13|||
12937|27241|13|||
12938|27247|10|||
12939|27262|10|||
12940|27266|10|||
12941|27285|13|||
12942|27287|13|||
12943|27289|13|||
12944|27294|13|||
12945|27297|13|||
12946|27307|10|||
12947|27309|10|||
12948|27317|13|||
12949|27319|13|||
12950|27324|10|||
12951|27329|10|||
12952|27338|105|||
12953|27340|10|||
12954|27345|105|||
12955|27350|105|||
12956|27353|105|||
12957|27372|103|||
12958|27376|13|||
12959|27386|13|||
12960|27387|13|||
12961|27389|13|||
12962|27397|10|||
12963|27403|13|||
12964|27404|13|||
12965|27410|10|||
12966|27413|10|||
12967|27414|10|||
12968|27439|13|||
12969|27450|10|||
12970|27456|13|||
12971|27469|13|||
12972|27471|13|||
12973|27477|13|||
12974|27479|13|||
12975|27484|105|||
12976|27486|10|||
12977|27491|13|||
12978|27494|13|||
12979|27496|13|||
12980|27501|10|||
12981|27510|13|||
12982|27512|10|||
12983|27517|13|||
12984|27518|13|||
12985|27519|13|||
12986|27525|13|||
12987|27531|13|||
12988|27532|13|||
12989|27536|13|||
12990|27539|13|||
12991|27541|13|||
12992|27546|10|||
12993|27548|13|||
12994|27550|13|||
12995|27555|10|||
12996|27557|10|||
12997|27559|13|||
12998|27565|13|||
12999|27578|13|||
13000|27580|13|||
13001|27584|13|||
13002|27586|13|||
13003|27591|13|||
13004|27594|10|||
13005|27596|10|||
13006|27597|10|||
13007|27610|13|||
13008|27611|13|||
13009|27613|10|||
13010|27616|13|||
13011|27621|10|||
13012|27623|13|||
13013|27626|10|||
13014|27633|13|||
13015|27635|13|||
13016|27637|13|||
13017|27638|13|||
13018|27644|10|||
13019|27648|10|||
13020|27653|13|||
13021|27655|13|||
13022|27658|10|||
13023|27665|13|||
13024|27692|105|||
13025|27694|105|||
13026|27697|13|||
13027|27708|13|||
13028|27710|13|||
13029|27717|10|||
13030|27719|13|||
13031|27724|13|||
13032|27726|13|||
13033|27732|13|||
13034|27734|10|||
13035|27738|13|||
13036|27740|13|||
13037|27747|10|||
13038|27749|10|||
13039|27759|13|||
13040|27765|10|||
13041|27766|10|||
13042|27773|105|||
13043|27775|10|||
13044|27777|13|||
13045|27779|13|||
13046|27781|13|||
13047|27788|13|||
13048|27792|105|||
13049|27800|105|||
13050|27807|105|||
13051|27812|105|||
13052|27814|13|||
13053|27817|10|||
13054|27818|10|||
13055|27824|105|||
13056|27826|105|||
13057|27837|13|||
13058|27840|105|||
13059|27850|10|||
13060|27854|13|||
13061|27856|13|||
13062|27863|13|||
13063|27866|10|||
13064|27868|10|||
13065|27877|13|||
13066|27882|13|||
13067|27886|10|||
13068|27887|13|||
13069|27889|13|||
13070|27903|13|||
13071|27905|13|||
13072|27908|13|||
13073|27911|13|||
13074|27915|10|||
13075|27918|105|||
13076|27919|13|||
13077|27926|13|||
13078|27931|13|||
13079|27933|13|||
13080|27942|13|||
13081|27945|13|||
13082|27947|13|||
13083|52261|106|||
13084|52276|106|||
13085|52278|106|||
13086|52295|106|||
13087|52301|105|||
13088|52309|106|||
13089|52334|106|||
13090|52360|106|||
13091|52361|106|||
13092|52422|106|||
13093|52428|106|||
13094|52430|106|||
13095|52495|12|||
13096|52500|106|||
13097|52526|106|||
13098|52536|106|||
13099|52546|106|||
13100|52553|106|||
13101|52560|106|||
13102|52566|106|||
13103|52592|106|||
13104|52601|106|||
13105|52605|106|||
13106|52607|106|||
13107|52627|106|||
13108|52632|106|||
13109|52641|106|||
13110|52644|106|||
13111|52660|12|||
13112|52670|106|||
13113|52683|106|||
13114|52717|13|||
13115|52821|106|||
13116|52827|106|||
13117|52830|12|||
13118|52832|106|||
13119|52850|12|||
13120|52852|106|||
13121|52886|105|||
13123|52910|105|||
13124|52924|106|||
13125|52964|101|||
13126|52974|13|||
13127|53014|106|||
13128|53021|106|||
13129|53035|106|||
13130|53036|106|||
13131|53038|105|||
13132|53040|106|||
13133|53049|1|||
13134|53053|12|||
13135|53066|106|||
13136|53068|106|||
13137|53070|106|||
13138|53082|12|||
13139|53097|106|||
13140|53159|106|||
13141|53229|103|||
13142|53232|13|||
13143|53248|106|||
13144|53250|13|||
13145|53270|105|||
13146|53294|105|||
13147|53345|105|||
13148|53349|105|||
13149|53382|106|||
13150|53390|106|||
13151|53397|105|||
13152|53399|105|||
13153|53418|106|||
13154|53430|105|||
13155|53434|12|||
13156|53446|106|||
13157|53452|106|||
13158|53454|106|||
13159|53463|105|||
13160|53494|106|||
13161|53497|106|||
13162|53503|105|||
13163|53508|105|||
13164|53541|106|||
13165|53555|105|||
13166|53557|105|||
13167|53564|106|||
13168|53574|13|||
13169|53594|103|||
13170|53627|12|||
13171|53647|106|||
13172|53655|101|||
13173|53668|12|||
13174|53682|106|||
13175|53684|106|||
13176|53704|12|||
13177|53706|106|||
13178|53721|106|||
13179|53730|106|||
13180|53732|106|||
13181|53747|106|||
13182|53750|106|||
13183|53767|103|||
13184|53789|105|||
13185|53816|13|||
13186|53820|105|||
13187|53920|106|||
13188|53934|106|||
13189|53958|106|||
13190|53974|106|||
13191|53979|106|||
13192|54079|105|||
13193|54080|14|||
13194|54097|103|||
13195|54106|13|||
13196|54112|106|||
13197|54126|106|||
13198|54133|106|||
13199|54141|106|||
13200|54151|105|||
13201|54156|106|||
13202|54162|13|||
13203|54171|106|||
13204|54173|105|||
13205|54174|106|||
13206|54185|106|||
13207|54187|106|||
13208|54247|106|||
13209|54275|105|||
13210|54305|106|||
13211|22577|13|||
13212|22586|13|||
13213|22590|106|||
13214|22599|105|||
13215|24823|106|||
13216|24825|106|||
13217|24832|106|||
13218|24835|106|||
13219|24837|106|||
13220|24845|106|||
13221|24847|12|||
13222|24849|12|||
13223|24854|106|||
13224|24857|106|||
13225|24862|105|||
13226|24866|12|||
13227|24872|13|||
13228|24885|13|||
13229|24893|106|||
13230|24894|106|||
13231|24901|13|||
13232|24910|13|||
13233|24919|104|||
13234|24926|105|||
13235|24929|105|||
13236|24942|13|||
13237|24988|10|||
13238|24991|10|||
13239|25001|13|||
13240|25008|105|||
13241|25010|106|||
13242|25020|105|||
13243|25026|105|||
13244|25031|105|||
13245|25032|13|||
13246|25034|14|||
13247|25044|105|||
13248|25087|10|||
13249|25089|10|||
13250|25090|10|||
13251|25102|10|||
13252|25168|10|||
13253|25185|105|||
13254|25186|13|||
13255|25269|105|||
13256|25274|105|||
13257|25288|105|||
13258|25292|14|||
13259|25298|13|||
13260|25303|105|||
13261|31643|105|||
13262|31654|105|||
13263|31667|106|||
13264|31691|13|||
13265|31697|13|||
13266|31702|13|||
13267|31726|105|||
13268|31734|13|||
13269|31767|105|||
13270|31771|13|||
13271|31793|106|||
13272|31834|13|||
13273|31847|106|||
13274|31873|13|||
13275|31877|105|||
13276|32002|106|||
13277|32042|13|||
13278|32047|105|||
13279|32090|13|||
13280|32135|105|||
13281|32137|14|||
13282|32139|105|||
13283|32141|14|||
13284|32145|13|||
13285|32153|105|||
13286|32174|13|||
13287|32182|105|||
13288|32217|13|||
13289|32238|13|||
13290|32257|105|||
13291|32262|106|||
13292|32268|105|||
13293|32282|13|||
13294|32287|12|||
13295|32296|106|||
13296|32305|13|||
13297|32310|105|||
13298|32328|13|||
13299|32347|13|||
13300|32352|13|||
13301|32354|13|||
13302|32357|13|||
13303|32364|13|||
13304|32374|13|||
13305|32376|13|||
13306|32388|13|||
13307|32390|13|||
13308|32398|13|||
13309|32407|13|||
13310|32423|105|||
13311|32446|10|||
13312|32448|10|||
13313|32451|10|||
13314|32452|10|||
13315|32458|13|||
13316|32465|13|||
13317|32485|10|||
13318|32497|105|||
13319|32507|13|||
13320|32534|105|||
13321|32564|13|||
13322|32568|13|||
13323|32581|13|||
13324|32599|13|||
13325|32604|13|||
13326|32605|13|||
13327|32607|13|||
13328|32612|13|||
13329|32614|13|||
13330|32616|13|||
13331|32620|13|||
13332|32625|13|||
13333|32627|13|||
13334|32631|106|||
13335|32634|13|||
13336|32635|13|||
13337|32644|12|||
13338|32653|13|||
13339|32655|10|||
13340|32659|13|||
13341|32662|10|||
13342|32669|13|||
13343|32671|10|||
13344|32694|10|||
13345|32702|13|||
13346|32715|13|||
13347|32721|13|||
13348|32728|13|||
13349|32732|13|||
13350|32735|105|||
13351|32739|13|||
13352|32740|13|||
13353|32743|105|||
13354|32775|106|||
13355|32779|13|||
13356|32788|13|||
13357|32826|13|||
13358|32832|105|||
13359|32850|13|||
13360|32861|105|||
13361|32862|13|||
13362|32879|13|||
13363|32888|13|||
13364|32890|13|||
13365|32907|13|||
13366|32920|13|||
13367|32924|13|||
13368|32926|13|||
13369|32936|13|||
13370|32950|13|||
13371|32957|13|||
13372|32972|13|||
13373|32993|13|||
13374|33000|105|||
13375|33004|106|||
13376|33031|13|||
13377|33086|13|||
13378|33130|13|||
13379|33173|106|||
13380|33196|12|||
13381|33215|105|||
13382|33244|105|||
13383|33254|13|||
13384|33262|10|||
13385|33267|13|||
13386|33274|105|||
13387|33291|13|||
13388|33293|13|||
13389|33315|12|||
13390|33328|103|||
13391|33341|106|||
13392|33361|13|||
13393|33370|103|||
13394|33378|10|||
13395|33381|105|||
13396|33385|13|||
13397|33386|13|||
13398|33394|13|||
13399|33442|105|||
13400|33542|12|||
13401|33560|106|||
13402|33592|12|||
13403|33607|14|||
13404|33613|10|||
13405|33617|105|||
13406|33621|105|||
13407|33636|105|||
13408|33668|13|||
13409|33691|105|||
13410|33693|105|||
13411|33699|105|||
13412|33701|105|||
13413|33757|13|||
13414|33764|106|||
13415|33768|105|||
13416|33783|13|||
13417|33797|12|||
13418|33997|14|||
13419|34084|13|||
13420|34086|105|||
13421|34088|106|||
13422|28593|13|||
13423|28603|10|||
13424|28608|13|||
13425|28610|13|||
13426|28613|13|||
13427|28615|13|||
13428|28620|13|||
13429|28624|13|||
13430|28626|13|||
13431|28639|10|||
13432|28641|13|||
13433|28649|13|||
13434|28665|105|||
13435|28669|13|||
13436|28675|10|||
13437|34891|13|||
13438|35143|105|||2016-09-06
13439|35259|106|||
13440|35318|105|||
13441|35331|105|||
13442|35332|105|||
13443|35334|105|||
13444|35378|13|||
13445|35391|105|||
13446|35465|105|||
13447|35509|13|||
13448|35545|103|||
13449|35919|105|||
13450|35974|106|||
13451|35976|106|||
13452|35990|106|||
13453|36003|106|||
13454|36005|106|||
13455|36010|106|||
13456|36021|106|||
13457|36034|105|||
13458|36066|14|||
13459|36080|14|||
13460|36102|13|||
13461|36137|106|||
13462|36156|13|||
13463|36157|13|||
13464|36159|13|||
13465|36163|13|||
13466|36167|13|||
13467|36176|13|||
13468|36194|13|||
13469|36199|13|||
13470|36203|14|||
13471|36209|13|||
13472|36232|13|||
13473|36236|13|||
13474|36242|13|||
13475|36253|13|||
13476|36268|106|||
13477|36269|106|||
13478|36296|14|||
13479|36307|14|||
13480|36314|14|||
13481|36316|14|||
13482|36324|14|||
13483|36399|14|||
13484|36463|13|||
13485|36612|106|||
13486|36620|106|||
13487|36626|106|||
13488|36642|106|||
13489|36678|14|||
13490|36694|105|||
13491|36808|13|||
13492|36848|105|||
13493|36849|12|||
13494|36885|12|||
13495|36899|105|||
13496|36904|13|||
13497|36908|13|||
13498|36911|13|||
13499|36947|13|||
13500|36960|105|||
13501|36985|105|||
13502|37010|13|||
13503|37036|13|||
13504|37042|13|||
13505|37044|105|||
13506|37051|13|||
13507|37052|13|||
13508|37061|13|||
13509|37064|13|||
13510|37081|105|||
13511|37085|105|||
13512|37096|13|||
13513|37098|105|||
13514|37102|105|||
13515|37110|14|||
13516|37137|12|||
13517|37169|13|||
13518|37184|13|||
13519|37199|13|||
13520|37202|106|||
13521|37222|13|||
13522|37261|105|||
13523|37275|106|||
13524|37328|105|||
13525|37367|105|||
13526|37389|105|||
13527|37391|105|||
13528|37396|105|||
13529|37398|105|||
13530|37413|105|||
13531|37415|105|||
13532|37507|13|||
13533|37561|14|||
13534|37579|14|||
13535|37580|14|||
13536|37598|106|||
13537|37611|105|||
13538|37679|105|||
13539|37879|13|||
13540|37922|105|||
13541|37961|12|||
13542|37966|13|||
13543|37972|13|||
13544|37997|105|||
13545|38112|105|||
13546|38530|13|||
13547|38545|13|||
13548|38764|13|||
13549|38766|13|||
13550|38769|13|||
13551|38771|13|||
13552|38776|105|||
13553|38777|13|||
13554|38792|105|||
13555|38798|12|||
13556|38803|13|||
13557|38812|13|||
13558|38832|105|||
13559|38844|105|||
13560|38911|14|||
13561|38924|13|||
13562|38926|105|||
13563|38946|105|||
13564|38955|13|||
13565|38965|105|||
13566|38967|105|||
13567|38969|13|||
13568|38973|13|||
13569|38989|13|||
13570|38990|105|||
13571|38997|105|||
13572|39000|106|||
13573|39008|105|||
13574|39022|105|||
13575|39027|105|||
13576|39034|106|||
13577|39042|106|||
13578|39128|14|||
13579|39131|14|||
13580|39135|105|||
13581|39143|105|||
13582|39155|105|||
13583|39161|105|||
13584|39189|13|||
13585|39220|13|||
13586|39440|105|||
13587|39538|13|||
13588|39560|13|||
13589|39693|14|||
13590|39725|13|||
13591|39769|14|||
13592|40144|105|||
13593|40152|14|||
13594|40158|14|||
13595|40167|14|||
13596|40168|14|||
13597|40368|13|||
13598|40557|105|||
13599|40559|105|||
13600|40564|105|||
13601|25308|10|||
13602|25340|14|||
