StateWellId|SealMethodId|SealMethodOtherDesc|CreatedDate|LastUpdateDate
83503|1|POUR|2018-04-17|2018-04-17
83507|13||2018-04-17|2018-04-17
83529|2|Cement|2017-04-03|2017-04-03
83607|1|MIXED|2018-04-17|2018-04-17
83738|1|POUR|2018-04-17|2018-04-17
83967|2||2017-03-30|2017-03-30
84242|1|Haliburton|2017-01-12|2017-01-12
84270|13||2018-04-17|2018-04-17
84534|1|Grout|2018-04-17|2018-04-17
84539|1|Grout|2018-04-17|2018-04-17
85857|1|Halliburton method|2018-04-17|2018-04-17
85899|1|Grout|2018-04-17|2018-04-17
85967|15||2018-04-17|2018-04-17
85968|15||2018-04-17|2018-04-17
86182|1|Grout|2018-04-17|2018-04-17
86456|12|cement 0-10'|2016-08-02|2016-08-02
86519|1|Pressure Grouting|2018-04-17|2018-04-17
86546|1|tremmie tube|2018-04-17|2018-04-17
86628|11||2018-04-17|2018-04-17
86666|2|Driller|2017-03-30|2017-03-30
86719|13||2018-04-17|2018-04-17
86731|15||2019-03-05|2019-03-05
86772|14||2019-03-05|2019-03-05
86773|13||2018-04-17|2018-04-17
86783|1|Pressure grout|2018-04-17|2018-04-17
86800|17|Driller|2017-03-29|2017-03-29
86843|1|Tremie pipe|2018-04-17|2018-04-17
86857|1|Grout|2018-04-17|2018-04-17
86882|1|pressure pump|2018-04-17|2018-04-17
86902|1|Pressure Grouting|2018-04-17|2018-04-17
86904|13||2019-03-06|2019-03-06
86910|13|Driller|2017-03-29|2017-03-29
86916|1|Tremmie pipe|2018-04-17|2018-04-17
86958|15||2016-07-28|2016-07-28
86959|15||2018-04-17|2018-04-17
86979|15||2019-03-06|2019-03-06
86980|15||2019-03-06|2019-03-06
86982|14||2019-03-06|2019-03-06
86987|2||2019-03-05|2019-03-05
86989|15||2018-04-17|2018-04-17
87043|15||2019-03-05|2019-03-05
87075|17||2018-04-17|2018-04-17
87076|1|external positive pressure|2018-04-17|2018-04-17
87098|2||2019-03-05|2019-03-05
87105|1|Pressure Grouting|2018-04-17|2018-04-17
87106|1|Pressure Grouting|2018-04-17|2018-04-17
87123|1|Tremmie|2018-04-17|2018-04-17
87124|1|Tremmie|2018-04-17|2018-04-17
87135|1|Pressure pumped|2018-04-17|2018-04-17
87380|1|poured slurry|2018-04-17|2018-04-17
87395|12||2018-04-17|2018-04-17
87401|12||2018-04-17|2018-04-17
87402|12||2018-04-17|2018-04-17
87404|1|Pressure Trimmie|2018-04-17|2018-04-17
87538|1|Pressure Tremmie|2018-04-17|2018-04-17
87555|1|Grout|2018-04-06|2018-04-06
87568|1|Pressure cemented|2018-04-17|2018-04-17
87595|1|poured slurry|2018-04-17|2018-04-17
87681|1|Poured Slurry|2018-04-17|2018-04-17
87682|12||2018-04-17|2018-04-17
87683|1|Poured Slurry|2018-04-17|2018-04-17
87688|2||2018-04-17|2018-04-17
87689|1|Pressure Tremmie|2018-04-17|2018-04-17
87716|12||2018-04-17|2018-04-17
87764|15||2018-04-17|2018-04-17
87778|12||2018-04-17|2018-04-17
87805|12||2018-04-17|2018-04-17
87832|12||2018-04-17|2018-04-17
87835|1|Grout|2018-04-17|2018-04-17
87836|1|Poured Slurry|2018-04-17|2018-04-17
87837|1|Grout|2018-04-17|2018-04-17
87839|1|Poured Slurry|2018-04-17|2018-04-17
87855|15||2018-04-05|2018-04-05
87857|17||2018-04-05|2018-04-05
87860|12||2018-04-17|2018-04-17
87877|1|Pressure Cemented|2018-04-17|2018-04-17
87878|12||2018-04-17|2018-04-17
87879|2||2018-04-17|2018-04-17
87883|17||2017-02-22|2017-02-22
87889|2||2018-04-17|2018-04-17
87890|2||2018-04-17|2018-04-17
87892|17||2017-02-22|2017-02-22
87896|12||2016-07-28|2016-07-28
87898|1|Pressure Tremmie|2018-04-17|2018-04-17
87951|1|Pressure Tremmie|2018-04-17|2018-04-17
87952|1|Pressure Tremmie|2018-04-17|2018-04-17
87953|12||2018-04-17|2018-04-17
87955|1|Pressure Tremmie|2018-04-17|2018-04-17
87956|1|Triemie|2018-04-17|2018-04-17
87957|1|Triemie|2018-04-17|2018-04-17
87976|12||2018-04-17|2018-04-17
87978|1|Pressure tremie|2018-04-17|2018-04-17
87979|12||2018-04-17|2018-04-17
87984|1|Pressure Tremmie|2018-04-17|2018-04-17
87987|12||2018-04-17|2018-04-17
88022|1|Grout|2018-04-17|2018-04-17
88088|2||2018-04-11|2018-04-11
88133|18||2018-04-17|2018-04-17
88169|1|Grout|2018-04-17|2018-04-17
88181|13||2019-03-05|2019-03-05
88182|1|Grout|2018-04-17|2018-04-17
88211|1|GRAVITY CEMENTED|2018-04-17|2018-04-17
88285|12||2018-04-17|2018-04-17
88314|1|Pressure Cemented via Tremie|2018-04-17|2018-04-17
88319|15||2018-04-17|2018-04-17
88329|1|Tremmie pipe|2018-04-17|2018-04-17
88330|1|Tremmie pipe|2018-04-17|2018-04-17
88359|12||2018-04-17|2018-04-17
88369|2||2017-04-10|2017-04-10
88453|1|Pressure Cementing|2018-04-17|2018-04-17
88456|12|Driller|2017-04-03|2017-04-03
88457|1|Grout|2018-04-17|2018-04-17
88461|1|grout|2018-04-17|2018-04-17
88507|1|Grout|2018-04-17|2018-04-17
88542|1|GRAVITY CEMENTED|2018-04-17|2018-04-17
88580|1|Grout|2018-04-17|2018-04-17
88649|1|GRAVITY CEMENTED|2018-04-17|2018-04-17
88732|12||2018-04-17|2018-04-17
88733|1|GRAVITY CEMENTED|2018-04-17|2018-04-17
88734|1|GRAVITY CEMENTED|2018-04-17|2018-04-17
88753|12||2018-04-17|2018-04-17
88754|1|gravity cemented|2018-04-17|2018-04-17
88765|1|gravity grouted|2018-04-17|2018-04-17
88788|1|gravity cemented|2018-04-17|2018-04-17
88789|1|gravity cemented|2018-04-17|2018-04-17
88816|1|gravity cemented|2018-04-17|2018-04-17
88819|1|tremmi pipe pressure cementing|2018-04-17|2018-04-17
88852|1|gravity cemented|2018-04-17|2018-04-17
88897|13||2017-12-15|2017-12-15
88904|12|Driller|2017-03-30|2017-03-30
88913|17|Driller|2017-04-10|2017-04-10
88918|13||2019-03-05|2019-03-05
88930|1|PRESSURE TRIMMIE CEMENT|2018-04-17|2018-04-17
88942|1|positive displaced by pressure|2018-04-17|2018-04-17
88943|1|Pressure Tremmie|2018-04-17|2018-04-17
88944|1|PRESSURE TRIMMY|2018-04-17|2018-04-17
88945|12|Driller|2017-04-10|2017-04-10
88971|1|Pos. Displacement|2018-04-17|2018-04-17
88982|1|Pressure Grout|2018-04-17|2018-04-17
88993|2||2018-04-17|2018-04-17
88994|2||2018-04-17|2018-04-17
89025|1|Grout|2018-04-17|2018-04-17
89053|2|Driller|2017-04-03|2017-04-03
89089|1|GRAVITY CEMENTED|2018-04-17|2018-04-17
89261|1|gravity cement|2018-04-17|2018-04-17
89280|14||2019-03-05|2019-03-05
89337|1|gravity cemented|2018-04-17|2018-04-17
89433|1|SLURRIED & POURED|2018-04-17|2018-04-17
89434|1|SLURRIED & POURED|2018-04-17|2018-04-17
89474|1|pressure pumped / tremmie|2018-04-17|2018-04-17
89480|2|Cement|2017-03-30|2017-03-30
89486|1|gravity cemented|2018-04-17|2018-04-17
89527|1|Pressure Tremmie|2018-04-17|2018-04-17
89529|12||2018-04-17|2018-04-17
89532|15||2018-04-17|2018-04-17
89548|15||2018-04-17|2018-04-17
89628|1|Pressure Grout|2018-04-17|2018-04-17
89654|1|Pressure grout|2018-04-17|2018-04-17
89655|1|Pressure grout|2018-04-17|2018-04-17
89658|1|PRESSURE TRIMMY CEMENTING|2018-04-17|2018-04-17
89659|1|Slurry and poured|2018-04-17|2018-04-17
89661|2|Driller|2017-04-10|2017-04-10
89663|15|Halliburton|2017-03-30|2017-03-30
89697|15||2018-04-17|2018-04-17
89706|2||2019-03-05|2019-03-05
89717|15||2019-03-05|2019-03-05
89816|13|Driller|2017-03-30|2017-03-30
89833|1|Gravity cemented|2018-10-17|2018-10-17
89839|15||2019-03-05|2019-03-05
89887|15||2018-04-17|2018-04-17
89994|1|Slurry and poured|2018-04-17|2018-04-17
89999|1|SLURRIED & POURED|2018-04-17|2018-04-17
90001|10||2018-04-17|2018-04-17
90007|16||2018-04-17|2018-04-17
90010|11||2018-04-17|2018-04-17
90013|12||2018-04-17|2018-04-17
90014|1|Pos. Displacement|2018-04-17|2018-04-17
90022|13||2018-04-17|2018-04-17
90034|1|pressure grout|2018-04-17|2018-04-17
90035|10||2018-04-17|2018-04-17
90052|1|SLURRIED & POURED|2018-04-17|2018-04-17
90053|2||2018-04-17|2018-04-17
90057|1|Pressure Grout|2018-04-17|2018-04-17
90058|1|Pressure Grout|2018-04-17|2018-04-17
90059|1|Pressure Grout|2018-04-17|2018-04-17
90060|1|Pressure tremmie|2018-04-17|2018-04-17
90061|1|Pressure trimmy|2018-04-17|2018-04-17
90064|2||2018-04-17|2018-04-17
90065|10||2018-04-17|2018-04-17
90071|1|hand poured|2018-04-17|2018-04-17
90074|1|Pos. Displacement|2018-04-17|2018-04-17
90080|2|Cement|2017-04-10|2017-04-10
90092|10||2018-04-17|2018-04-17
90102|10||2018-04-17|2018-04-17
90103|10||2018-04-17|2018-04-17
90105|1|Pressure Grout|2018-04-17|2018-04-17
90106|1|Pressure Grout|2018-04-17|2018-04-17
90107|12||2018-04-17|2018-04-17
90109|11||2017-01-11|2017-01-11
90113|10||2017-01-11|2017-01-11
90114|10||2017-01-11|2017-01-11
90115|12||2017-01-11|2017-01-11
90116|1|Tremmie Tube / PDE|2017-01-11|2017-01-11
90119|12||2018-04-17|2018-04-17
90142|1|Gravity Feed|2018-04-17|2018-04-17
90178|1|Trimmie Pipe|2018-04-17|2018-04-17
90192|13||2018-04-17|2018-04-17
90197|1|Tremmie Pipe|2018-04-17|2018-04-17
90242|1|cement basket|2020-02-10|2020-02-10
90269|1|Gravity Feed|2018-04-17|2018-04-17
90270|1|Gravity Feed|2018-04-17|2018-04-17
90277|2||2017-04-11|2017-04-11
90286|15||2018-04-17|2018-04-17
90287|17||2018-04-17|2018-04-17
90296|1|Poured Slurry|2018-04-17|2018-04-17
90299|1|Poured Slurry|2018-04-17|2018-04-17
90316|18||2018-04-17|2018-04-17
90326|1|Gravity Feed|2018-04-17|2018-04-17
90351|13|Driller|2017-04-11|2017-04-11
90375|17||2018-04-17|2018-04-17
90376|17||2018-04-17|2018-04-17
90380|2|Driller|2017-04-11|2017-04-11
90426|13|Driller|2017-04-11|2017-04-11
90445|2||2017-04-11|2017-04-11
90501|2|Driller|2017-04-03|2017-04-03
90572|10|Driller|2017-04-11|2017-04-11
90636|2|Driller|2017-04-11|2017-04-11
90639|2|Driller|2017-04-11|2017-04-11
90647|2|Driller|2017-04-11|2017-04-11
90717|15||2018-04-17|2018-04-17
90718|1|Grout|2018-04-17|2018-04-17
90860|14|Driller|2017-04-11|2017-04-11
91056|2|Driller|2017-04-11|2017-04-11
91058|2||2017-04-11|2017-04-11
91072|2|Driller|2017-03-29|2017-03-29
91087|2||2017-04-11|2017-04-11
91091|17|Halliburton|2017-03-24|2017-03-24
91164|2|Driller|2017-04-10|2017-04-10
91295|2||2017-04-10|2017-04-10
91399|17||2018-04-17|2018-04-17
91485|14|Driller|2017-04-10|2017-04-10
91570|15||2018-04-17|2018-04-17
91572|15||2018-04-17|2018-04-17
91584|15||2018-04-17|2018-04-17
91585|15||2018-04-17|2018-04-17
91586|15||2018-04-17|2018-04-17
91587|15||2018-04-17|2018-04-17
91611|1|Handmixed|2018-04-17|2018-04-17
91633|15||2018-04-17|2018-04-17
91634|1|Grout|2018-04-17|2018-04-17
91635|1|Grout|2018-04-17|2018-04-17
91636|15||2018-04-17|2018-04-17
91637|15||2018-04-17|2018-04-17
91656|2||2019-03-07|2019-03-07
91719|1|Pos. Displacement|2018-04-17|2018-04-17
91736|13||2018-04-17|2018-04-17
91774|1|Positive Displacement|2018-04-17|2018-04-17
91804|2|Driller|2017-04-10|2017-04-10
91840|14||2018-04-17|2018-04-17
91900|2||2017-04-10|2017-04-10
91907|14||2018-04-17|2018-04-17
91908|14||2018-04-17|2018-04-17
91909|1|Trimmie pipe - Slurry and poured|2018-04-17|2018-04-17
91911|1|Pos. Displacement|2018-04-17|2018-04-17
91988|15|Driller|2017-04-10|2017-04-10
92017|1|Pumped with tremmie line|2018-04-17|2018-04-17
92018|15||2018-04-17|2018-04-17
92019|15||2018-04-17|2018-04-17
92025|15||2018-04-17|2018-04-17
92026|1|Grout|2018-04-17|2018-04-17
92029|15||2018-04-17|2018-04-17
92130|1|Internal Pressure Tremmie|2018-04-17|2018-04-17
92141|16||2019-04-03|2019-04-03
92144|17||2018-04-17|2018-04-17
92178|2||2017-02-22|2017-02-22
92209|1|Halliburton Method|2018-04-17|2018-04-17
92347|1|Tremie Tube|2018-04-17|2018-04-17
92361|1|Pressure Trimmy Cementing|2018-04-17|2018-04-17
92362|1|PRESSURE TRIMMY CEMENT|2018-04-17|2018-04-17
92363|14||2018-04-17|2018-04-17
92389|1|Pos. Displacement|2018-04-17|2018-04-17
92425|1|pressure pumped / tremmie|2018-04-17|2018-04-17
92427|1|pressure pumped / tremmie method|2018-04-17|2018-04-17
92447|15|Halliburton|2017-04-10|2017-04-10
92458|1|pressure grout|2017-08-16|2017-08-16
92471|2|Cement|2017-03-30|2017-03-30
92486|14||2018-04-17|2018-04-17
92488|1|Pressure Tremmie|2018-04-17|2018-04-17
92507|11|Driller|2017-04-10|2017-04-10
92516|1|Tremie - PDE|2018-04-17|2018-04-17
92518|14||2018-04-17|2018-04-17
92519|1|pressure cemented / trimmie|2018-04-17|2018-04-17
92541|2||2017-04-10|2017-04-10
92596|1|Pos. displacement|2018-04-17|2018-04-17
92651|14|Driller|2017-03-29|2017-03-29
92655|1|Pos. Displacement|2018-04-17|2018-04-17
92656|1|Tremie - PDE|2018-04-17|2018-04-17
92672|2||2017-04-10|2019-04-17
92683|1|Grout|2018-04-17|2018-04-17
92879|17||2018-04-17|2018-04-17
92880|17||2018-04-17|2018-04-17
92905|2||2017-02-22|2017-02-22
92906|2||2017-02-22|2017-02-22
92915|17||2018-04-17|2018-04-17
92935|2|Cement|2016-07-25|2016-07-25
92953|1|Haliburton|2017-02-22|2017-02-22
92980|1|Pressure tremie|2018-04-17|2018-04-17
92991|17||2018-04-17|2018-04-17
93007|15||2018-04-17|2018-04-17
93014|1|PRESSURE CEMENT|2018-04-17|2018-04-17
93019|1|exterior pos. displacement / tremmie|2018-04-17|2018-04-17
93021|1|Tremie - PDE|2018-04-17|2018-04-17
93023|1|Tremie - PDE|2018-04-17|2018-04-17
93028|1|Pressure Tremmie|2018-04-17|2018-04-17
93031|1|Tremie - PDE|2018-04-17|2018-04-17
93032|1|Pos. displacement|2018-04-17|2018-04-17
93033|1|Tremmie - PDE|2018-04-17|2018-04-17
93034|1|tremie-PDE|2018-04-17|2018-04-17
93035|1|PRESSURE TRIMMIE CEMENT|2018-04-17|2018-04-17
93050|1|PRESSURE CEMENT|2018-04-17|2018-04-17
93051|14||2018-04-17|2018-04-17
93052|1|TT / PDE|2018-04-17|2018-04-17
93053|1|PRESSURE TRIMMY CEMENTING|2018-04-17|2018-04-17
93054|1|Tremmie - PDE|2018-04-17|2018-04-17
93055|1|Tremmie - PDE|2018-04-17|2018-04-17
93126|1|Positive Displacement|2018-04-17|2018-04-17
93131|1|Pressure Tremmie|2018-04-17|2018-04-17
93132|1|Tremmie - PDE|2018-04-17|2018-04-17
93133|1|PRESSURE TREMIE CEMENT|2018-04-17|2018-04-17
93134|1|Pos. Displacement|2018-04-17|2018-04-17
93135|1|Pos. Displacement|2018-04-17|2018-04-17
93162|2|Driller |2017-03-30|2017-03-30
93165|15|Halliburton|2017-04-11|2017-04-11
93187|1|Positive Displacement|2018-04-17|2018-04-17
93190|1|pressure / tremmie|2018-04-17|2018-04-17
93205|2|Driller|2017-04-11|2017-04-11
93293|1|hand|2018-04-17|2018-04-17
93339|1|hand|2018-04-17|2018-04-17
93375|1|Pumped with Tremmie Pipe|2018-04-17|2018-04-17
93377|2||2019-03-07|2019-03-07
93379|2|Cement|2016-07-25|2016-07-25
93380|2||2019-03-07|2019-03-07
93382|15|Halliburton |2016-07-25|2016-07-25
93395|17||2018-04-17|2018-04-17
93414|1|hand|2018-04-17|2018-04-17
93446|2||2019-03-07|2019-03-07
93477|1|Slurry Pumped|2018-04-17|2018-04-17
93589|1|Pressure and Grout|2017-12-19|2017-12-19
93595|15||2018-04-17|2018-04-17
93632|15||2017-12-19|2017-12-19
93633|1|Grout|2018-04-17|2018-04-17
93634|1|PRESSURE & GROUT(SURFACE)|2018-04-17|2018-04-17
93635|14||2018-04-17|2018-04-17
93725|15||2018-04-17|2018-04-17
93729|2||2018-04-17|2018-04-17
93759|14||2018-04-17|2018-04-17
93842|1|Pressure & Grout|2018-04-17|2018-04-17
93843|1|Grout and Pressure|2018-04-17|2018-04-17
94078|15||2017-12-19|2017-12-19
94202|1|GROUT|2018-04-17|2018-04-17
94222|15||2018-04-17|2018-04-17
94240|1|positive Interior method|2018-04-17|2018-04-17
94376|1|triemie and grout|2018-04-17|2018-04-17
94377|1|Grout|2018-04-17|2018-04-17
94527|17||2018-04-17|2018-04-17
94730|15||2018-04-17|2018-04-17
94739|17||2018-04-17|2018-04-17
94752|2||2018-08-08|2018-08-08
94776|17||2018-04-17|2018-04-17
94787|17||2018-04-17|2018-04-17
94873|12||2018-04-17|2018-04-17
94936|1|Haliburton|2017-03-22|2017-03-22
94966|12||2018-04-17|2018-04-17
95045|17||2018-04-17|2018-04-17
95110|2||2018-04-03|2018-04-03
95188|15||2018-04-17|2018-04-17
95254|1|Grout and Pressure|2018-04-17|2018-04-17
95513|1|mix&pour|2018-04-17|2018-04-17
95624|15||2018-04-17|2018-04-17
95682|17||2018-04-17|2018-04-17
95707|17||2018-04-17|2018-04-17
95708|17||2018-04-17|2018-04-17
95709|1|Triemie|2018-04-17|2018-04-17
95727|17||2018-04-17|2018-04-17
96080|2|Cement|2016-07-25|2016-07-25
96085|2||2017-02-22|2017-02-22
96120|17||2018-04-17|2018-04-17
96121|17||2018-04-17|2018-04-17
96122|17||2018-04-17|2018-04-17
96128|1|Positive Displacement (External) Method|2018-04-17|2018-04-17
96129|17||2018-04-17|2018-04-17
96226|17||2018-04-17|2018-04-17
96236|12||2018-04-17|2018-04-17
96264|17||2018-04-17|2018-04-17
96339|17||2018-04-17|2018-04-17
96445|2||2017-02-22|2017-02-22
96467|1|Pressure Cement|2018-04-17|2018-04-17
96576|12||2018-04-17|2018-04-17
96594|12||2018-04-17|2018-04-17
96652|11||2018-04-17|2018-04-17
96704|15|Halliburton|2017-04-04|2017-04-04
96747|16||2017-02-22|2017-02-22
96748|1|Pump|2018-04-17|2018-04-17
96770|12||2018-04-17|2018-04-17
96826|2||2019-03-07|2019-03-07
96959|11||2018-04-17|2018-04-17
96974|15|Halliburton|2017-04-04|2017-04-04
97066|1|POURED MIXED CEMENT|2018-04-17|2018-04-17
97067|1|POURED MIXED CEMENT|2018-04-17|2018-04-17
97068|1|POURED MIXED CEMENT|2018-04-17|2018-04-17
97076|1|Trimmie|2018-04-17|2018-04-17
97169|15||2018-04-17|2018-04-17
97190|17||2018-04-17|2018-04-17
97203|15||2018-04-06|2018-04-06
97204|15||2018-04-17|2018-04-17
97255|2|Driller|2017-04-04|2017-04-04
97260|15|B J Hughes |2017-04-04|2017-04-04
97271|2|Cement|2017-04-04|2017-04-04
97341|15|Driller|2017-04-04|2017-04-04
97377|1|Haliberton|2018-04-17|2018-04-17
97378|13||2018-04-17|2018-04-17
97385|1|Pressure grout|2018-04-17|2018-04-17
97449|1|Pressure grout|2018-04-17|2018-04-17
97517|15|Halliburton|2017-04-04|2017-04-04
97571|17||2018-04-17|2018-04-17
97637|2||2018-06-26|2018-06-26
97688|17||2018-04-17|2018-04-17
97693|2||2018-06-26|2018-06-26
97704|15||2018-04-17|2018-04-17
97705|2||2017-02-22|2017-02-22
97756|17||2018-04-17|2018-04-17
97954|15|Halliburton|2017-04-04|2017-04-04
98028|17||2018-04-17|2018-04-17
98044|17||2018-04-17|2018-04-17
98055|17||2018-04-17|2018-04-17
98058|15|Halliburton|2017-04-04|2017-04-04
98062|1|Halliburton Pressure Cemented|2018-04-17|2018-04-17
98075|1|Haliberton|2018-04-17|2018-04-17
98087|15||2018-04-17|2018-04-17
98088|15||2018-04-17|2018-04-17
98089|17||2018-04-17|2018-04-17
98099|2||2018-04-17|2018-04-17
98100|17||2018-04-17|2018-04-17
98101|17||2018-04-17|2018-04-17
98118|1|HALIBERTON|2018-04-17|2018-04-17
98119|17||2018-04-17|2018-04-17
98120|1|Tremmie|2018-04-17|2018-04-17
98132|15||2018-04-17|2018-04-17
98133|2||2018-04-17|2018-04-17
98144|17||2018-04-17|2018-04-17
98145|1|Haliberton|2018-04-17|2018-04-17
98146|15||2018-04-17|2018-04-17
98147|17||2018-04-17|2018-04-17
98156|17||2018-04-17|2018-04-17
98157|17||2018-04-17|2018-04-17
98180|17||2018-04-17|2018-04-17
98202|17||2018-04-17|2018-04-17
98203|1|Haliberton|2018-04-17|2018-04-17
98216|15||2018-04-17|2018-04-17
98217|17||2018-04-17|2018-04-17
98225|1|INTERNAL DISPLACEMENT|2018-04-17|2018-04-17
98237|1|Solid hydraulics|2017-07-19|2017-07-19
98241|17||2018-04-17|2018-04-17
98255|17||2018-04-17|2018-04-17
98256|1|Halliburton Pressure Cemented|2018-04-17|2018-04-17
98468|1|HALIBERTON|2018-04-17|2018-04-17
98478|1|trimmer pipe|2018-04-17|2018-04-17
98498|17||2018-04-17|2018-04-17
98499|17||2018-04-17|2018-04-17
98500|17||2018-04-17|2018-04-17
98544|1|PRESSURE CEMENTED|2018-04-17|2018-04-17
98545|1|Trimme|2018-04-17|2018-04-17
98589|1|Haliburton|2017-07-19|2017-07-19
98593|17||2018-04-17|2018-04-17
98594|17||2018-04-17|2018-04-17
98598|17||2018-04-17|2018-04-17
98639|17||2018-04-17|2018-04-17
98666|17||2018-04-17|2018-04-17
98691|17||2018-04-17|2018-04-17
98702|17||2018-04-17|2018-04-17
98719|17||2018-04-17|2018-04-17
98736|1|TRIMMING LINE|2018-04-17|2018-04-17
98784|1|Halliburton|2017-08-23|2017-08-23
98825|15||2018-04-17|2018-04-17
98826|15||2018-04-17|2018-04-17
98832|17||2018-04-17|2018-04-17
98847|15||2018-04-17|2018-04-17
98861|17||2018-04-17|2018-04-17
98862|17||2018-04-17|2018-04-17
98878|17||2018-04-17|2018-04-17
98879|15||2018-04-17|2018-04-17
98880|1|pressure cemented|2018-04-17|2018-04-17
98881|15||2018-04-17|2018-04-17
98892|17||2018-04-17|2018-04-17
98893|17||2018-04-17|2018-04-17
98894|1|Interior method- without plug|2018-04-17|2018-04-17
98910|17||2018-04-17|2018-04-17
98927|1|PRESSURED CEMENT|2018-04-17|2018-04-17
98947|1|interior method w/o plug|2018-04-17|2018-04-17
98957|1|HALIBERTON|2018-04-17|2018-04-17
98959|17||2018-04-17|2018-04-17
98960|17||2018-04-17|2018-04-17
98961|17||2018-04-17|2018-04-17
98969|15||2018-04-17|2018-04-17
98970|1|pressure cemented|2018-04-17|2018-04-17
98978|17||2018-04-17|2018-04-17
98979|17||2018-04-17|2018-04-17
98980|17||2018-04-17|2018-04-17
98991|1|Haliburton|2017-07-19|2017-07-19
98994|17||2018-04-17|2018-04-17
98995|17||2018-04-17|2018-04-17
98996|2||2018-04-17|2018-04-17
99004|17||2018-04-17|2018-04-17
99014|17||2018-04-17|2018-04-17
99016|17||2018-04-17|2018-04-17
99017|17||2018-04-17|2018-04-17
99025|17||2018-04-17|2018-04-17
99031|12||2017-03-15|2017-03-15
99039|17||2018-04-17|2018-04-17
99072|1|Haliburton|2017-07-19|2017-07-19
99073|17||2018-04-17|2018-04-17
99074|17||2018-04-17|2018-04-17
99075|17||2018-04-17|2018-04-17
99090|1|HALIBERTON|2018-04-17|2018-04-17
99091|17||2018-04-17|2018-04-17
99092|17||2018-04-17|2018-04-17
99093|17||2018-04-17|2018-04-17
99110|17|Halliburton |2017-03-15|2017-03-15
99123|17||2018-04-17|2018-04-17
99153|1|Slurry Pumped|2018-04-17|2018-04-17
99154|2||2018-04-17|2018-04-17
99159|17||2018-04-17|2018-04-17
99160|17||2018-04-17|2018-04-17
99171|15||2018-04-17|2018-04-17
99199|17||2018-04-17|2018-04-17
99226|15||2017-03-15|2017-03-15
99227|2||2017-04-10|2017-04-10
99229|17||2018-04-17|2018-04-17
99240|15||2018-04-17|2018-04-17
99241|1|pressure cement|2018-04-17|2018-04-17
99242|1|HALLIB.|2018-04-17|2018-04-17
99303|15|Halliburton |2016-07-14|2017-04-04
99343|17||2018-04-17|2018-04-17
99344|17||2018-04-17|2018-04-17
99388|1|Slurry Pumped|2018-04-17|2018-04-17
99391|1|HALIBERTON|2018-04-17|2018-04-17
99439|17||2018-04-17|2018-04-17
99440|15||2018-04-17|2018-04-17
99450|15||2017-04-11|2017-04-11
99451|17||2018-04-17|2018-04-17
99456|17||2018-04-17|2018-04-17
99461|1|Halliburton Method|2018-04-17|2018-04-17
99473|16|Halliburton|2017-03-15|2017-03-15
99497|17||2018-04-17|2018-04-17
99506|17||2018-04-17|2018-04-17
99507|15||2018-04-17|2018-04-17
99534|17||2018-04-17|2018-04-17
99548|17||2018-04-17|2018-04-17
99549|17||2018-04-17|2018-04-17
99550|17||2018-04-17|2018-04-17
99564|1|Halliburton|2018-04-26|2018-04-26
99571|17||2018-04-17|2018-04-17
99573|17||2018-04-17|2018-04-17
99577|17||2018-04-17|2018-04-17
99578|17||2018-04-17|2018-04-17
99591|17||2018-04-17|2018-04-17
99597|17||2018-04-17|2018-04-17
99598|17||2018-04-17|2018-04-17
99600|17||2018-04-17|2018-04-17
99615|17||2018-04-17|2018-04-17
99737|1|Solid hydraulics|2018-04-26|2018-04-26
99739|17||2018-04-17|2018-04-17
99741|2||2018-04-17|2018-04-17
99761|17||2018-04-17|2018-04-17
99762|1|Interior w/o plug|2018-04-17|2018-04-17
99763|15||2018-04-17|2018-04-17
99764|15||2018-04-17|2018-04-17
99774|1|interior method w/o plug|2018-04-17|2018-04-17
99779|1|Circ|2018-04-06|2018-04-06
99816|15|Halliburton |2017-03-15|2017-03-15
99834|12||2018-04-17|2018-04-17
99899|17||2018-04-17|2018-04-17
99923|16||2017-03-15|2017-03-15
99986|15||2017-03-16|2017-03-16
100055|1|TREMIE PIPE SET AT 280'|2018-04-17|2018-04-17
100060|17||2018-04-17|2018-04-17
100061|17||2018-04-17|2018-04-17
100062|17||2018-04-17|2018-04-17
100242|1|Halliburtton|2018-04-17|2018-04-17
100251|15||2018-04-17|2018-04-17
100273|15||2018-04-17|2018-04-17
100582|1|PRESSURE TREMMIE PIPE|2018-04-17|2018-04-17
100604|1|Pressure grout|2018-04-17|2018-04-17
100615|1|Pressure grout|2018-04-17|2018-04-17
100659|1|Pressure grout|2018-04-17|2018-04-17
100660|1|pressure grout|2018-04-17|2018-04-17
100699|15|Halliburton|2017-03-16|2017-03-16
100700|17||2018-04-17|2018-04-17
100738|2|Cement|2017-03-16|2017-03-16
100739|15||2017-03-16|2017-03-16
100935|14||2018-04-17|2018-04-17
101022|14||2018-04-17|2018-04-17
101050|15||2018-04-17|2018-04-17
101287|17||2018-04-17|2018-04-17
101368|15|Halliburton|2017-03-16|2017-03-16
101418|15||2017-03-16|2017-03-16
101454|1|Haliberton|2018-04-17|2018-04-17
101551|1|Haliburton|2017-04-10|2017-04-10
101556|1|Haliberton|2018-04-17|2018-04-17
101602|2||2018-06-25|2018-06-25
101659|15||2017-03-16|2017-03-16
101739|17||2018-04-17|2018-04-17
101919|12||2018-04-17|2018-04-17
101987|17||2018-04-17|2018-04-17
