WellHoleDiameterId|StateWellId|Diameter|TopDepth|BottomDepth|CreatedDate|LastUpdateDate
1429|132261|18|450|572|2018-04-06|2018-04-06
1430|99779|7.75|0|344|2018-04-06|2018-04-06
1431|99779|4.75|344|365|2018-04-06|2018-04-06
1432|46740|12.25|0|230|2018-04-06|2018-04-06
1433|54445|9.25|0|825|2018-04-06|2018-04-06
1434|97203|14|0|160|2018-04-06|2018-04-06
1436|136222|9.875|0|1040|2018-04-06|2018-04-06
1437|136222|7.875|1040|1235|2018-04-06|2018-04-06
1438|109768|9|0|106|2018-04-06|2018-04-06
1439|88088|6|0|240|2018-04-11|2018-04-11
1440|139666|6.5|0|235|2018-04-11|2018-04-11
1441|22660|19|0|1507|2018-04-11|2018-04-11
1442|23007|9|0|1666|2018-04-11|2018-04-11
1443|23012|16|0|2300|2018-04-11|2018-04-11
1444|53401|14.75|0|610|2018-04-11|2018-04-11
1445|53401|18|610|751|2018-04-11|2018-04-11
1446|53418|6.5|0|562|2018-04-12|2018-04-12
1447|53398|10|0|613|2018-04-12|2018-04-12
1448|51287|10|0|593|2018-04-12|2018-04-12
1449|53590|10|0|600|2018-04-12|2018-04-12
1450|53399|10|0|623|2018-04-12|2018-04-12
1451|51288|12.25|0|560|2018-04-13|2018-04-13
1452|51288|7.875|560|650|2018-04-13|2018-04-13
1453|51294|8.625|0|690|2018-04-13|2018-04-13
1454|53400|12.25|0|650|2018-04-13|2018-04-13
1455|53400|7.875|650|770|2018-04-13|2018-04-13
1456|53419|12.25|0|408|2018-04-13|2018-04-13
1457|53419|7.875|408|590|2018-04-13|2018-04-13
1458|53416|12.25|0|515|2018-04-13|2018-04-13
1459|53416|7.875|515|600|2018-04-13|2018-04-13
1460|51291|12.25|0|525|2018-04-13|2018-04-13
1461|51291|7.875|525|650|2018-04-13|2018-04-13
1462|51251|12.25|0|524|2018-04-13|2018-04-13
1463|51251|7.875|524|600|2018-04-13|2018-04-13
1464|51286|12.25|0|465|2018-04-13|2018-04-13
1465|51286|7.875|465|570|2018-04-13|2018-04-13
1466|51296|9.875|0|464|2018-04-13|2018-04-13
1467|51296|16|464|594|2018-04-13|2018-04-13
1468|51296|7.875|594|600|2018-04-13|2018-04-13
1469|24359|14.75|0|1030|2018-04-13|2018-04-13
1470|87879|12|0|480|2018-04-17|2018-04-17
1471|87890|8.25|0|457|2018-04-17|2018-04-17
1472|87889|10|0|322|2018-04-17|2018-04-17
1473|87889|8|322|450|2018-04-17|2018-04-17
1474|97204|9|0|220|2018-04-17|2018-04-17
1475|97204|15|220|260|2018-04-17|2018-04-17
1476|107842|9.875|0|1410|2018-04-17|2018-04-17
1477|110739|24|0|30|2018-04-17|2018-04-17
1478|110739|20|30|305|2018-04-17|2018-04-17
1479|110739|18|305|370|2018-04-17|2018-04-17
1480|110737|9.5|0|355|2018-04-17|2018-04-17
1481|110738|12|0|292|2018-04-17|2018-04-17
1482|110738|18|292|370|2018-04-17|2018-04-17
1483|116516|10|0|262|2018-04-17|2018-04-17
1484|116516|8|262|320|2018-04-17|2018-04-17
1485|4950|28|0|567|2018-04-17|2018-04-17
1486|99834|7.5|0|100|2018-04-17|2018-04-17
1487|93293|7.875|0|260|2018-04-17|2018-04-17
1488|24212|24|0|20|2018-04-17|2018-04-17
1489|84539|9|0|25|2018-04-17|2018-04-17
1490|100055|17.5|0|710|2018-04-17|2018-04-17
1491|88133|6|0|540|2018-04-17|2018-04-17
1492|55456|14.75|0|430|2018-04-17|2018-04-17
1493|62344|10|0|249|2018-04-17|2018-04-17
1494|88461|9|0|353|2018-04-17|2018-04-17
1495|62345|10|0|89|2018-04-17|2018-04-17
1496|62347|10|0|260|2018-04-17|2018-04-17
1497|62346|10|0|352|2018-04-17|2018-04-17
1498|124188|11|0|15|2018-04-17|2018-04-17
1499|124187|9.75|0|100|2018-04-17|2018-04-17
1500|30411|19|0|367|2018-04-17|2018-04-17
1501|24333|26|0|35|2018-04-17|2018-04-17
1502|124204|9.75|0|40|2018-04-17|2018-04-17
1503|117683|12.75|0|620|2018-04-17|2018-04-17
1504|121719|9.875|0|998|2018-04-17|2018-04-17
1505|122431|6.75|0|220|2018-04-17|2018-04-17
1506|120709|18|0|820|2018-04-17|2018-04-17
1507|80033|18|0|320|2018-04-17|2018-04-17
1508|91611|7.875|0|360|2018-04-17|2018-04-17
1509|30590|20|0|410|2018-04-17|2018-04-17
1510|124346|8|0|10|2018-04-17|2018-04-17
1511|50665|12|0|695|2018-04-17|2018-04-17
1512|82317|7.875|0|300|2018-04-17|2018-04-17
1513|89089|12.25|0|113|2018-04-17|2018-04-17
1514|32810|17.5|0|255|2018-04-17|2018-04-17
1515|88734|9.75|0|50|2018-04-17|2018-04-17
1516|104254|9|0|380|2018-04-17|2018-04-17
1517|105682|9|0|410|2018-04-17|2018-04-17
1518|63765|8.75|0|12|2018-04-17|2018-04-17
1519|88733|9.75|0|50|2018-04-17|2018-04-17
1520|86182|9|0|51|2018-04-17|2018-04-17
1521|57833|12.25|0|534|2018-04-17|2018-04-17
1522|99391|9|0|275|2018-04-17|2018-04-17
1523|53453|12.25|0|368|2018-04-17|2018-04-17
1524|132267|8|0|330|2018-04-17|2018-04-17
1525|138483|26|0|504|2018-04-17|2018-04-17
1526|83446|12.25|0|11|2018-04-17|2018-04-17
1527|99764|9|0|225|2018-04-17|2018-04-17
1528|124343|15|0|55|2018-04-17|2018-04-17
1529|124342|8.5|0|55|2018-04-17|2018-04-17
1530|49311|8|0|35|2018-04-17|2018-04-17
1531|83738|12.25|0|10|2018-04-17|2018-04-17
1532|53454|14.75|0|641|2018-04-17|2018-04-17
1533|53455|12.25|0|356|2018-04-17|2018-04-17
1534|65960|7.875|0|100|2018-04-17|2018-04-17
1535|98892|7.25|0|165|2018-04-17|2018-04-17
1536|50662|17.5|0|298|2018-04-17|2018-04-17
1537|117864|12|0|215|2018-04-17|2018-04-17
1538|73531|9.875|0|300|2018-04-17|2018-04-17
1539|116456|8.62|0|50|2018-04-17|2018-04-17
1540|108370|6.75|0|285|2018-04-17|2018-04-17
1541|64008|8.75|0|50|2018-04-17|2018-04-17
1542|33667|16|0|118|2018-04-17|2018-04-17
1543|88649|9.75|0|50|2018-04-17|2018-04-17
1544|129359|10|0|220|2018-04-17|2018-04-17
1545|107446|6.75|0|270|2018-04-17|2018-04-17
1546|137310|7.875|0|398|2018-04-17|2018-04-17
1547|137326|7.875|0|400|2018-04-17|2018-04-17
1548|138413|26|0|645|2018-04-17|2018-04-17
1549|108371|6.75|0|270|2018-04-17|2018-04-17
1550|15475|7.875|0|335|2018-04-17|2018-04-17
1551|93007|8|0|400|2018-04-17|2018-04-17
1552|117461|7.875|0|10|2018-04-17|2018-04-17
1553|48495|14.75|0|1430|2018-04-17|2018-04-17
1554|129693|7|0|190|2018-04-17|2018-04-17
1555|84270|12.25|0|10|2018-04-17|2018-04-17
1556|88542|8.62|0|160|2018-04-17|2018-04-17
1557|58353|12.25|0|525|2018-04-17|2018-04-17
1558|74938|20|0|360|2018-04-17|2018-04-17
1559|110167|32|0|58|2018-04-17|2018-04-17
1560|119239|30|0|55|2018-04-17|2018-04-17
1561|120409|26|0|680|2018-04-17|2018-04-17
1562|120407|26|0|685|2018-04-17|2018-04-17
1563|98957|9|0|328|2018-04-17|2018-04-17
1564|105508|7|0|390|2018-04-17|2018-04-17
1565|54334|8.5|0|303|2018-04-17|2018-04-17
1566|88942|12.25|0|5|2018-04-17|2018-04-17
1567|55390|14.75|0|525|2018-04-17|2018-04-17
1568|99739|26|0|1623|2018-04-17|2018-04-17
1569|87689|8|0|400|2018-04-17|2018-04-17
1570|99440|9|0|285|2018-04-17|2018-04-17
1571|24338|20|0|1000|2018-04-17|2018-04-17
1572|120405|30|0|48|2018-04-17|2018-04-17
1573|120408|30|0|52|2018-04-17|2018-04-17
1574|125720|24|0|60|2018-04-17|2018-04-17
1575|93028|8|0|160|2018-04-17|2018-04-17
1576|30303|20|0|330|2018-04-17|2018-04-17
1577|79500|9.625|0|63|2018-04-17|2018-04-17
1578|132981|8|0|305|2018-04-17|2018-04-17
1579|47480|12.25|0|280|2018-04-17|2018-04-17
1580|10716|18|0|220|2018-04-17|2018-04-17
1581|120541|30|0|40|2018-04-17|2018-04-17
1582|47481|12.75|0|270|2018-04-17|2018-04-17
1583|98118|8.75|0|504|2018-04-17|2018-04-17
1584|88211|9.75|0|298|2018-04-17|2018-04-17
1585|114018|7.875|0|415|2018-04-17|2018-04-17
1586|11020|15|0|369|2018-04-17|2018-04-17
1587|117452|13.375|0|460|2018-04-17|2018-04-17
1588|117196|7.875|0|600|2018-04-17|2018-04-17
1589|52416|9.875|0|1000|2018-04-17|2018-04-17
1590|108197|24|0|386|2018-04-17|2018-04-17
1591|99899|13|0|500|2018-04-17|2018-04-17
1592|61297|12.25|0|437|2018-04-17|2018-04-17
1593|79491|12|0|43|2018-04-17|2018-04-17
1594|58375|12.25|0|700|2018-04-17|2018-04-17
1595|79604|9.625|0|63|2018-04-17|2018-04-17
1596|24291|12.25|0|116|2018-04-17|2018-04-17
1597|105507|7|0|400|2018-04-17|2018-04-17
1598|24290|12.25|0|116|2018-04-17|2018-04-17
1599|79316|9.625|0|21|2018-04-17|2018-04-17
1600|98225|36|0|40|2018-04-17|2018-04-17
1601|66428|12.75|0|64|2018-04-17|2018-04-17
1602|66429|12.75|0|46|2018-04-17|2018-04-17
1603|107041|36|0|60|2018-04-17|2018-04-17
1604|99507|11.875|0|297|2018-04-17|2018-04-17
1605|79605|16|0|20|2018-04-17|2018-04-17
1606|134784|7.875|0|660|2018-04-17|2018-04-17
1607|121998|12.25|0|10|2018-04-17|2018-04-17
1608|105152|36|0|61|2018-04-17|2018-04-17
1609|108110|7.25|0|230|2018-04-17|2018-04-17
1610|88319|10|0|76|2018-04-17|2018-04-17
1611|15489|15|0|386|2018-04-17|2018-04-17
1612|46532|12.25|0|889|2018-04-17|2018-04-17
1613|90010|7.875|0|30|2018-04-17|2018-04-17
1614|113596|7.875|0|360|2018-04-17|2018-04-17
1615|122471|9|0|63|2018-04-17|2018-04-17
1616|98960|11|0|240|2018-04-17|2018-04-17
1617|98959|11|0|300|2018-04-17|2018-04-17
1618|32946|16|0|119|2018-04-17|2018-04-17
1619|84534|9|0|227|2018-04-17|2018-04-17
1620|111227|15|0|530|2018-04-17|2018-04-17
1621|32945|16|0|135|2018-04-17|2018-04-17
1622|124324|15.5|0|480|2018-04-17|2018-04-17
1623|61298|12.25|0|442|2018-04-17|2018-04-17
1624|133946|22|0|676|2018-04-17|2018-04-17
1625|133947|22|0|648|2018-04-17|2018-04-17
1626|90053|12|0|60|2018-04-17|2018-04-17
1627|107090|6.75|0|211|2018-04-17|2018-04-17
1628|88169|9|0|46|2018-04-17|2018-04-17
1629|99573|35|0|60|2018-04-17|2018-04-17
1630|105350|35|0|65|2018-04-17|2018-04-17
1631|99090|7.875|0|248|2018-04-17|2018-04-17
1632|106087|7.5|0|280|2018-04-17|2018-04-17
1633|99571|6.75|0|150|2018-04-17|2018-04-17
1634|130018|7.875|0|170|2018-04-17|2018-04-17
1635|106086|7.5|0|280|2018-04-17|2018-04-17
1636|55638|30|0|18|2018-04-17|2018-04-17
1637|121712|8.75|0|810|2018-04-17|2018-04-17
1638|34298|22|0|175|2018-04-17|2018-04-17
1639|34299|22|0|183|2018-04-17|2018-04-17
1640|123904|7.875|0|645|2018-04-17|2018-04-17
1641|114017|24|0|330|2018-04-17|2018-04-17
1642|92144|40|0|29|2018-04-17|2018-04-17
1643|91840|17.5|0|18|2018-04-17|2018-04-17
1644|125950|14.75|0|724|2018-04-17|2018-04-17
1645|124334|17|0|10|2018-04-17|2018-04-17
1646|92486|17|0|8|2018-04-17|2018-04-17
1647|53773|9.875|0|190|2018-04-17|2018-04-17
1648|124333|20|0|12|2018-04-17|2018-04-17
1649|99548|35|0|60|2018-04-17|2018-04-17
1650|81995|12.25|0|10|2018-04-17|2018-04-17
1651|81993|12.25|0|10|2018-04-17|2018-04-17
1652|14545|10|0|215|2018-04-17|2018-04-17
1653|111114|8.5|0|195|2018-04-17|2018-04-17
1654|119954|8|0|390|2018-04-17|2018-04-17
1655|53422|14.75|0|476|2018-04-17|2018-04-17
1656|116689|7.875|0|160|2018-04-17|2018-04-17
1657|57944|12.25|0|400|2018-04-17|2018-04-17
1658|115502|16|0|1380|2018-04-17|2018-04-17
1659|48281|12.25|0|475|2018-04-17|2018-04-17
1660|115539|22|0|35|2018-04-17|2018-04-17
1661|115247|22|0|35|2018-04-17|2018-04-17
1662|99240|11.875|0|373|2018-04-17|2018-04-17
1663|113537|22|0|398|2018-04-17|2018-04-17
1664|108648|35|0|63|2018-04-17|2018-04-17
1665|92880|22|0|490|2018-04-17|2018-04-17
1666|66282|9|0|18|2018-04-17|2018-04-17
1667|20557|8|0|78|2018-04-17|2018-04-17
1668|92879|20|0|495|2018-04-17|2018-04-17
1669|47486|12.25|0|950|2018-04-17|2018-04-17
1670|89337|9.75|0|280|2018-04-17|2018-04-17
1671|96226|8.5|0|360|2018-04-17|2018-04-17
1672|115515|22|0|35|2018-04-17|2018-04-17
1673|115516|22|0|35|2018-04-17|2018-04-17
1674|115517|29|0|35|2018-04-17|2018-04-17
1675|115538|22|0|35|2018-04-17|2018-04-17
1676|115537|22|0|35|2018-04-17|2018-04-17
1677|115255|22|0|35|2018-04-17|2018-04-17
1678|115246|22|0|35|2018-04-17|2018-04-17
1679|115254|22|0|35|2018-04-17|2018-04-17
1680|115253|22|0|35|2018-04-17|2018-04-17
1681|124599|6.75|0|433|2018-04-17|2018-04-17
1682|83091|12.25|0|10|2018-04-17|2018-04-17
1683|98145|8.75|0|266|2018-04-17|2018-04-17
1684|99241|11.875|0|360|2018-04-17|2018-04-17
1685|52335|16|0|380|2018-04-17|2018-04-17
1686|83503|12.25|0|4|2018-04-17|2018-04-17
1687|131720|7.5|0|100|2018-04-17|2018-04-17
1688|117782|11.125|0|600|2018-04-17|2018-04-17
1689|76826|52|0|10|2018-04-17|2018-04-17
1690|76858|52|0|10|2018-04-17|2018-04-17
1691|76827|52|0|10|2018-04-17|2018-04-17
1692|76571|52|0|10|2018-04-17|2018-04-17
1693|76859|52|0|10|2018-04-17|2018-04-17
1694|46956|14.75|0|835|2018-04-17|2018-04-17
1695|139477|8.5|0|423|2018-04-17|2018-04-17
1696|99578|7.5|0|180|2018-04-17|2018-04-17
1697|32973|8.75|0|159|2018-04-17|2018-04-17
1698|116275|9|0|20|2018-04-17|2018-04-17
1699|90269|11|0|19|2018-04-17|2018-04-17
1700|56731|22|0|456|2018-04-17|2018-04-17
1701|90270|11|0|19|2018-04-17|2018-04-17
1702|80161|16|0|9|2018-04-17|2018-04-17
1703|97377|12.25|0|744|2018-04-17|2018-04-17
1704|21390|12.625|0|455|2018-04-17|2018-04-17
1705|21388|12.625|0|354|2018-04-17|2018-04-17
1706|118128|12.75|0|708|2018-04-17|2018-04-17
1707|55646|26|0|40|2018-04-17|2018-04-17
1708|97066|7.75|0|60|2018-04-17|2018-04-17
1709|97067|7.75|0|75|2018-04-17|2018-04-17
1710|97068|7.75|0|95|2018-04-17|2018-04-17
1711|56404|17.5|0|1668|2018-04-17|2018-04-17
1712|21389|12.625|0|396|2018-04-17|2018-04-17
1713|21387|8.625|0|357|2018-04-17|2018-04-17
1714|97076|7.5|0|90|2018-04-17|2018-04-17
1715|47688|14.75|0|800|2018-04-17|2018-04-17
1716|23883|14.75|0|700|2018-04-17|2018-04-17
1717|101454|9.875|0|528|2018-04-17|2018-04-17
1718|123351|22|0|40|2018-04-17|2018-04-17
1719|54064|14.75|0|586|2018-04-17|2018-04-17
1720|101556|9.875|0|309|2018-04-17|2018-04-17
1721|24609|7.78|0|120|2018-04-17|2018-04-17
1722|24610|7.78|0|120|2018-04-17|2018-04-17
1723|98203|7.875|0|451|2018-04-17|2018-04-17
1724|137732|16|0|302|2018-04-17|2018-04-17
1725|129718|10|0|340|2018-04-17|2018-04-17
1726|100060|16|0|500|2018-04-17|2018-04-17
1727|108893|7.25|0|170|2018-04-17|2018-04-17
1728|96467|28|0|30|2018-04-17|2018-04-17
1729|100061|14|0|460|2018-04-17|2018-04-17
1730|92025|28|0|47|2018-04-17|2018-04-17
1731|93595|6.75|0|320|2018-04-17|2018-04-17
1732|116774|8.75|0|540|2018-04-17|2018-04-17
1733|87952|16|0|75|2018-04-17|2018-04-17
1734|87951|18.5|0|42|2018-04-17|2018-04-17
1735|124380|9.5|0|35|2018-04-17|2018-04-17
1736|120540|22|0|1020|2018-04-17|2018-04-17
1737|32456|20|0|140|2018-04-17|2018-04-17
1738|95707|24|0|44|2018-04-17|2018-04-17
1739|38306|12.25|0|167|2018-04-17|2018-04-17
1740|59463|7.5|0|10|2018-04-17|2018-04-17
1741|90718|7.5|0|180|2018-04-17|2018-04-17
1742|55482|15|0|440|2018-04-17|2018-04-17
1743|98545|18|0|446|2018-04-17|2018-04-17
1744|114140|8|0|20|2018-04-17|2018-04-17
1745|87984|10|0|203|2018-04-17|2018-04-17
1746|27076|24|0|44|2018-04-17|2018-04-17
1747|88789|9.75|0|50|2018-04-17|2018-04-17
1748|88816|9.75|0|50|2018-04-17|2018-04-17
1749|123352|24|0|40|2018-04-17|2018-04-17
1750|52077|12.5|0|371|2018-04-17|2018-04-17
1751|39018|12.25|0|100|2018-04-17|2018-04-17
1752|99761|8.5|0|367|2018-04-17|2018-04-17
1753|124004|12.25|0|3|2018-04-17|2018-04-17
1754|124740|12.25|0|900|2018-04-17|2018-04-17
1755|93725|7.5|0|530|2018-04-17|2018-04-17
1756|92017|32|0|30|2018-04-17|2018-04-17
1757|93477|26|0|1296|2018-04-17|2018-04-17
1758|99153|26|0|1272|2018-04-17|2018-04-17
1759|123921|7.875|0|872|2018-04-17|2018-04-17
1760|115452|24|0|836|2018-04-17|2018-04-17
1761|104615|8.5|0|320|2018-04-17|2018-04-17
1762|90717|24|0|20|2018-04-17|2018-04-17
1763|107040|42|0|60|2018-04-17|2018-04-17
1764|99439|6.75|0|250|2018-04-17|2018-04-17
1765|111118|8.5|0|200|2018-04-17|2018-04-17
1766|100062|14|0|515|2018-04-17|2018-04-17
1767|87955|9.875|0|77|2018-04-17|2018-04-17
1768|118274|48|0|35|2018-04-17|2018-04-17
1769|495|9|0|495|2018-04-17|2018-04-17
1770|132916|9.25|0|565|2018-04-17|2018-04-17
1771|115260|36|0|18|2018-04-17|2018-04-17
1772|47442|13.25|0|100|2018-04-17|2018-04-17
1773|121961|12.25|0|30|2018-04-17|2018-04-17
1774|132274|12.5|0|260|2018-04-17|2018-04-17
1775|88788|9.75|0|106|2018-04-17|2018-04-17
1776|124595|7.875|0|367|2018-04-17|2018-04-17
1777|121181|22|0|30|2018-04-17|2018-04-17
1778|99600|7.875|0|300|2018-04-17|2018-04-17
1779|82853|12.25|0|10|2018-04-17|2018-04-17
1780|132652|8.75|0|225|2018-04-17|2018-04-17
1781|99597|30|0|859|2018-04-17|2018-04-17
1782|122215|13.75|0|100|2018-04-17|2018-04-17
1783|98099|9.875|0|370|2018-04-17|2018-04-17
1784|106775|8|0|325|2018-04-17|2018-04-17
1785|124180|10|0|10|2018-04-17|2018-04-17
1786|79594|12|0|40|2018-04-17|2018-04-17
1787|23766|14.75|0|1026|2018-04-17|2018-04-17
1788|116760|9.875|0|240|2018-04-17|2018-04-17
1789|99615|26|0|1489|2018-04-17|2018-04-17
1790|86783|9|0|170|2018-04-17|2018-04-17
1791|124381|8|0|160|2018-04-17|2018-04-17
1792|105161|9.625|0|485|2018-04-17|2018-04-17
1793|122787|8.75|0|50|2018-04-17|2018-04-17
1794|100935|10|0|120|2018-04-17|2018-04-17
1795|124000|7.875|0|407|2018-04-17|2018-04-17
1796|96339|7|0|440|2018-04-17|2018-04-17
1797|124032|10|0|10|2018-04-17|2018-04-17
1798|123305|8.5|0|20|2018-04-17|2018-04-17
1799|24737|12.25|0|520|2018-04-17|2018-04-17
1800|105162|9.625|0|485|2018-04-17|2018-04-17
1801|32148|7.875|0|140|2018-04-17|2018-04-17
1802|52296|18|0|345|2018-04-17|2018-04-17
1803|122383|8.5|0|110|2018-04-17|2018-04-17
1804|24738|12.25|0|950|2018-04-17|2018-04-17
1805|85967|9.5|0|48|2018-04-17|2018-04-17
1806|74199|9|0|20|2018-04-17|2018-04-17
1807|16987|22|0|152|2018-04-17|2018-04-17
1808|24227|14.75|0|890|2018-04-17|2018-04-17
1809|64071|8.75|0|2817|2018-04-17|2018-04-17
1810|107161|36|0|30|2018-04-17|2018-04-17
1811|52553|14.75|0|480|2018-04-17|2018-04-17
1812|115674|24|0|894|2018-04-17|2018-04-17
1813|85968|9.5|0|43.5|2018-04-17|2018-04-17
1814|19693|8|0|33|2018-04-17|2018-04-17
1815|117226|8|0|280|2018-04-17|2018-04-17
1816|66571|8|0|18|2018-04-17|2018-04-17
1817|88852|9.75|0|50|2018-04-17|2018-04-17
1818|88993|10|0|30|2018-04-17|2018-04-17
1819|132485|7|0|70|2018-04-17|2018-04-17
1820|114959|30|0|34|2018-04-17|2018-04-17
1821|129452|22|0|18|2018-04-17|2018-04-17
1822|116963|12.75|0|190|2018-04-17|2018-04-17
1823|115626|7.875|0|130|2018-04-17|2018-04-17
1824|132825|7|0|480|2018-04-17|2018-04-17
1825|40743|14|0|20|2018-04-17|2018-04-17
1826|98598|22|0|40|2018-04-17|2018-04-17
1827|88994|10|0|30|2018-04-17|2018-04-17
1828|23978|14.75|0|1354|2018-04-17|2018-04-17
1829|117616|7.875|0|465.5|2018-04-17|2018-04-17
1830|117532|7.875|0|411|2018-04-17|2018-04-17
1831|99343|7.75|0|212|2018-04-17|2018-04-17
1832|98255|22|0|40|2018-04-17|2018-04-17
1833|125554|8.5|0|20|2018-04-17|2018-04-17
1834|117531|7.875|0|445.5|2018-04-17|2018-04-17
1835|117617|7.875|0|392.5|2018-04-17|2018-04-17
1836|117618|7.875|0|365|2018-04-17|2018-04-17
1837|111830|7.875|0|182|2018-04-17|2018-04-17
1838|47387|14.75|0|535|2018-04-17|2018-04-17
1839|107152|36|0|60|2018-04-17|2018-04-17
1840|90052|10|0|13|2018-04-17|2018-04-17
1841|104585|10|0|410|2018-04-17|2018-04-17
1842|89025|8.75|0|193|2018-04-17|2018-04-17
1843|124268|8.5|0|20|2018-04-17|2018-04-17
1844|24581|14.75|0|870|2018-04-17|2018-04-17
1845|99461|6.5|0|320|2018-04-17|2018-04-17
1846|111876|8|0|20|2018-04-17|2018-04-17
1847|138827|29|0|226|2018-04-17|2018-04-17
1848|138885|29|0|238|2018-04-17|2018-04-17
1849|138884|29|0|229|2018-04-17|2018-04-17
1850|138826|29|0|226.5|2018-04-17|2018-04-17
1851|138847|29|0|240|2018-04-17|2018-04-17
1852|138887|29|0|232|2018-04-17|2018-04-17
1853|124984|8|0|80|2018-04-17|2018-04-17
1854|15114|12.25|0|320|2018-04-17|2018-04-17
1855|87568|8|0|100|2018-04-17|2018-04-17
1856|110765|7|0|340|2018-04-17|2018-04-17
1857|124818|11|0|300|2018-04-17|2018-04-17
1858|109567|9|0|385|2018-04-17|2018-04-17
1859|138872|29|0|229|2018-04-17|2018-04-17
1860|138846|29|0|232|2018-04-17|2018-04-17
1861|138849|29|0|226|2018-04-17|2018-04-17
1862|138829|29|0|230|2018-04-17|2018-04-17
1863|138871|29|0|228|2018-04-17|2018-04-17
1864|138870|29|0|225|2018-04-17|2018-04-17
1865|138828|29|0|225|2018-04-17|2018-04-17
1866|124358|8.5|0|240|2018-04-17|2018-04-17
1867|13850|15|0|232|2018-04-17|2018-04-17
1868|81989|12.25|0|11|2018-04-17|2018-04-17
1869|78750|16|0|20.5|2018-04-17|2018-04-17
1870|111490|7.875|0|180|2018-04-17|2018-04-17
1871|135070|22|0|248|2018-04-17|2018-04-17
1872|135339|18|0|314|2018-04-17|2018-04-17
1873|116894|10|0|200|2018-04-17|2018-04-17
1874|13849|15|0|227|2018-04-17|2018-04-17
1875|125030|9.625|0|68|2018-04-17|2018-04-17
1876|87075|16|0|608|2018-04-17|2018-04-17
1877|52542|11|0|495|2018-04-17|2018-04-17
1878|24754|14.75|0|930|2018-04-17|2018-04-17
1879|117015|10|0|500|2018-04-17|2018-04-17
1880|135072|22|0|280|2018-04-17|2018-04-17
1881|123148|30|0|35|2018-04-17|2018-04-17
1882|129361|8.5|0|12|2018-04-17|2018-04-17
1883|111470|7.375|0|435|2018-04-17|2018-04-17
1884|99456|7.25|0|290|2018-04-17|2018-04-17
1885|48096|12.25|0|803|2018-04-17|2018-04-17
1886|79727|10|0|20|2018-04-17|2018-04-17
1887|122192|9.875|0|120|2018-04-17|2018-04-17
1888|120413|42|0|38|2018-04-17|2018-04-17
1889|58386|12.25|0|545|2018-04-17|2018-04-17
1890|16912|13.5|0|12|2018-04-17|2018-04-17
1891|16995|13.5|0|10|2018-04-17|2018-04-17
1892|126270|12.5|0|1220|2018-04-17|2018-04-17
1893|4268|25|0|10|2018-04-17|2018-04-17
1894|120011|17.5|0|20|2018-04-17|2018-04-17
1895|132211|7|0|320|2018-04-17|2018-04-17
1896|90061|15|0|20|2018-04-17|2018-04-17
1897|16960|13.5|0|10|2018-04-17|2018-04-17
1898|129352|7.875|0|109|2018-04-17|2018-04-17
1899|88507|8.75|0|200|2018-04-17|2018-04-17
1900|124031|14|0|60|2018-04-17|2018-04-17
1901|51397|12.625|0|701|2018-04-17|2018-04-17
1902|87957|16.5|0|69|2018-04-17|2018-04-17
1903|88732|9|0|50|2018-04-17|2018-04-17
1904|107030|26|0|794|2018-04-17|2018-04-17
1905|99388|30|0|690|2018-04-17|2018-04-17
1906|98075|15|0|528|2018-04-17|2018-04-17
1907|26620|24|0|36|2018-04-17|2018-04-17
1908|27034|24|0|40|2018-04-17|2018-04-17
1909|98088|11.875|0|420|2018-04-17|2018-04-17
1910|105763|9.5|0|390|2018-04-17|2018-04-17
1911|46738|12.25|0|400|2018-04-17|2018-04-17
1912|87956|16.5|0|68|2018-04-17|2018-04-17
1913|120417|42|0|38|2018-04-17|2018-04-17
1914|120416|42|0|38|2018-04-17|2018-04-17
1915|52154|12.5|0|72|2018-04-17|2018-04-17
1916|81988|12.25|0|36|2018-04-17|2018-04-17
1917|108119|40|0|60|2018-04-17|2018-04-17
1918|47440|14|0|140|2018-04-17|2018-04-17
1919|108643|30|0|468|2018-04-17|2018-04-17
1920|27077|24|0|40|2018-04-17|2018-04-17
1921|27078|24|0|37|2018-04-17|2018-04-17
1922|27030|24|0|44|2018-04-17|2018-04-17
1923|5494|25|0|652|2018-04-17|2018-04-17
1924|98879|9.5|0|410|2018-04-17|2018-04-17
1925|98736|9|0|210|2018-04-17|2018-04-17
1926|117251|8|0|440|2018-04-17|2018-04-17
1927|47441|14|0|100|2018-04-17|2018-04-17
1928|99016|48|0|60|2018-04-17|2018-04-17
1929|5753|25|0|762|2018-04-17|2018-04-17
1930|116789|8.75|0|40|2018-04-17|2018-04-17
1931|33664|16|0|275|2018-04-17|2018-04-17
1932|93187|20|0|455|2018-04-17|2018-04-17
1933|51739|12.25|0|860|2018-04-17|2018-04-17
1934|98927|7.25|0|210|2018-04-17|2018-04-17
1935|17099|16|0|195|2018-04-17|2018-04-17
1936|121157|26|0|40|2018-04-17|2018-04-17
1937|87898|12.25|0|20|2018-04-17|2018-04-17
1938|33384|16.25|0|225|2018-04-17|2018-04-17
1939|57710|18|0|20|2018-04-17|2018-04-17
1940|98862|7|0|220|2018-04-17|2018-04-17
1941|122551|8.75|0|10|2018-04-17|2018-04-17
1942|121773|12.25|0|50|2018-04-17|2018-04-17
1943|106049|48|0|40|2018-04-17|2018-04-17
1944|98100|7.75|0|370|2018-04-17|2018-04-17
