WellTestId|StateWellId|TestTypeId|TestTypeOtherDesc|Yield|Drawdown|TestHours|WellTestMonth|WellTestDay|WellTestYear|WellTestDate|CreatedDate|LastUpdateDate
2133|75612|10||1130|||4|9|1968|1968-04-09|2016-06-24|
2134|75612|10||1220|||8|3|1967|1967-08-03|2016-06-24|
2135|75659|2||600|||11|12|1948|1948-11-12|2016-06-24|
2136|75748|2||410|120|1|||||2016-06-24|
2137|75757|10||575|||||||2016-06-24|
2138|75759|2||550|110||||||2016-06-24|
2139|75773|2||2|||||||2016-06-24|
2140|75929|10||200|||4|10|1962|1962-04-10|2016-06-24|
2141|75934|13||100|||7|28|1960|1960-07-28|2016-06-24|
2142|76011|13||7|||7|22|1987|1987-07-22|2016-06-24|
2143|76012|13||7|||7|22|1987|1987-07-22|2016-06-24|
2144|80033|10||150|34.53|24|12|1|2001|2001-12-01|2016-06-24|
2145|80040|2||1000|||||1978||2016-06-24|
2146|80042|2||374|||||1957||2016-06-24|
2147|80043|2||600|||||1978||2016-06-24|
2148|80062|2||450|||||1957||2016-06-24|
2149|80067|2||1178|||8|22|1959|1959-08-22|2016-06-24|
2150|72582|11||16||0|2|26|1954|1954-02-26|2016-06-24|
2151|72582|2||16|||||||2016-06-24|
2152|72583|11||26||0|8|9|1953|1953-08-09|2016-06-24|
2153|72583|2||26|||||||2016-06-24|
2154|72590|10||3||0|3|9|1966|1966-03-09|2016-06-24|
2155|72590|2||3|||||||2016-06-24|
2156|72592|13||2||0|||||2016-06-24|
2157|72596|13||26||0|11|10|1965|1965-11-10|2016-06-24|
2158|72597|10||1||0|3|18|1966|1966-03-18|2016-06-24|
2159|72597|2||1|||||||2016-06-24|
2160|72611|2||8||3|3|10|1966|1966-03-10|2016-06-24|
2161|72616|2||1||0|8|23|1961|1961-08-23|2016-06-24|
2162|72617|2||25||0|||||2016-06-24|
2163|72628|1|Flowed|2||0|3|22|1966|1966-03-22|2016-06-24|
2164|72630|1|Flowed|2||0|3|22|1966|1966-03-22|2016-06-24|
2165|72633|1|Flowed|4||0|3|22|1966|1966-03-22|2016-06-24|
2166|72637|10||3||0|1|17|1966|1966-01-17|2016-06-24|
2167|72638|13||2||0.33|3|21|1965|1965-03-21|2016-06-24|
2168|72639|1|Flowed|40||2|6|22|1953|1953-06-22|2016-06-24|
2169|72643|1|Flowed||||||||2016-06-24|
2170|72645|2||50|||||||2016-06-24|
2171|72674|2||700|||||1967||2016-06-24|
2172|72683|2||1650|||||1966||2016-06-24|
2173|72696|2||700|40|24|7|25|1992|1992-07-25|2016-06-24|
2174|72697|2||400|30|24|7|23|1992|1992-07-23|2016-06-24|
2175|72706|2||1100|||4|12|1947|1947-04-12|2016-06-24|
2176|72712|2||1100|||||1999||2016-06-24|
2177|72732|2||10||0|3|8|1966|1966-03-08|2016-06-24|
2178|72732|2||10|||||||2016-06-24|
2179|72737|1|Flowed|4||0|7|5|1961|1961-07-05|2016-06-24|
2180|72737|2||4|||||||2016-06-24|
2181|72740|2||1|||||1966||2016-06-24|
2182|72742|2||1|||3|3|1966|1966-03-03|2016-06-24|
2183|72745|10||5||0|3|3|1966|1966-03-03|2016-06-24|
2184|72748|2||1||0|3|9|1966|1966-03-09|2016-06-24|
2185|72749|10||2||0|3|9|1966|1966-03-09|2016-06-24|
2186|72751|2||3|||3|10|1966|1966-03-10|2016-06-24|
2187|72751|2||3||0|3|10|1966|1966-03-10|2016-06-24|
2188|72754|11||34|20|2|8|7|1955|1955-08-07|2016-06-24|
2189|72779|1|Flowed|1||0|2|3|1966|1966-02-03|2016-06-24|
2190|72783|10||10||0|2|1|1966|1966-02-01|2016-06-24|
2191|72798|10||14|17|36|1|27|1965|1965-01-27|2016-06-24|
2192|72810|1|Flowed|2530|||||2005||2016-06-24|
2193|72814|2||700|||||1956||2016-06-24|
2194|72823|2||1150|||2|8|1947|1947-02-08|2016-06-24|
2195|72827|1|Flowed|20|||||1947||2016-06-24|
2196|72835|2||500|||||1957||2016-06-24|
2197|72844|2||869|||7|22|1948|1948-07-22|2016-06-24|
2198|72853|2||1500|||||||2016-06-24|
2199|72857|2||1000|||||1946||2016-06-24|
2200|72862|2||1100|||||1946||2016-06-24|
2201|72875|13||2||0|7|25|1960|1960-07-25|2016-06-24|
2202|72883|2||2||0|3|4|1966|1966-03-04|2016-06-24|
2203|72886|10||1||0|3|17|1966|1966-03-17|2016-06-24|
2204|72891|2||2|||||||2016-06-24|
2205|72891|2||2||0|2|24|1965|1965-02-24|2016-06-24|
2206|72908|2||15||0|10|25|1965|1965-10-25|2016-06-24|
2207|72909|2||1||0|2|23|1966|1966-02-23|2016-06-24|
2208|72919|10||3||0.68|1|27|1966|1966-01-27|2016-06-24|
2209|72924|13||2||0|2|11|1966|1966-02-11|2016-06-24|
2210|72925|2||1||0|2|11|1966|1966-02-11|2016-06-24|
2211|72928|2||2||0|1|26|1966|1966-01-26|2016-06-24|
2212|72939|13||4||0|1|17|1966|1966-01-17|2016-06-24|
2213|72963|1|Flowed|50|||||1946||2016-06-24|
2214|72964|2||1500|25|56|1||1969||2016-06-24|
2215|73884|2||600|||||||2016-06-24|
2216|73887|2||798|89.8||11||1980||2016-06-24|
2217|73888|2||1057|||7|15|1987|1987-07-15|2016-06-24|
2218|73888|2||1200|60||1|21|1971|1971-01-21|2016-06-24|
2219|73889|2||1200|70||4|10|1971|1971-04-10|2016-06-24|
2220|73890|2||1302|152||12|11|1980|1980-12-11|2016-06-24|
2221|73890|2||1062|||||1987||2016-06-24|
2222|73891|2||500|93||12|19|1983|1983-12-19|2016-06-24|
2223|73891|2||574|||7|14|1987|1987-07-14|2016-06-24|
2224|73933|2||785|||||1959||2016-06-24|
2225|73942|2||525|||||1945||2016-06-24|
2226|73978|2||100|||||1946||2016-06-24|
2227|73981|2||940|14|14|10|19|1967|1967-10-19|2016-06-24|
2228|73993|2||1400|14|102|4||1940||2016-06-24|
2229|73999|2||1050|||||1967||2016-06-24|
2230|74009|2||985|||||1950||2016-06-24|
2231|74013|2||730|14|4|4|4|1940|1940-04-04|2016-06-24|
2232|74024|2||1270|11|3|6|8|1940|1940-06-08|2016-06-24|
2233|74025|2||1675|14|24|4|18|1947|1947-04-18|2016-06-24|
2234|74026|2||1490|||||1950||2016-06-24|
2235|74032|2||1505|30|168|||1946||2016-06-24|
2236|74043|2||330|||||1967||2016-06-24|
2237|74044|2||330|||||1967||2016-06-24|
2238|74054|2||670|||||1967||2016-06-24|
2239|74055|2||290|||||1967||2016-06-24|
2240|74057|2||1000|||||||2016-06-24|
2241|74061|2||1160|6|3|11|15|1967|1967-11-15|2016-06-24|
2242|74068|2||1500|||||||2016-06-24|
2243|74076|2||55|||||1948||2016-06-24|
2244|74099|2||3|||||||2016-06-24|
2245|74102|2||100|14|2|11|7|1967|1967-11-07|2016-06-24|
2246|74128|2||5|||||1967||2016-06-24|
2247|74143|2||766|33||5|29|1967|1967-05-29|2016-06-24|
2248|74143|2||1050||3|8|12|1962|1962-08-12|2016-06-24|
2249|74143|2||1336|74.8|2|8||1962||2016-06-24|
2250|74143|2||1438|78.3|2|8||1962||2016-06-24|
2251|74143|2||1230|68.6|2|8||1962||2016-06-24|
2252|74143|2||992|53.6|2|8||1962||2016-06-24|
2253|74143|2||825|46.3|2|8||1962||2016-06-24|
2254|74143|2||1120|61.6|2|8||1962||2016-06-24|
2255|127382|2||500|||||1993||2016-06-24|
2256|127382|10||936|200|18|5|29|1974|1974-05-29|2016-06-24|
2257|127383|2||310|||||||2016-06-24|
2258|127384|10||1800|67|12|8|26|1996|1996-08-26|2016-06-24|
2259|127390|2||1200|||||||2016-06-24|
2260|127395|2||1500|100|24|12|12|1967|1967-12-12|2016-06-24|
2261|127396|10||1001|185|12|10|18|1984|1984-10-18|2016-06-24|2016-06-29
2262|127404|2||869|54||8||1967||2016-06-24|
2263|127405|2||180|||||||2016-06-24|
2264|127410|2||1412|90|36|5|16|1991|1991-05-16|2016-06-24|
2265|127411|10||80|40|2|12|20|1994|1994-12-20|2016-06-24|
2266|127414|2||350|||||||2016-06-24|
2267|127420|2||1000|||||||2016-06-24|
2268|127422|2||370|||||||2016-06-24|
2269|127423|2||923|||||||2016-06-24|
2270|127431|2||634|52|12|8|19|1955|1955-08-19|2016-06-24|
2271|127432|2||1700|154||6|30|1967|1967-06-30|2016-06-24|
2272|127436|2||110|70|3|2||1974||2016-06-24|
2273|127456|2||500|||||||2016-06-24|
2274|127457|2||300|||3|12|1954|1954-03-12|2016-06-24|
2275|127457|10||237|16|1|7|9|1963|1963-07-09|2016-06-24|
2276|127458|2||348|38|1|7||1963||2016-06-24|
2277|127471|2||974|||||||2016-06-24|
2278|127472|10||600|97|12|11|30|1988|1988-11-30|2016-06-24|
2279|127472|13||1000|||||||2016-06-24|
2280|127473|2||1400|||||||2016-06-24|
2281|127475|11||1212|233|36|8|1|1997|1997-08-01|2016-06-24|
2282|127478|2||800|||||||2016-06-24|
2283|127479|1|Flowed|300|||||1963||2016-06-24|
2284|129048|2||92||0|||||2016-06-24|
2285|129049|2||135||0|1|17|1956|1956-01-17|2016-06-24|
2286|129050|2||260||0|4|12|1957|1957-04-12|2016-06-24|
2287|129087|2||500||0|||||2016-06-24|
2288|129088|2||450||0|||||2016-06-24|
2289|129109|2||373||0|1|25|1956|1956-01-25|2016-06-24|
2290|129424|2||350||0|1|24|1956|1956-01-24|2016-06-24|
2291|129424|2||363|||10|19|1943|1943-10-19|2016-06-24|
2292|129425|10||305|76|24|1|15|1969|1969-01-15|2016-06-24|
2293|129426|2||385||0|||||2016-06-24|
2294|129426|2||240|109|0|||||2016-06-24|
2295|129448|10||95|61|16|11|27|1995|1995-11-27|2016-06-24|
2296|129451|2||860||0|||||2016-06-24|
2297|129452|2||50|72|36|||2004||2016-06-24|
2298|129788|2||500||0|||||2016-06-24|
2299|129788|2||800|130|0|||||2016-06-24|
2300|130406|2||1000|||3|16|1955|1955-03-16|2016-06-24|
2301|131086|2||1800|||5|31|1960|1960-05-31|2016-06-24|
2302|131087|2||1800|||5|31|1960|1960-05-31|2016-06-24|
2303|131132|2||600|||5|31|1960|1960-05-31|2016-06-24|
2304|131157|2||350|||5|5|1960|1960-05-05|2016-06-24|
2305|131159|2||950|||7|10|1965|1965-07-10|2016-06-24|
2306|131304|2||100|||||||2016-06-24|
2307|131327|2||200|||||||2016-06-24|
2308|131328|2||200|||||||2016-06-24|
2309|131331|2||280|||||||2016-06-24|
2310|131338|2||900|||4|15|1965|1965-04-15|2016-06-24|
2311|131342|2||315||84|7|22|1965|1965-07-22|2016-06-24|
2312|131345|2||990|||||||2016-06-24|
2313|131348|2||1030|275||||||2016-06-24|
2314|131349|2||1050|125||||||2016-06-24|
2315|131357|2||1010|||||||2016-06-24|
2316|131358|2||600|||||||2016-06-24|
2317|131370|2||1330|178||||||2016-06-24|
2318|131374|2||1200|85|456|7|22|1965|1965-07-22|2016-06-24|
2319|131377|2||1640|97||||||2016-06-24|
2320|131377|2||1800|||5|31|1960|1960-05-31|2016-06-24|
2321|131378|2||1800|||5|31|1960|1960-05-31|2016-06-24|
2322|127517|10||600|||8|8|1969|1969-08-08|2016-06-24|
2323|127517|1|Flowed|400|||3|24|1965|1965-03-24|2016-06-24|
2324|127539|2||900|||||||2016-06-24|
2325|127552|2||475|||||||2016-06-24|
2326|127569|2||3250|82||6||1976||2016-06-24|
2327|127576|1|Flowed|647|||||1969||2016-06-24|
2328|127586|1|Flowed|350|||||1965||2016-06-24|
2329|127591|1|Flowed|85|||||1969||2016-06-24|
2330|127592|2||800|95|13|||1963||2016-06-24|
2331|127607|10||758|152||6|21|1966|1966-06-21|2016-06-24|
2332|127622|1|Flowed|925||0|||1969||2016-06-24|
2333|127627|10||1050|69|36|||1996||2016-06-24|
2334|127627|2||525||0|||1996||2016-06-24|
2335|127648|2||1960|175|12|||||2016-06-24|
2336|127659|2||1400|35||1||1955||2016-06-24|
2337|127670|2||2157|77||12|4|1956|1956-12-04|2016-06-24|
2338|127687|2||1613|||2|21|1964|1964-02-21|2016-06-24|
2339|127688|2||1950|||||||2016-06-24|
2340|127701|2||510|||||||2016-06-24|
2341|127719|2||1200|88||2||1976||2016-06-24|
2342|127721|1|Flowed|55|||||1969||2016-06-24|
2343|127735|2||1300|125||3|1|1976|1976-03-01|2016-06-24|
2344|127739|2||300|||||||2016-06-24|
2345|127755|2||352|||||||2016-06-24|
2346|127761|2||381|78||3||1961||2016-06-24|
2347|127762|2||578|27|24|2||1968||2016-06-24|
2348|127769|2||1200|93||1||1957||2016-06-24|
2349|127771|2||800|||||||2016-06-24|
2350|127779|2||1000|||||||2016-06-24|
2351|127781|2||1400|||||||2016-06-24|
2352|127788|2||870|85||4|21|1955|1955-04-21|2016-06-24|
2353|127789|13||2000|||9|1|1969|1969-09-01|2016-06-24|
2354|127793|2||1700|||||||2016-06-24|
2355|127794|2||200|||||||2016-06-24|
2356|127795|2||160|25||10|14|1967|1967-10-14|2016-06-24|
2357|127796|2||500|||||||2016-06-24|
2358|127797|2||1837|109|10|10||1971||2016-06-24|
2359|127798|2||2200|655||||||2016-06-24|
2360|127818|10||2018|93|12|4||1976||2016-06-24|
2361|127829|1|Flowed|350|||7||1971||2016-06-24|
2362|127835|10||403|131.98|8|12|7|1999|1999-12-07|2016-06-24|
2363|127839|1|Flowed|30|||6|23|1965|1965-06-23|2016-06-24|
2364|127845|2||125|||||1969||2016-06-24|
2365|127852|1|Flowed|60|||||1969||2016-06-24|
2366|127855|2||1187|||||1969||2016-06-24|
2367|74144|2||855|30||4|24|1980|1980-04-24|2016-06-24|
2368|74145|2||700|63.7||6|26|1972|1972-06-26|2016-06-24|
2369|74146|10||850|44||12|23|1980|1980-12-23|2016-06-24|
2370|74157|10||10|||5||1995||2016-06-24|
2371|74157|1|Flowed|8|||6|1|1967|1967-06-01|2016-06-24|
2372|74157|1|Flowed|40|||3||1959||2016-06-24|
2373|74157|1|Flowed|140|||6||1931||2016-06-24|
2374|74157|1|Flowed|29|||12|12|1967|1967-12-12|2016-06-24|
2375|74157|1|Flowed|15|||8||1961||2016-06-24|
2376|74158|2||250|147|83|6|1|1967|1967-06-01|2016-06-24|
2377|74159|10||650||41|||||2016-06-24|
2378|74159|1|Flowed|150||41|||1959||2016-06-24|
2379|74159|1|Flowed|53|||||1967||2016-06-24|
2380|74232|2||460|||8|6|1959|1959-08-06|2016-06-24|
2381|74235|2||680|||||1959||2016-06-24|
2382|74287|2||1300|||8||1959||2016-06-24|
2383|74305|2||800|||||1957||2016-06-24|
2384|74308|2||1760|||||1955||2016-06-24|
2385|74312|2||790|||||1959||2016-06-24|
2386|74317|2||735|||8||1959||2016-06-24|
2387|74331|2||300|27||||1951||2016-06-24|
2388|74332|2||445|15||||1952||2016-06-24|
2389|74333|2||275|30||||1952||2016-06-24|
2390|74334|2||440|22||||1965||2016-06-24|
2391|74335|2||500|72||5||1951||2016-06-24|
2392|74338|2||470|20||||1976||2016-06-24|
2393|74344|2||200|46||||1957||2016-06-24|
2394|74345|2||200|28||||1957||2016-06-24|
2395|74346|10||325|||12||1956||2016-06-24|
2396|74346|10||300|46||1|23|1957|1957-01-23|2016-06-24|
2397|74354|2||736|20|213|2|27|1961|1961-02-27|2016-06-24|
2398|74354|2||750|25||||1976||2016-06-24|
2399|74366|2||1500|||||||2016-06-24|
2400|74369|2||40|174|12|||1964||2016-06-24|
2401|74372|2||1500|||||||2016-06-24|
2402|74373|2||750|||||||2016-06-24|
2403|74393|2||550|||||1979||2016-06-24|
2404|74394|2||800|145||||1979||2016-06-24|
2405|74395|2||420|||||||2016-06-24|
2406|74400|2||760|56||||1979||2016-06-24|
2407|74401|2||550|183||||1979||2016-06-24|
2408|74405|2||540|||||1979||2016-06-24|
2409|74411|2||1000|||||||2016-06-24|
2410|74412|2||1000|||||||2016-06-24|
2411|74413|2||600|||||||2016-06-24|
2412|74420|2||1|||||1970||2016-06-24|
2413|74435|2||400|||||1972||2016-06-24|
2414|74443|2||1200|||||1959||2016-06-24|
2415|74446|2||650|||||1959||2016-06-24|
2416|74480|2||930|||||1959||2016-06-24|
2417|74504|2||1000|||||1959||2016-06-24|
2418|74535|2||1900|||||1959||2016-06-24|
2419|74545|2||458|||||1959||2016-06-24|
2420|74551|2||900|40||||1957||2016-06-24|
2421|74561|2||2000|||||||2016-06-24|
2422|74572|2||60|||||||2016-06-24|
2423|74588|2||400|||||1957||2016-06-24|
2424|74590|2||600|||||1959||2016-06-24|
2425|74595|2||1014|||||||2016-06-24|
2426|74605|2||800|||||||2016-06-24|
2427|74607|10||400|||7|3|2007|2007-07-03|2016-06-24|
2428|74613|2||1121|||8|20|1954|1954-08-20|2016-06-24|
2429|74613|2||863|||8|15|1955|1955-08-15|2016-06-24|
2430|74620|2||950|||7|3|2007|2007-07-03|2016-06-24|
2431|74624|2||1534|||8|19|1953|1953-08-19|2016-06-24|
2432|74625|2||610|||4|23|1957|1957-04-23|2016-06-24|
2433|74626|2||2052|||9|11|1953|1953-09-11|2016-06-24|
2434|74626|2||1340|||8|19|1955|1955-08-19|2016-06-24|
2435|74634|2||1000|||||1975||2016-06-24|
2436|74679|2||1670|||||1959||2016-06-24|
2437|74680|2||2000|||||1958||2016-06-24|
2438|74680|2||1150|||||1959||2016-06-24|
2439|74700|2||840|||||1959||2016-06-24|
2440|74706|2||1410|||||1959||2016-06-24|
2441|74707|2||1300|||||1958||2016-06-24|
2442|74748|2||1800|||||1986||2016-06-24|
2443|74772|2||600|||||1959||2016-06-24|
2444|74773|2||940|||||1959||2016-06-24|
2445|74774|2||1300|||||1959||2016-06-24|
2446|74787|2||635|||8||1959||2016-06-24|
2447|74818|2||1500|||||1975||2016-06-24|
2448|74822|2||1000|||||||2016-06-24|
2449|74825|2||400|||||1958||2016-06-24|
2450|74921|13||35|||5|13|1992|1992-05-13|2016-06-24|
2451|74941|2||125|75||12|9|1947|1947-12-09|2016-06-24|2016-06-29
2452|74975|2||1300|80|12|9||1962||2016-06-24|
2453|75016|2||279|104|12|11|23|1971|1971-11-23|2016-06-24|
2454|76606|10||1500|77|36|12|7|2005|2005-12-07|2016-06-24|
2455|76607|10||1500|72|36|12|2|2005|2005-12-02|2016-06-24|
2456|76644|10||1500|136|36|12|9|2005|2005-12-09|2016-06-24|
2457|76645|10||1500|100|36|9|4|2005|2005-09-04|2016-06-24|
2458|76647|10||1500|150|36|8|26|2005|2005-08-26|2016-06-24|
2459|76973|10||1000|66|36|1|6|2006|2006-01-06|2016-06-24|
2460|76975|10||1100|73|16|1|21|2006|2006-01-21|2016-06-24|
2461|76976|10||900|118|36|2|8|2006|2006-02-08|2016-06-24|
2462|76984|10||1000|116|36|3|25|2006|2006-03-25|2016-06-24|
2463|77003|2||700|||10|23|1970|1970-10-23|2016-06-24|
2464|77014|10||800|24|23|10|14|1985|1985-10-14|2016-06-24|
2465|77015|10||800|43|24|12|2|1985|1985-12-02|2016-06-24|
2466|77016|10||800|45|24|2|3|1986|1986-02-03|2016-06-24|
2467|77025|10||700|106|16|6|5|2006|2006-06-05|2016-06-24|
2468|77026|10||1000|100|18|3|18|2006|2006-03-18|2016-06-24|
2469|77052|10||1000|195|36|4|28|2006|2006-04-28|2016-06-24|
2470|77053|10||1000|195|16|6|19|2006|2006-06-19|2016-06-24|
2471|77054|10||700|92|16|5|29|2006|2006-05-29|2016-06-24|
2472|77375|10||556|28|35|8|29|1996|1996-08-29|2016-06-24|
2473|77522|10||151|184|36|3|24|1994|1994-03-24|2016-06-24|
2474|77524|10||175|164|36|3|12|1994|1994-03-12|2016-06-24|
2475|77524|10||175|164|36|3|12|1994|1994-03-12|2016-06-24|
2476|77526|10||140|93|36|9|25|1997|1997-09-25|2016-06-24|
2477|127856|1|Flowed|800|||||1956||2016-06-24|
2478|127857|1|Flowed|550|||||||2016-06-24|
2479|127866|2||2800|||6|27|1951|1951-06-27|2016-06-24|
2480|127866|1|Flowed|1250|||||||2016-06-24|
2481|127867|1|Flowed|700|||||||2016-06-24|
2482|127867|2||2800|||3|26|1951|1951-03-26|2016-06-24|
2483|127911|12||300|||5|20|1997|1997-05-20|2016-06-24|
2484|127930|10||1000||10|||||2016-06-24|
2485|127972|2||1421|110||4|14|1963|1963-04-14|2016-06-24|
2486|127980|2||1965|80||4|14|1963|1963-04-14|2016-06-24|
2487|127995|2||850|130|12|||||2016-06-24|
2488|128006|1|Flowed|842|||||||2016-06-24|
2489|128012|1|Flowed|500|||||1950||2016-06-24|
2490|128023|1|Flowed|5|||||||2016-06-24|
2491|128024|1|Flowed|4|||||1975||2016-06-24|
2492|128042|1|Flowed|75|||||1965||2016-06-24|
2493|128047|2||200|||||||2016-06-24|
2494|128115|2||350|||||1956||2016-06-24|
2495|128119|2||350|||||1959||2016-06-24|
2496|128120|1|Flowed|350|||||1956||2016-06-24|
2497|128136|1|Flowed|1000|||||1963||2016-06-24|
2498|128146|2||53|||||1959||2016-06-24|
2499|128163|1|Flowed|14|||||1959||2016-06-24|
2500|128179|1|Flowed|20|||||1959||2016-06-24|
2501|128181|1|Flowed|30|||3|11|1959|1959-03-11|2016-06-24|
2502|128182|1|Flowed|10|||||1959||2016-06-24|
2503|128278|1|Flowed|2|||||1962||2016-06-24|
2504|128302|1|Flowed|350|||||1959||2016-06-24|
2505|128316|2||575|123|48|||1987||2016-06-24|
2506|128542|1|Flowed|70|||||1942||2016-06-24|
2507|128554|1|Flowed|900|||||1959||2016-06-24|
2508|128585|1|Flowed|146|||4|25|1963|1963-04-25|2016-06-24|
2509|128702|1|Flowed|40|||||1959||2016-06-24|
2510|128710|1|Flowed|800|||||1959||2016-06-24|
2511|133922|2||200|||7|20|1960|1960-07-20|2016-06-24|
2512|133923|2||500|||7|20|1960|1960-07-20|2016-06-24|
2513|133935|2||170|||7|27|1960|1960-07-27|2016-06-24|
2514|133936|2||155||23|8|9|1944|1944-08-09|2016-06-24|
2515|133940|2||200|||7|6|1944|1944-07-06|2016-06-24|
2516|133940|2||200|||||||2016-06-24|
2517|133941|2||200|||||||2016-06-24|
2518|133941|2||200|||7|9|1944|1944-07-09|2016-06-24|
2519|133942|2||200|||7|9|1944|1944-07-09|2016-06-24|
2520|133942|2||200||70|||||2016-06-24|
2521|133944|2||155|||8|9|1944|1944-08-09|2016-06-24|
2522|133945|2||300|||7|20|1960|1960-07-20|2016-06-24|
2523|133947|2||800|217|36|3|10|2003|2003-03-10|2016-06-24|
2524|133949|2||300|||7|20|1960|1960-07-20|2016-06-24|
2525|134038|2||15|||3|20|1934|1934-03-20|2016-06-24|
2526|134039|2||26||0.17|1|5|1966|1966-01-05|2016-06-24|
2527|134076|2||15|||||||2016-06-24|
2528|134077|2||25|||||||2016-06-24|
2529|135823|2||195||0|11|3|1943|1943-11-03|2016-06-24|
2530|135898|10||350||0|4|22|1965|1965-04-22|2016-06-24|
2531|136010|2||200||0|4|21|1965|1965-04-21|2016-06-24|
2532|136167|10||30|380||6|3|1991|1991-06-03|2016-06-24|
2533|136179|10||210|80|12|11|1|1989|1989-11-01|2016-06-24|
2534|136186|10||24|42|0|8|4|1966|1966-08-04|2016-06-24|
2535|136187|10||20||0|7|26|1957|1957-07-26|2016-06-24|
2536|136190|10||280|100|2|10|4|1993|1993-10-04|2016-06-24|
2537|136191|10||75|140|8|2|5|1997|1997-02-05|2016-06-24|2016-06-29
2538|136197|2||18||0|||||2016-06-24|
2539|136198|10||30|140|2|10|22|1988|1988-10-22|2016-06-24|
2540|136199|2||25|125|0|12|11|1975|1975-12-11|2016-06-24|
2541|136201|10||60|142|8|4|9|1997|1997-04-09|2016-06-24|2016-06-29
2542|136208|2||25|64|0|12|8|1965|1965-12-08|2016-06-24|
2543|136209|10||30|115|3|6|26|1984|1984-06-26|2016-06-24|
2544|136211|10||167|225|0|1|27|1997|1997-01-27|2016-06-24|
2545|136234|2||24|212|0|1|21|1963|1963-01-21|2016-06-24|
2546|136256|10||24|||8|22|1975|1975-08-22|2016-06-24|
2547|136368|11||10|56|2|1|10|1951|1951-01-10|2016-06-24|
2548|136369|11||10|1|1|12|7|1950|1950-12-07|2016-06-24|
2549|136395|10||400||0|||||2016-06-24|
2550|136613|12||50|280|6|7|3|1986|1986-07-03|2016-06-24|
2551|136644|12||30||0|10|1|1983|1983-10-01|2016-06-24|
2552|136706|12||90||0|1|28|1987|1987-01-28|2016-06-24|
2553|136724|2||589|172||||||2016-06-24|
2554|136724|10||589|172|0|1||1950||2016-06-24|
2555|136781|10||4||0|7||1933||2016-06-24|
2556|136831|1|Flowed|5||0|||1939||2016-06-24|
2557|136853|1|Flowed|8||0|||1933||2016-06-24|
2558|136857|1|Flowed|10||0|||1933||2016-06-24|
2559|136860|1|Flowed|13||0|||1933||2016-06-24|
2560|136862|1|Flowed|18||0|||1933||2016-06-24|
2561|136873|1|Flowed|30||0|||1933||2016-06-24|
2562|136965|11||5|205|5|7|13|1995|1995-07-13|2016-06-24|
2563|136967|11||5|290|4|1|14|1995|1995-01-14|2016-06-24|
2564|136968|12||40|250|5|3|18|1996|1996-03-18|2016-06-24|
2565|136998|1|Flowed|1||0|||1939||2016-06-24|
2566|137005|1|Flowed|9||0|||1939||2016-06-24|
2567|137018|13||600||0|||||2016-06-24|
2568|137027|12||45||0|3|9|1983|1983-03-09|2016-06-24|
2569|137029|10||134||0|||||2016-06-24|
2570|137032|10||163||0|||||2016-06-24|
2571|137047|13||70||0|1|22|1948|1948-01-22|2016-06-24|
2572|137055|1|Flowed|10||0|||1927||2016-06-24|
2573|137061|1|Flowed|13||0|||||2016-06-24|
2574|137091|10||265||0|||||2016-06-24|
2575|137100|10||300||0|4|20|1948|1948-04-20|2016-06-24|
2576|137103|10||728||0|||1943||2016-06-24|
2577|137114|10||110|38|3|11|17|1966|1966-11-17|2016-06-24|
2578|137114|11||50|25|1|11|17|1966|1966-11-17|2016-06-24|
2579|137121|10||431||0|||1945||2016-06-24|
2580|137135|1|Flowed|7||0|||1920||2016-06-24|
2581|137164|1|Flowed|25||0|||1945||2016-06-24|
2582|137167|10||804||0|||1947||2016-06-24|
2583|137224|12||45||0|12|12|1950|1950-12-12|2016-06-24|
2584|77529|10||145|60|36|10|2|1997|1997-10-02|2016-06-24|
2585|77530|10||125|100|36|12|29|1995|1995-12-29|2016-06-24|
2586|78936|2||3|||||1969||2016-06-24|
2587|78951|2||32|||||1968||2016-06-24|
2588|78954|2||30|||||||2016-06-24|
2589|78999|2||800|||||||2016-06-24|
2590|79006|2||1200|113||||1963||2016-06-24|
2591|79013|2||840|||||1959||2016-06-24|
2592|79027|2||930|||||||2016-06-24|
2593|79077|2||30|||||1997||2016-06-24|
2594|79078|2||50|||||1997||2016-06-24|
2595|79079|2||200|||||||2016-06-24|
2596|79085|2||300|||||1997||2016-06-24|
2597|79088|2||196|17.6|24|||2001||2016-06-24|
2598|79092|2||50|||||||2016-06-24|
2599|79096|2||300|||||2002||2016-06-24|
2600|79103|2||766|||8|13|1957|1957-08-13|2016-06-24|
2601|79109|2||2500|212||||1966||2016-06-24|
2602|79249|10||1500|238||||1979||2016-06-24|
2603|87903|12||40|||11|5|1971|1971-11-05|2016-06-24|
2604|87904|12||50|||4|7|1992|1992-04-07|2016-06-24|
2605|87904|10||80||24|10|6|1992|1992-10-06|2016-06-24|
2606|90052|12||14|11|24|12|13|2004|2004-12-13|2016-06-24|
2607|91949|1|Flowed|20|||10|15|1964|1964-10-15|2016-06-24|
2608|91988|10||250|250|12|||||2016-06-24|
2609|92109|10||300|52|39|7|18|1978|1978-07-18|2016-06-24|
2610|92115|10||125|52|0|||1951||2016-06-24|
2611|92120|2||450|18|0|||||2016-06-24|
2612|92122|10||305|75|10|7|28|1967|1967-07-28|2016-06-24|
