date,Biomass,Coal,Hydro,Nuclear,Other,Solar,Wind,NGas
2018-01-01,1195.754309,389258.315028,1585.777408,122791.286984,27.082457,4114.266705,76398.377201,701026.0446550001
2018-01-02,1240.5831,391352.689184,1923.317461,122844.792126,38.48291,1950.58658,70018.745351,780438.7441459999
2018-01-03,1132.50736,395722.160019,1690.076079,122894.181145,14.824072,7423.375018,108049.977832,621325.8804609999
2018-01-04,1184.486913,391002.612415,1733.06589,122905.633279,47.39729,3170.790564,131441.022249,485018.192853
2018-01-05,1189.741411,369030.680562,1851.268089,122929.426503,30.779664,6789.956937,90511.099291,421181.216609
2018-01-06,1325.920959,292172.555621,732.683258,122819.131386,37.88394,5375.87224,193094.572958,297602.742914
2018-01-07,1311.123401,216896.230769,786.423146,122996.465547,25.249466,2728.492246,313654.008458,179357.315168
2018-01-08,1681.155423,272757.282441,794.562688,122905.172888,101.594525,7233.458973,128988.472461,343549.065411
2018-01-09,2983.22993,258523.235773,764.621741,122852.033156,133.24232,6886.406732,252094.834226,301446.06164800003
2018-01-10,2977.741709,238398.017935,807.459264,122840.722622,21.399165,4919.231738,346253.033078,196569.974318
2018-01-11,2883.328399,222282.997777,750.138657,122855.34718,28.733726,3872.712339,327202.681475,256887.12559699998
2018-01-12,2944.27846,324996.947157,1276.536447,122819.320596,27.249991,7697.777258,138604.792764,530495.732814
2018-01-13,3022.588276,315967.815655,1338.505359,122916.36728,38.049031,7743.253304,129043.191228,499826.879448
2018-01-14,2990.190163,310526.347655,1059.00387,122957.45515,30.399055,7509.224852,147114.878859,418947.603204
2018-01-15,2921.077529,202563.674211,1197.942381,122910.262454,40.62013,5992.444229,314986.507699,348592.83973999997
2018-01-16,2006.994361,310519.907364,1922.694929,122871.10941,674.661535,2889.350898,183106.475263,715112.623414
2018-01-17,2610.395199,339745.779277,2130.991817,122948.596923,613.927293,3241.517366,123389.373291,762019.315174
2018-01-18,2828.910148,316558.66908,1773.591904,122974.346371,104.903408,6601.708219,181782.773823,620097.769401
2018-01-19,2814.500455,269062.591988,902.780197,122978.23607,7.730469,6706.822759,289269.787335,383290.128718
2018-01-20,1284.143075,207692.907265,811.094172,122950.295509,23.276023,6939.814166,291219.611191,212457.43089299998
2018-01-21,1181.994154,167466.179353,560.514864,122916.17165,36.194713,6162.014834,344715.616131,138302.253373
2018-01-22,1218.616594,242302.498003,716.223129,122889.143683,16.660144,8196.337609,229722.796957,260222.083251
2018-01-23,1243.928222,338697.102474,736.723941,122904.998964,306.192115,7632.479419,51693.95864,422423.7372
2018-01-24,1201.498788,322084.518653,412.654553,122846.319194,39.65802,8312.618356,119122.663215,385301.43166799995
2018-01-25,1292.909359,287202.508161,381.409379,122871.530791,174.284337,5461.00894,312177.144757,237174.26415499998
2018-01-26,1287.831537,239755.568254,323.774168,122894.5692,34.882044,5450.171072,304144.775958,199535.41373700002
2018-01-27,1311.156057,243122.357099,489.195195,122875.475127,36.278045,6335.743292,160108.139544,251812.120639
2018-01-28,1326.155638,259049.38281,449.594816,122864.301541,9.301499,8330.014668,78376.10224,330593.747742
2018-01-29,1290.78538,282689.704073,777.110397,122847.342028,37.389376,8018.921037,128397.54323,365607.372217
2018-01-30,1274.400444,245921.596998,515.060874,122781.974408,51.363497,8084.086267,339067.77165,242291.02077
2018-01-31,1290.652369,227545.879372,547.507012,122836.100338,40.927417,7884.683568,332835.027592,192510.677856
2018-02-01,1284.562796,213940.145061,548.949136,122822.620859,16.716106,7212.311029,271286.885894,229729.526432
2018-02-02,1318.56601,265775.879015,928.485235,122785.855852,38.668236,6183.068114,184203.2208,329227.72351
2018-02-03,1346.277126,212472.223828,806.808631,122812.751587,38.442076,4935.591802,246535.526824,293034.135472
2018-02-04,1320.535187,192830.785544,842.854563,122818.139833,37.179972,8567.654666,157760.848781,326471.350945
2018-02-05,1324.119117,281118.100012,955.058973,122798.468106,209.532922,6420.339367,140623.456723,404912.384173
2018-02-06,1321.192784,269767.018941,980.750652,122710.404908,8.726575,3078.576224,148639.58457,435456.050774
2018-02-07,1266.650923,279149.393609,1116.996496,122749.809471,17.474141,6523.148455,138652.378096,527111.4487910001
2018-02-08,1307.622633,232786.887411,1117.785124,122754.174729,12.024508,8013.921753,173484.476887,483698.15503100003
2018-02-09,1308.722112,208830.930424,999.836956,122774.995828,-11.682842,5777.305829,225753.001055,321245.864238
2018-02-10,1261.132892,224734.243515,1115.348124,122756.568668,105.546184,5694.245733,170663.944634,368691.163459
2018-02-11,1175.074439,257428.148751,1147.303164,122742.018097,17.118071,5209.114791,180813.29992,521511.31884
2018-02-12,1227.707903,283018.751423,1162.352905,122797.50392,41.969564,8077.876515,123950.671733,595424.3231340001
