date,Coal,Hydro,Nuclear,Other,Wind,NGas
2010-10-27,282350.2863,4095.650593,123584.2736,9411.232919,71383.66983,204660.33407
2010-10-28,267994.4544,4312.806576,123840.0063,7786.189408,108565.2569,192217.58887
2010-10-29,248630.3164,3558.832428,118837.3432,5599.711831,101930.7826,169715.12647
2010-10-30,279743.4474,3184.450702,90414.51058,6318.491942,72828.34322,175646.38477
2010-10-31,299028.8694,3137.562392,90753.31574,7880.257701,66968.66467,226933.75432
2010-11-01,270104.5321,3435.179409,90758.53298,4911.001848,118185.7933,204343.95531999998
2010-11-02,271546.9506,3185.715913,90695.40244,5601.660257,108211.0982,229727.61824
2010-11-03,328201.4715,3138.201798,123983.2228,14454.99348,32424.5003,409320.22413
2010-11-04,314130.5013,3622.988354,123998.4955,12638.11252,15236.59201,350628.58660000004
2010-11-05,298893.4608,4185.207449,111297.3328,13918.18596,90035.5689,336782.22731
2010-11-06,305338.128,5344.170769,89995.25051,19538.17792,8305.609722,410993.88003
2010-11-07,344727.0086,4667.473969,90050.19598,17059.2415,19949.08401,302902.12459
2010-11-08,340192.1236,3959.935826,90051.06945,10739.84401,29467.65254,282183.03359999997
2010-11-09,351634.4946,3900.738348,90004.90227,11659.14825,49786.61112,267918.53088
2010-11-10,335567.9669,3347.025415,89987.34513,10409.44694,65850.14667,304524.9434
2010-11-11,330715.5975,2057.687069,101915.0881,14583.65113,46357.50038,412809.20155
2010-11-12,340999.7937,1663.364927,122292.499,14412.91946,47814.56192,433065.83737
2010-11-13,343900.1731,3679.684516,124104.2656,15315.90074,18509.52379,476251.94593
2010-11-14,321654.2564,3722.552305,124186.4812,15651.79461,15298.32178,461072.8632
2010-11-15,311128.9878,3688.346452,124167.6745,9912.437929,57076.92606,350624.05283
