,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
211,2014-07-20,390330.76063646475,283266.23244316655,621370.5936519557,390330.76063646475,390330.76063646475,64528.720047772804,64528.720047772804,64528.720047772804,2891.2010476559362,2891.2010476559362,2891.2010476559362,61637.51900011687,61637.51900011687,61637.51900011687,0.0,0.0,0.0,454859.48068423755
212,2014-07-21,390324.76574294356,281894.25086668046,624937.3694269509,390324.76574294356,390324.76574294356,59645.5174533306,59645.5174533306,59645.5174533306,-2051.9935752277615,-2051.9935752277615,-2051.9935752277615,61697.51102855836,61697.51102855836,61697.51102855836,0.0,0.0,0.0,449970.2831962742
213,2014-07-22,390359.3263791354,271881.4096387055,619950.4445340466,390359.3263791354,390359.3263791354,58050.34353014246,58050.34353014246,58050.34353014246,-3556.215377947908,-3556.215377947908,-3556.215377947908,61606.55890809037,61606.55890809037,61606.55890809037,0.0,0.0,0.0,448409.6699092779
214,2014-07-23,390393.88701532746,279548.93387038424,638023.7307232963,390393.88701532746,390393.88701532746,67551.80553159349,67551.80553159349,67551.80553159349,6275.536517444332,6275.536517444332,6275.536517444332,61276.26901414916,61276.26901414916,61276.26901414916,0.0,0.0,0.0,457945.69254692097
215,2014-07-24,390428.4476515193,281490.9260587285,613683.291722216,390428.4476515193,390428.4476515193,62989.385793070156,62989.385793070156,62989.385793070156,2363.326134385997,2363.326134385997,2363.326134385997,60626.05965868416,60626.05965868416,60626.05965868416,0.0,0.0,0.0,453417.83344458946
216,2014-07-25,390463.00828771124,273181.68847334484,618220.2308581729,390463.00828771124,390463.00828771124,54500.858628332455,54500.858628332455,54500.858628332455,-5084.7181136578665,-5084.7181136578665,-5084.7181136578665,59585.57674199032,59585.57674199032,59585.57674199032,0.0,0.0,0.0,444963.8669160437
217,2014-07-26,390497.5689239032,266820.5746864061,621847.4909456164,390497.5689239033,390497.5689239033,57259.63518971151,57259.63518971151,57259.63518971151,-837.1366326357788,-837.1366326357788,-837.1366326357788,58096.77182234729,58096.77182234729,58096.77182234729,0.0,0.0,0.0,447757.20411361475
218,2014-07-27,390532.12956009514,269806.15908328694,612426.689069507,390532.12956009514,390532.12956009514,59006.78662602835,59006.78662602835,59006.78662602835,2891.2010476578666,2891.2010476578666,2891.2010476578666,56115.585578370476,56115.585578370476,56115.585578370476,0.0,0.0,0.0,449538.9161861235
219,2014-07-28,390566.6901962871,263508.10755954485,611148.4992418719,390566.6901962871,390566.6901962871,51561.19844193354,51561.19844193354,51561.19844193354,-2051.993575218881,-2051.993575218881,-2051.993575218881,53613.19201715242,53613.19201715242,53613.19201715242,0.0,0.0,0.0,442127.88863822067
220,2014-07-29,390601.25083247904,256148.46299940508,612693.2454361593,390601.25083247904,390601.25083247904,47020.556958660556,47020.556958660556,47020.556958660556,-3556.2153779569526,-3556.2153779569526,-3556.2153779569526,50576.77233661751,50576.77233661751,50576.77233661751,0.0,0.0,0.0,437621.8077911396
221,2014-07-30,390635.811468671,272974.5729099708,610164.0667896054,390635.811468671,390635.811468671,53285.338188400616,53285.338188400616,53285.338188400616,6275.53651745021,6275.53651745021,6275.53651745021,47009.801670950415,47009.801670950415,47009.801670950415,0.0,0.0,0.0,443921.1496570716
222,2014-07-31,390670.37210486294,260400.4636451872,610232.7728305407,390670.37210486294,390670.37210486294,45295.17273707887,45295.17273707887,45295.17273707887,2363.3261343801996,2363.3261343801996,2363.3261343801996,42931.84660269868,42931.84660269868,42931.84660269868,0.0,0.0,0.0,435965.5448419418
223,2014-08-01,390704.93274105486,239366.9573372563,604608.4297836707,390704.93274105486,390704.93274105486,33293.16776351929,33293.16776351929,33293.16776351929,-5084.718113655532,-5084.718113655532,-5084.718113655532,38377.88587717483,38377.88587717483,38377.88587717483,0.0,0.0,0.0,423998.10050457413
224,2014-08-02,390739.49337724684,261476.68896293698,596685.7462022108,390739.49337724684,390739.49337724684,32560.044141059177,32560.044141059177,32560.044141059177,-837.136632633951,-837.136632633951,-837.136632633951,33397.18077369314,33397.18077369314,33397.18077369314,0.0,0.0,0.0,423299.537518306
225,2014-08-03,390774.05401343876,257125.34015734994,599178.5211474526,390774.05401343876,390774.05401343876,30942.93571184206,30942.93571184206,30942.93571184206,2891.201047659383,2891.201047659383,2891.201047659383,28051.73466418267,28051.73466418267,28051.73466418267,0.0,0.0,0.0,421716.9897252808
226,2014-08-04,390808.61464963073,223703.10727697719,587308.3553087354,390808.61464963073,390808.61464963073,20362.399467658477,20362.399467658477,20362.399467658477,-2051.9935752231304,-2051.9935752231304,-2051.9935752231304,22414.393042881606,22414.393042881606,22414.393042881606,0.0,0.0,0.0,411171.0141172892
227,2014-08-05,390843.17528582265,223424.01393881123,577819.1580215734,390843.17528582265,390843.17528582265,13010.430027543725,13010.430027543725,13010.430027543725,-3556.2153779519494,-3556.2153779519494,-3556.2153779519494,16566.645405495674,16566.645405495674,16566.645405495674,0.0,0.0,0.0,403853.6053133664
228,2014-08-06,390877.73592201463,231929.79582704062,581414.2373071193,390877.73592201463,390877.73592201463,16871.735025665457,16871.735025665457,16871.735025665457,6275.536517450668,6275.536517450668,6275.536517450668,10596.198508214788,10596.198508214788,10596.198508214788,0.0,0.0,0.0,407749.47094768006
229,2014-08-07,390912.29655820655,230423.16093530785,575142.549443144,390912.29655820655,390912.29655820655,6957.722655665766,6957.722655665766,6957.722655665766,2363.3261343697545,2363.3261343697545,2363.3261343697545,4594.396521296012,4594.396521296012,4594.396521296012,0.0,0.0,0.0,397870.0192138723
230,2014-08-08,390946.85719439853,210713.88509814633,566823.2036426662,390946.85719439853,390946.85719439853,-6431.15086022223,-6431.15086022223,-6431.15086022223,-5084.718113658907,-5084.718113658907,-5084.718113658907,-1346.4327465633223,-1346.4327465633223,-1346.4327465633223,0.0,0.0,0.0,384515.7063341763
231,2014-08-09,390981.41783059045,195861.01679699853,562749.5910954433,390981.41783059045,390981.41783059045,-7972.761761226078,-7972.761761226078,-7972.761761226078,-837.1366326602678,-837.1366326602678,-837.1366326602678,-7135.625128565812,-7135.625128565812,-7135.625128565812,0.0,0.0,0.0,383008.6560693644
232,2014-08-10,391015.97846678237,203376.88340686992,577750.6512374819,391015.97846678237,391015.97846678237,-9795.54058732848,-9795.54058732848,-9795.54058732848,2891.201047656964,2891.201047656964,2891.201047656964,-12686.741634985447,-12686.741634985447,-12686.741634985447,0.0,0.0,0.0,381220.4378794539
233,2014-08-11,391050.53910297435,194783.33022177857,533089.8246705742,391050.53910297435,391050.53910297435,-19971.962111960827,-19971.962111960827,-19971.962111960827,-2051.9935752273786,-2051.9935752273786,-2051.9935752273786,-17919.96853673345,-17919.96853673345,-17919.96853673345,0.0,0.0,0.0,371078.57699101354
234,2014-08-12,391085.09973916627,192704.20163593738,537008.7590632396,391085.09973916627,391085.09973916627,-26320.501449077678,-26320.501449077678,-26320.501449077678,-3556.215377946467,-3556.215377946467,-3556.215377946467,-22764.28607113121,-22764.28607113121,-22764.28607113121,0.0,0.0,0.0,364764.5982900886
235,2014-08-13,391119.66037535825,214006.5323429872,545273.4998903541,391119.66037535825,391119.66037535825,-20883.807150299624,-20883.807150299624,-20883.807150299624,6275.536517446125,6275.536517446125,6275.536517446125,-27159.343667745747,-27159.343667745747,-27159.343667745747,0.0,0.0,0.0,370235.85322505864
236,2014-08-14,391154.22101155017,186034.36425158457,536548.5239903462,391154.22101155017,391154.22101155017,-28693.66307101292,-28693.66307101292,-28693.66307101292,2363.326134387483,2363.326134387483,2363.326134387483,-31056.989205400405,-31056.989205400405,-31056.989205400405,0.0,0.0,0.0,362460.5579405372
237,2014-08-15,391188.78164774214,188509.30373102313,539715.2202612634,391188.78164774214,391188.78164774214,-39507.12902096247,-39507.12902096247,-39507.12902096247,-5084.718113656573,-5084.718113656573,-5084.718113656573,-34422.41090730591,-34422.41090730591,-34422.41090730591,0.0,0.0,0.0,351681.6526267797
238,2014-08-16,391223.34228393406,180370.84689701154,519553.11252849974,391223.34228393406,391223.34228393406,-38071.99934552044,-38071.99934552044,-38071.99934552044,-837.1366326584398,-837.1366326584398,-837.1366326584398,-37234.862712862,-37234.862712862,-37234.862712862,0.0,0.0,0.0,353151.3429384136
239,2014-08-17,391257.902920126,179451.05628315316,523321.5686694994,391257.902920126,391257.902920126,-36596.7559041086,-36596.7559041086,-36596.7559041086,2891.201047654544,2891.201047654544,2891.201047654544,-39487.95695176314,-39487.95695176314,-39487.95695176314,0.0,0.0,0.0,354661.1470160174
240,2014-08-18,391292.46355631796,182394.03981518088,527428.4694659516,391292.46355631796,391292.46355631796,-43241.515064857645,-43241.515064857645,-43241.515064857645,-2051.993575233909,-2051.993575233909,-2051.993575233909,-41189.521489623745,-41189.521489623745,-41189.521489623745,0.0,0.0,0.0,348050.9484914603
241,2014-08-19,391327.0241925099,149725.05921773767,515855.88519454526,391327.0241925099,391327.0241925099,-45917.24718683512,-45917.24718683512,-45917.24718683512,-3556.215377955751,-3556.215377955751,-3556.215377955751,-42361.031808879365,-42361.031808879365,-42361.031808879365,0.0,0.0,0.0,345409.7770056748
242,2014-08-20,391361.58482870186,185574.40064803057,526031.3345980308,391361.58482870186,391361.58482870186,-36761.104812815014,-36761.104812815014,-36761.104812815014,6275.536517449291,6275.536517449291,6275.536517449291,-43036.641330264305,-43036.641330264305,-43036.641330264305,0.0,0.0,0.0,354600.48001588683
243,2014-08-21,391396.1454648938,170688.6847978772,519595.57911926287,391396.1454648938,391396.1454648938,-40898.519150846856,-40898.519150846856,-40898.519150846856,2363.3261343770373,2363.3261343770373,2363.3261343770373,-43261.8452852239,-43261.8452852239,-43261.8452852239,0.0,0.0,0.0,350497.6263140469
244,2014-08-22,391430.70610108576,165328.10656004984,522044.41361258336,391430.70610108576,391430.70610108576,-48176.54237404349,-48176.54237404349,-48176.54237404349,-5084.7181136599,-5084.7181136599,-5084.7181136599,-43091.8242603836,-43091.8242603836,-43091.8242603836,0.0,0.0,0.0,343254.16372704227
245,2014-08-23,391465.2667372777,172956.5937936793,517797.25049344834,391465.2667372776,391465.2667372776,-43426.65946534652,-43426.65946534652,-43426.65946534652,-837.1366326454997,-837.1366326454997,-837.1366326454997,-42589.522832701026,-42589.522832701026,-42589.522832701026,0.0,0.0,0.0,348038.60727193113
246,2014-08-24,391499.82737346954,183447.13936535202,517634.4724122298,391499.82737346954,391499.82737346954,-38932.32518194264,-38932.32518194264,-38932.32518194264,2891.2010476604105,2891.2010476604105,2891.2010476604105,-41823.52622960304,-41823.52622960304,-41823.52622960304,0.0,0.0,0.0,352567.50219152693
247,2014-08-25,391534.3880096615,182449.16540256012,516428.3810710362,391534.3880096615,391534.3880096615,-42917.79704143115,-42917.79704143115,-42917.79704143115,-2051.9935752227466,-2051.9935752227466,-2051.9935752227466,-40865.8034662084,-40865.8034662084,-40865.8034662084,0.0,0.0,0.0,348616.5909682304
248,2014-08-26,391568.94864585344,180281.76165479876,520306.74999642017,391568.94864585344,391568.94864585344,-43345.60415914734,-43345.60415914734,-43345.60415914734,-3556.215377965035,-3556.215377965035,-3556.215377965035,-39789.38878118231,-39789.38878118231,-39789.38878118231,0.0,0.0,0.0,348223.3444867061
249,2014-08-27,391659.089713753,188872.98569157667,524218.2654998566,391659.089713753,391659.089713753,-32390.53780916327,-32390.53780916327,-32390.53780916327,6275.53651745246,6275.53651745246,6275.53651745246,-38666.07432661573,-38666.07432661573,-38666.07432661573,0.0,0.0,0.0,359268.55190458975
250,2014-08-28,391749.2307816527,173610.11407647427,530408.161997508,391749.2307816527,391749.2307816527,-35200.859815242766,-35200.859815242766,-35200.859815242766,2363.3261343712397,2363.3261343712397,2363.3261343712397,-37564.185949614,-37564.185949614,-37564.185949614,0.0,0.0,0.0,356548.3709664099
251,2014-08-29,391839.37184955215,166687.27716833807,543514.6046931192,391839.37184955215,391839.37184955215,-41631.228697741484,-41631.228697741484,-41631.228697741484,-5084.718113663229,-5084.718113663229,-5084.718113663229,-36546.51058407825,-36546.51058407825,-36546.51058407825,0.0,0.0,0.0,350208.1431518107
252,2014-08-30,391929.5129174518,179477.60294876792,523684.0954674579,391929.5129174518,391929.5129174518,-36505.57500170269,-36505.57500170269,-36505.57500170269,-837.1366326605221,-837.1366326605221,-837.1366326605221,-35668.43836904217,-35668.43836904217,-35668.43836904217,0.0,0.0,0.0,355423.9379157491
253,2014-08-31,392019.6539853514,178556.3670628169,539635.9604609137,392019.6539853514,392019.6539853514,-32085.174258244457,-32085.174258244457,-32085.174258244457,2891.201047653641,2891.201047653641,2891.201047653641,-34976.375305898095,-34976.375305898095,-34976.375305898095,0.0,0.0,0.0,359934.4797271069
254,2014-09-01,392109.795053251,176945.84873579553,522014.00910546875,392109.795053251,392109.795053251,-36558.466872144534,-36558.466872144534,-36558.466872144534,-2051.9935752292763,-2051.9935752292763,-2051.9935752292763,-34506.47329691526,-34506.47329691526,-34506.47329691526,0.0,0.0,0.0,355551.3281811064
255,2014-09-02,392199.93612115056,167743.53200220925,517710.42721103446,392199.93612115056,392199.93612115056,-37839.92943846523,-37839.92943846523,-37839.92943846523,-3556.215377959792,-3556.215377959792,-3556.215377959792,-34283.71406050543,-34283.71406050543,-34283.71406050543,0.0,0.0,0.0,354360.00668268534
256,2014-09-03,392290.0771890501,189543.50528095372,525686.9987358561,392290.0771890501,392290.0771890501,-28045.835502354646,-28045.835502354646,-28045.835502354646,6275.536517455628,6275.536517455628,6275.536517455628,-34321.372019810275,-34321.372019810275,-34321.372019810275,0.0,0.0,0.0,364244.24168669543
257,2014-09-04,392380.2182569497,179603.8065955608,539233.2888165388,392380.2182569497,392380.2182569497,-32257.54303487944,-32257.54303487944,-32257.54303487944,2363.326134379673,2363.326134379673,2363.326134379673,-34620.86916925911,-34620.86916925911,-34620.86916925911,0.0,0.0,0.0,360122.67522207025
258,2014-09-05,392470.35932484927,183596.61388834636,526847.57325923,392470.35932484927,392470.35932484927,-40256.740628098676,-40256.740628098676,-40256.740628098676,-5084.718113655326,-5084.718113655326,-5084.718113655326,-35172.02251444335,-35172.02251444335,-35172.02251444335,0.0,0.0,0.0,352213.6186967506
259,2014-09-06,392560.50039274886,173658.5725760489,531992.9284886336,392560.50039274886,392560.50039274886,-36790.808970995735,-36790.808970995735,-36790.808970995735,-837.1366326586941,-837.1366326586941,-837.1366326586941,-35953.67233833704,-35953.67233833704,-35953.67233833704,0.0,0.0,0.0,355769.69142175314
260,2014-09-07,392650.64146064845,188426.0372850879,539754.5412925342,392650.64146064845,392650.64146064845,-34043.46660378917,-34043.46660378917,-34043.46660378917,2891.201047655571,2891.201047655571,2891.201047655571,-36934.66765144473,-36934.66765144473,-36934.66765144473,0.0,0.0,0.0,358607.17485685926
261,2014-09-08,392740.7825285481,171396.41811388452,525764.0871707861,392740.7825285481,392740.7825285481,-40127.16767482016,-40127.16767482016,-40127.16767482016,-2051.9935752335246,-2051.9935752335246,-2051.9935752335246,-38075.174099586635,-38075.174099586635,-38075.174099586635,0.0,0.0,0.0,352613.6148537279
262,2014-09-09,392830.92359644757,171945.73449150354,524378.4967983454,392830.92359644757,392830.92359644757,-42884.475045332605,-42884.475045332605,-42884.475045332605,-3556.2153779688356,-3556.2153779688356,-3556.2153779688356,-39328.25966736377,-39328.25966736377,-39328.25966736377,0.0,0.0,0.0,349946.44855111494
263,2014-09-10,392921.06466434716,187948.32351998557,538523.2611498903,392921.06466434716,392921.06466434716,-34366.1685122504,-34366.1685122504,-34366.1685122504,6275.536517451085,6275.536517451085,6275.536517451085,-40641.70502970149,-40641.70502970149,-40641.70502970149,0.0,0.0,0.0,358554.89615209674
264,2014-09-11,393011.2057322468,185863.1620898399,526632.8545392093,393011.2057322468,393011.2057322468,-39596.652487691324,-39596.652487691324,-39596.652487691324,2363.3261343785225,2363.3261343785225,2363.3261343785225,-41959.97862206985,-41959.97862206985,-41959.97862206985,0.0,0.0,0.0,353414.5532445555
265,2014-09-12,393101.3468001464,172461.81329682277,510938.82859210955,393101.3468001464,393101.3468001464,-48311.02973753579,-48311.02973753579,-48311.02973753579,-5084.718113652993,-5084.718113652993,-5084.718113652993,-43226.31162388279,-43226.31162388279,-43226.31162388279,0.0,0.0,0.0,344790.3170626106
266,2014-09-13,393191.487868046,176716.88852056596,524482.0315994564,393191.487868046,393191.487868046,-45221.941853128956,-45221.941853128956,-45221.941853128956,-837.1366326457546,-837.1366326457546,-837.1366326457546,-44384.805220483206,-44384.805220483206,-44384.805220483206,0.0,0.0,0.0,347969.546014917
267,2014-09-14,393281.62893594557,174662.17922427395,533318.5905838559,393281.62893594557,393281.62893594557,-42491.30075814568,-42491.30075814568,-42491.30075814568,2891.2010476531514,2891.2010476531514,2891.2010476531514,-45382.50180579883,-45382.50180579883,-45382.50180579883,0.0,0.0,0.0,350790.3281777999
268,2014-09-15,393371.7700038451,160055.1551086093,512278.5934241688,393371.7700038451,393371.7700038451,-48223.34679769905,-48223.34679769905,-48223.34679769905,-2051.9935752246447,-2051.9935752246447,-2051.9935752246447,-46171.35322247441,-46171.35322247441,-46171.35322247441,0.0,0.0,0.0,345148.42320614605
269,2014-09-16,393461.9110717447,163304.51248063412,520045.1582368889,393461.9110717447,393461.9110717447,-50266.238033941685,-50266.238033941685,-50266.238033941685,-3556.2153779635933,-3556.2153779635933,-3556.2153779635933,-46710.02265597809,-46710.02265597809,-46710.02265597809,0.0,0.0,0.0,343195.67303780303
270,2014-09-17,393552.0521396443,170706.59762777455,530372.0200602316,393552.0521396443,393552.0521396443,-40689.92576921022,-40689.92576921022,-40689.92576921022,6275.536517451542,6275.536517451542,6275.536517451542,-46965.462286661765,-46965.462286661765,-46965.462286661765,0.0,0.0,0.0,352862.12637043407
271,2014-09-18,393642.19320754387,169173.6102721118,530301.2643486611,393642.19320754387,393642.19320754387,-44550.88994722765,-44550.88994722765,-44550.88994722765,2363.3261343680774,2363.3261343680774,2363.3261343680774,-46914.21608159573,-46914.21608159573,-46914.21608159573,0.0,0.0,0.0,349091.3032603162
272,2014-09-19,393732.33427544346,176819.3173562748,526833.5592574597,393732.33427544346,393732.33427544346,-51628.1240581303,-51628.1240581303,-51628.1240581303,-5084.718113656321,-5084.718113656321,-5084.718113656321,-46543.40594447398,-46543.40594447398,-46543.40594447398,0.0,0.0,0.0,342104.21021731314
273,2014-09-20,393822.475343343,172497.22341149743,520246.3749594019,393822.475343343,393822.475343343,-46688.5061904833,-46688.5061904833,-46688.5061904833,-837.1366326607766,-837.1366326607766,-837.1366326607766,-45851.36955782253,-45851.36955782253,-45851.36955782253,0.0,0.0,0.0,347133.9691528597
274,2014-09-21,393912.6164112426,170623.40641353064,517673.76345907454,393912.6164112426,393912.6164112426,-41956.7282817357,-41956.7282817357,-41956.7282817357,2891.201047659017,2891.201047659017,2891.201047659017,-44847.92932939471,-44847.92932939471,-44847.92932939471,0.0,0.0,0.0,351955.8881295069
275,2014-09-22,394002.7574791422,183887.8724312588,532742.0084684108,394002.7574791422,394002.7574791422,-45606.27712294938,-45606.27712294938,-45606.27712294938,-2051.9935752157626,-2051.9935752157626,-2051.9935752157626,-43554.28354773361,-43554.28354773361,-43554.28354773361,0.0,0.0,0.0,348396.48035619286
276,2014-09-23,394092.8985470418,161122.77252059145,521994.9009664746,394092.8985470418,394092.8985470418,-45558.738174100865,-45558.738174100865,-45558.738174100865,-3556.21537795859,-3556.21537795859,-3556.21537795859,-42002.52279614228,-42002.52279614228,-42002.52279614228,0.0,0.0,0.0,348534.16037294094
277,2014-09-24,394183.0396149414,173158.07983531212,540129.2597747511,394183.0396149414,394183.0396149414,-33959.249980412045,-33959.249980412045,-33959.249980412045,6275.536517457422,6275.536517457422,6275.536517457422,-40234.78649786946,-40234.78649786946,-40234.78649786946,0.0,0.0,0.0,360223.7896345294
278,2014-09-25,394273.18068284093,188817.21483661057,538412.834343378,394273.18068284093,394273.18068284093,-35938.75966875678,-35938.75966875678,-35938.75966875678,2363.32613436228,2363.32613436228,2363.32613436228,-38302.08580311906,-38302.08580311906,-38302.08580311906,0.0,0.0,0.0,358334.42101408413
279,2014-09-26,394363.3217507405,162958.46311574767,530809.3486104766,394363.3217507405,394363.3217507405,-41347.547641174126,-41347.547641174126,-41347.547641174126,-5084.718113654033,-5084.718113654033,-5084.718113654033,-36262.829527520094,-36262.829527520094,-36262.829527520094,0.0,0.0,0.0,353015.7741095664
280,2014-09-27,394453.4628186401,186080.1793339825,549090.1082486375,394453.4628186401,394453.4628186401,-35018.23582336423,-35018.23582336423,-35018.23582336423,-837.136632653393,-837.136632653393,-837.136632653393,-34181.09919071083,-34181.09919071083,-34181.09919071083,0.0,0.0,0.0,359435.2269952759
281,2014-09-28,394543.6038865397,199338.42684782983,541044.2639017119,394543.6038865397,394543.6038865397,-29233.526044180602,-29233.526044180602,-29233.526044180602,2891.2010476522496,2891.2010476522496,2891.2010476522496,-32124.727091832847,-32124.727091832847,-32124.727091832847,0.0,0.0,0.0,365310.0778423591
282,2014-09-29,394633.7449544393,181640.6245518902,531449.6535408103,394633.7449544393,394633.7449544393,-32215.231132120098,-32215.231132120098,-32215.231132120098,-2051.993575222292,-2051.993575222292,-2051.993575222292,-30163.237556897806,-30163.237556897806,-30163.237556897806,0.0,0.0,0.0,362418.5138223192
283,2014-09-30,394723.8860223389,194737.16451574018,529613.1317928425,394723.8860223389,394723.8860223389,-31921.93118650218,-31921.93118650218,-31921.93118650218,-3556.2153779531077,-3556.2153779531077,-3556.2153779531077,-28365.715808549074,-28365.715808549074,-28365.715808549074,0.0,0.0,0.0,362801.9548358367
284,2014-10-01,394868.3346961394,200789.7676193616,557665.9125705413,394868.3346961394,394868.3346961394,-20523.134694543023,-20523.134694543023,-20523.134694543023,6275.536517452876,6275.536517452876,6275.536517452876,-26798.6712119959,-26798.6712119959,-26798.6712119959,0.0,0.0,0.0,374345.20000159636
285,2014-10-02,395012.7833699398,191180.50490588768,539998.4557497142,395012.7833699398,395012.7833699398,-23160.63573805581,-23160.63573805581,-23160.63573805581,2363.3261343753607,2363.3261343753607,2363.3261343753607,-25523.96187243117,-25523.96187243117,-25523.96187243117,0.0,0.0,0.0,371852.14763188397
286,2014-10-03,395157.2320437402,179462.5342039138,532874.6794103394,395157.2320437402,395157.2320437402,-29681.563807260056,-29681.563807260056,-29681.563807260056,-5084.718113657361,-5084.718113657361,-5084.718113657361,-24596.8456936027,-24596.8456936027,-24596.8456936027,0.0,0.0,0.0,365475.66823648015
287,2014-10-04,395301.6807175407,209251.84466232784,549943.1035717903,395301.6807175407,395301.6807175407,-24901.35574763857,-24901.35574763857,-24901.35574763857,-837.136632646009,-837.136632646009,-837.136632646009,-24064.219114992553,-24064.219114992553,-24064.219114992553,0.0,0.0,0.0,370400.3249699021
288,2014-10-05,395446.1293913412,197608.79591802237,561310.0717669509,395446.1293913412,395446.1293913412,-21071.897899989875,-21071.897899989875,-21071.897899989875,2891.2010476541777,2891.2010476541777,2891.2010476541777,-23963.098947644055,-23963.098947644055,-23963.098947644055,0.0,0.0,0.0,374374.2314913513
289,2014-10-06,395590.5780651416,186883.34227723262,550529.1764044813,395590.5780651416,395590.5780651416,-26371.388782838112,-26371.388782838112,-26371.388782838112,-2051.9935752134106,-2051.9935752134106,-2051.9935752134106,-24319.395207624693,-24319.395207624693,-24319.395207624693,0.0,0.0,0.0,369219.1892823035
290,2014-10-07,395735.026738942,171678.76454417632,540937.8875698793,395735.026738942,395735.026738942,-28703.229212615563,-28703.229212615563,-28703.229212615563,-3556.215377962391,-3556.215377962391,-3556.215377962391,-25147.013834653168,-25147.013834653168,-25147.013834653168,0.0,0.0,0.0,367031.79752632644
291,2014-10-08,395879.47541274247,192585.17124624434,555068.4099572568,395879.47541274247,395879.47541274247,-20171.781444885317,-20171.781444885317,-20171.781444885317,6275.536517456044,6275.536517456044,6275.536517456044,-26447.31796234136,-26447.31796234136,-26447.31796234136,0.0,0.0,0.0,375707.69396785717
292,2014-10-09,396023.924086543,195171.49955070444,544714.4216988764,396023.924086543,396023.924086543,-25845.639157383815,-25845.639157383815,-25845.639157383815,2363.326134388442,2363.326134388442,2363.326134388442,-28208.96529177226,-28208.96529177226,-28208.96529177226,0.0,0.0,0.0,370178.28492915916
293,2014-10-10,396168.3727603434,194761.3540351692,521397.63190146594,396168.3727603434,396168.3727603434,-35492.845571163125,-35492.845571163125,-35492.845571163125,-5084.718113655028,-5084.718113655028,-5084.718113655028,-30408.1274575081,-30408.1274575081,-30408.1274575081,0.0,0.0,0.0,360675.5271891803
294,2014-10-11,396312.82143414393,193599.6003611824,534687.951207355,396312.82143414393,396312.82143414393,-33846.222057548264,-33846.222057548264,-33846.222057548264,-837.136632638625,-837.136632638625,-837.136632638625,-33009.08542490963,-33009.08542490963,-33009.08542490963,0.0,0.0,0.0,362466.5993765957
295,2014-10-12,396457.2701079444,187373.30410907528,542864.1881878668,396457.2701079444,396457.2701079444,-33073.98224060789,-33073.98224060789,-33073.98224060789,2891.2010476600444,2891.2010476600444,2891.2010476600444,-35965.18328826794,-35965.18328826794,-35965.18328826794,0.0,0.0,0.0,363383.2878673365
296,2014-10-13,396601.71878174477,190541.32301303503,528786.4025950275,396601.71878174477,396601.71878174477,-41272.10528619601,-41272.10528619601,-41272.10528619601,-2051.9935752176602,-2051.9935752176602,-2051.9935752176602,-39220.11171097836,-39220.11171097836,-39220.11171097836,0.0,0.0,0.0,355329.6134955488
297,2014-10-14,396746.1674555452,174557.81473745438,515229.4501693784,396746.1674555452,396746.1674555452,-46265.697386376014,-46265.697386376014,-46265.697386376014,-3556.215377957149,-3556.215377957149,-3556.215377957149,-42709.48200841886,-42709.48200841886,-42709.48200841886,0.0,0.0,0.0,350480.4700691692
298,2014-10-15,396890.6161293457,190363.34203244894,528358.1969798764,396890.6161293457,396890.6161293457,-40087.106320302904,-40087.106320302904,-40087.106320302904,6275.536517459213,6275.536517459213,6275.536517459213,-46362.64283776212,-46362.64283776212,-46362.64283776212,0.0,0.0,0.0,356803.5098090428
299,2014-10-16,397035.0648031462,192917.3037590861,513977.9101693415,397035.0648031462,397035.0648031462,-47741.357773851494,-47741.357773851494,-47741.357773851494,2363.3261343779964,2363.3261343779964,2363.3261343779964,-50104.6839082295,-50104.6839082295,-50104.6839082295,0.0,0.0,0.0,349293.7070292947
300,2014-10-17,397179.5134769466,178435.5147528136,518477.108046507,397179.5134769466,397179.5134769466,-58943.283408881514,-58943.283408881514,-58943.283408881514,-5084.718113658403,-5084.718113658403,-5084.718113658403,-53858.5652952231,-53858.5652952231,-53858.5652952231,0.0,0.0,0.0,338236.2300680651
301,2014-10-18,397323.96215074713,156475.42175681342,512551.30459068273,397323.96215074713,397323.96215074713,-58384.44364634695,-58384.44364634695,-58384.44364634695,-837.1366326536473,-837.1366326536473,-837.1366326536473,-57547.30701369331,-57547.30701369331,-57547.30701369331,0.0,0.0,0.0,338939.51850440016
302,2014-10-19,397468.4108245475,174812.84773880336,513158.2233588253,397468.4108245475,397468.4108245475,-58204.97055744925,-58204.97055744925,-58204.97055744925,2891.2010476572123,2891.2010476572123,2891.2010476572123,-61096.17160510645,-61096.17160510645,-61096.17160510645,0.0,0.0,0.0,339263.44026709825
303,2014-10-20,397612.85949834797,151842.02099154756,499141.75658598647,397612.85949834797,397612.85949834797,-66486.76625279007,-66486.76625279007,-66486.76625279007,-2051.9935752219094,-2051.9935752219094,-2051.9935752219094,-64434.772677568144,-64434.772677568144,-64434.772677568144,0.0,0.0,0.0,331126.0932455579
