date,Coal,Hydro,Nuclear,Other,Wind,NGas
2009-02-02,314414.6667,2120.354215,72795.40022,5780.794402,37030.97256,246738.75082999998
2009-02-03,320976.4453,2331.49774,83589.29251,5651.008851,24683.00338,248200.07293
2009-02-04,298806.6339,2162.958421,88742.53422,5303.057724,49107.20722,254470.66301
2009-02-05,314036.3489,1850.14068,90454.15951,5325.068887,56328.99565,231309.39539000002
2009-02-06,305305.8748,1974.685245,90480.92749,5408.453496,92637.87394,200584.01352
2009-02-07,306163.8301,2072.214795,82468.22952,5608.728007,94162.58839,157045.08621
2009-02-08,305651.8898,2184.95878,90247.9958,5528.046716,76918.58191,162808.99005
2009-02-09,325666.8907,2485.702962,90263.6768,5536.371702,15945.92376,263241.96121
2009-02-10,344857.6329,2301.313194,90345.04409,5505.286701,6061.4078,264195.39436
2009-02-11,334588.1584,2319.820003,90431.73753,5191.007792,23115.01566,244470.84191
2009-02-12,311304.0007,1525.36074,89835.64109,4679.695833,88730.80557,200518.53167
2009-02-13,310519.8865,1586.986589,89013.33334,3920.400987,87897.06549,203088.77233
2009-02-14,290855.9643,1554.812521,89231.74412,6648.925529,53825.13195,222882.12669
2009-02-15,304123.8165,1560.698848,89338.70653,6939.506077,46685.73757,216363.82697
2009-02-16,281394.0404,620.963675,89652.02122,6460.348164,83431.9186,243252.61868999997
2009-02-17,310338.9896,1590.567495,89787.78305,7162.044655,23250.59832,295278.03473
2009-02-18,309081.6575,1485.301168,89953.70678,8024.394204,57435.87367,260910.5344
2009-02-19,305668.8291,1679.094009,103900.5408,9682.07129,57405.08771,231036.13941
2009-02-20,308340.0383,2218.478362,114153.7697,9771.657268,40763.72459,210626.69567000002
2009-02-21,321937.2592,2247.773961,117523.2747,8075.11985,24261.21615,169849.22595
2009-02-22,301906.4327,1779.228471,122441.5903,8027.11215,46538.70076,156116.90036
2009-02-23,302598.9632,1577.090822,123125.8879,6577.576992,66811.17911,197551.00637
2009-02-24,275975.3122,1475.783883,123767.6681,4004.088756,55068.4593,228587.23686
2009-02-25,317943.5396,1305.244,123846.6282,5025.307765,14948.82754,249448.09704
2009-02-26,326860.6789,1693.961545,123908.5196,5228.684846,24258.38956,167010.77863
2009-02-27,291027.3546,1514.656171,123906.5365,4141.623381,82006.96192,153411.76340999999
2009-02-28,287148.678,1389.767775,123828.8934,5182.696852,84903.63566,133938.41108
2009-03-01,284780.273,1645.4484,123742.01,5487.353815,92347.56894,137356.66605
2009-03-02,331853.7323,939.978222,123891.4789,6639.708015,42806.56761,241015.44287000003
2009-03-03,347282.902871,769.416838,88241.2362,12158.472650999998,65431.58007099998,404443.30991099984
2009-03-04,319200.71482399997,525.623962,88613.327323,15085.769879000001,41794.26515899999,317336.52805799985
2009-03-05,270084.753194,494.5465980000001,88682.857261,16711.09794,50989.743233999994,284939.1132589999
2009-03-06,300593.3449559999,721.9034559999999,88687.769755,18341.170538999995,18026.473380000007,319501.03987000015
2009-03-07,299119.51135,486.835744,88452.673071,17735.309269999998,48768.031340999994,375293.494846
2009-03-08,323752.80839900003,816.7657019999999,88349.52666,17506.413279999997,65326.98694499999,415445.73518699984
2009-03-09,341261.6776800001,485.053276,71335.719572,18528.885307999997,31205.559763,399383.9938329999
2009-03-10,347184.298996,681.1802660000001,59593.507712,18222.397640000003,72745.31362900001,459818.6012929999
2009-03-11,341962.7287970001,492.735329,60653.610172,15640.554461000002,44401.820023999986,303791.120028
2009-03-12,314760.02826099994,369.390334,60953.97515400001,10056.841260999998,32243.474145999993,203594.9849460002
2009-03-13,307142.2319450001,685.106666,61046.112558,9969.001639999999,22942.486537999997,213433.90347699999
2009-03-14,325477.741376,594.1185109999999,61086.849333,16010.458876,9526.538824000001,296544.0153479999
2009-03-15,316284.39933999995,612.326234,61056.288244,16158.538910000001,39418.43016299999,345813.19191200007
2009-03-16,320282.827361,1188.513891,61024.820904,18428.695827999996,43270.687676000016,438238.3730070003
2009-03-17,328597.48928000004,935.02757,61001.860362,19528.958125999998,44725.781218,418330.80669099983
2009-03-18,305890.19292600005,1012.3349390000001,61096.903396,17616.485959000005,45590.58588,290355.81634300016
2009-03-19,302405.2718470001,468.14197400000006,61272.07328900001,10294.076160000002,28546.113988999998,233930.3073269999
2009-03-20,263521.856784,610.633839,61395.77502,8193.274338,95828.731208,196680.59774799994
2009-03-21,281343.432346,916.5393110000002,61431.842911,12390.282019000002,106880.37852100004,240338.04058100004
2009-03-22,298288.12916799996,779.4935830000001,61387.28832400001,8821.867086,105308.44900200004,265626.5881250001
2009-03-23,319945.26973600005,1071.190814,61339.56512100001,6435.6523290000005,54783.32940799999,313914.1012069999
2009-03-24,317208.55350100005,1825.1495779999998,61225.740326,3705.326689,75145.17024999998,262241.26298599987
2009-03-25,322732.529281,1964.764019,61344.995465,4409.986704,22771.651057000006,262593.14572800003
2009-03-26,309777.4408370001,1794.826261,61363.500284,2654.4733500000007,89487.452693,179008.17987799994
2009-03-27,291426.307861,1916.0051910000002,61266.99128,5849.849392000001,76850.83004200002,229990.86771100006
2009-03-28,304075.616109,2341.506679,61000.894337,7212.6965310000005,71207.96440099999,265904.58597700007
2009-03-29,306909.3988390001,2100.660809,60370.68163300001,11463.361789999999,63192.06347800001,247744.9374729999
2009-03-30,311788.5778490001,2050.5260630000002,60337.50306,7796.224727999999,135668.245945,213780.45043100003
2009-03-31,340904.34292599995,2206.11351,60359.145393,12500.72743,88255.89267799997,279557.5191009999
2009-04-01,346813.00979099993,1651.186165,60417.041446999996,5876.481939,36831.92903199999,220641.7017209999
2009-04-02,318076.14314100007,1795.0899330000002,60415.134474000006,3995.543487,18557.622145999994,235446.232735
2009-04-03,311451.660332,1866.561937,119821.21103600002,15594.268627999998,60525.821418,435415.6827699997
2009-04-04,311522.33295199985,1821.5858840000003,119914.00130499998,16139.116213000001,56287.28903500002,469417.1245670002
2009-04-05,328655.12915100006,1807.7848669999998,119724.43328499999,17595.805525,35393.095615,503999.700232
2009-04-06,305541.80401400005,1824.9955210000003,119858.371874,18780.163209,34712.362644999994,449624.306817
2009-04-07,288749.97138199996,1500.1945529999998,119941.84718499999,18222.705293000003,27796.010356999992,427128.4292240001
2009-04-08,298340.7324210001,1231.183896,119970.413062,16786.760336,15503.214471,452248.58962499996
2009-04-09,311648.3777599999,1605.4737939999998,119858.923923,18699.427321999996,35611.379162999976,478586.26204500016
2009-04-10,316938.51941700006,1523.471678,119770.300329,18633.444437,49314.82089699999,501431.0681370001
2009-04-11,314949.8246489999,1446.4923239999998,119835.92341100003,16842.84157,21360.420702,497745.62122399994
2009-04-12,322653.2326889999,1399.2551250000001,119852.30858199998,18047.558885999995,10899.744862000001,464924.6838830001
2009-04-13,312838.595767,1747.7177789999998,119505.016826,17814.089993,6150.443037000002,402850.149428
2009-04-14,302100.013152,1079.5169139999998,117770.521636,12088.976263999999,34911.64465499998,309122.96216500015
2009-04-15,273319.57615699986,1002.6205080000001,118349.40834499999,12171.98694,63673.394238999994,319261.7843320001
2009-04-16,293336.92476399994,1180.123241,118518.265999,12863.925621,33365.194605000004,383736.8598559999
2009-04-17,293899.063322,1052.117104,118554.910292,11494.510531,15435.864597999998,408958.37227499986
2009-04-18,306516.496845,1087.2348530000002,118339.173598,9582.888538,45421.700109,381656.3974189999
2009-04-19,301854.81404499995,1058.048582,89366.201926,11780.692508000002,67369.47664099999,364620.2869020002
2009-04-20,307374.24905,1040.159516,87919.392855,14141.375123000002,25600.803659999987,409246.5377219999
2009-04-21,298734.1372580002,709.1348459999999,87649.613149,14997.76902,6105.590811999999,409949.05649700004
2009-04-22,282512.4131,956.500153,87427.311505,14807.44014,53735.58162099999,420120.7354769998
2009-04-23,312258.67213,1542.490624,86820.40594,16068.587453999999,58368.80068800001,508273.7566780001
2009-04-24,300376.6214580001,1361.634592,86815.877431,13615.725501999998,46809.94364099997,340293.0135450002
2009-04-25,296173.62030300003,1646.3473890000002,86635.126657,13132.441529,18243.358602000004,295248.79769400007
2009-04-26,313423.608078,1239.1955480000001,86724.802587,9273.782600999999,18641.077486,262689.43288399995
2009-04-27,327368.40823299997,1309.459628,86405.926998,12961.414413999999,37425.066806999996,283003.97754699993
2009-04-28,323435.509552,823.4693440000001,85524.989203,13803.010714000002,30950.751192999996,362234.1477959998
2009-04-29,329268.531026,795.920372,84938.296336,14022.172620000003,49073.81781399997,405164.1164360002
2009-04-30,345272.40145700006,1300.59465,103384.15424399999,14915.440640000003,55082.85767599999,386280.5648589999
2009-05-01,314839.016657,1826.3621530000003,117335.014964,13595.754595,28404.070302000004,325864.1305049999
2009-05-02,305201.89516899997,1086.53361,112606.34621899998,12995.398466999997,73151.33023600001,350711.6442109997
2009-05-03,316476.23725599993,1617.4480440000002,119656.13076900001,4665.767856,28850.592860999997,511138.3713209997
2009-05-04,330118.69736399996,1659.8384649999998,119637.79226300001,4615.219884,18254.55862700001,514775.8179009999
2009-05-05,312677.2679439999,1987.117058,119506.70675099999,4575.565737999999,55540.796269,599150.5764520003
2009-05-06,313677.090272,1947.8247880000001,119495.15216299999,4508.887472,52497.616828999984,634803.648904
2009-05-07,318440.28182000003,2008.1820120000002,119431.97546700001,4487.155534,43064.651953,647035.037528
2009-05-08,332013.78797600005,2247.998134,119271.21591,4363.782145,44223.299908999994,630938.13086
2009-05-09,318071.4045150001,1761.422003,119181.07626799999,4329.105341,68912.53757100001,613168.1272459999
2009-05-10,303560.26049799996,1719.733133,119290.07271999998,4415.259356999999,76402.80055399997,564413.6981380001
2009-05-11,318976.56323399994,1693.338062,119360.757432,4499.444299000001,75452.29977099998,523528.5335859999
2009-05-12,343512.1779689999,2732.334032,119420.44614000001,4548.146038,59166.727059000004,597554.3744059999
2009-05-13,340977.98533200007,2604.5620580000004,119362.68799800001,4452.884485,46517.243445,603221.1233770003
2009-05-14,343934.9350239999,2719.312188,119277.46203799998,4465.906163,18200.077879,591775.0547239999
2009-05-15,342006.5041530001,3068.4032910000005,119236.280176,4532.483911,29367.50413599999,559138.9536189998
2009-05-16,338619.4087760001,3208.431996,119274.132599,4517.669005,59528.857161999986,544680.1249959999
2009-05-17,333700.6742550001,2184.3084019999997,119398.31502499999,4552.9919549999995,62964.27212300002,532147.4317159998
2009-05-18,333551.91378,2115.0722740000006,119424.29813899999,4360.757315000001,61988.197888999995,543131.6812720001
2009-05-19,352162.84783299995,3176.9171570000003,119430.071156,4366.089008999999,57105.777753,604774.2658359996
2009-05-20,360351.887885,3232.0323140000005,119378.848607,4376.180305000002,58407.78993599999,562412.232956
2009-05-21,357219.216958,3034.929575,119344.07592800002,4456.659933,78028.04282199999,555556.8443729999
2009-05-22,363465.162544,3118.584008,119391.52003299998,4498.095446,62197.84868499999,609971.5546499995
2009-05-23,361364.66736499994,2929.549522,119427.25746499999,4495.949728,31232.347422000003,567380.6193220001
2009-05-24,321556.4273370001,2095.968578,119389.63889299998,4345.134882,30705.682341000007,540371.1246389999
2009-05-25,318989.99105400004,1887.663119,119371.04253499999,4458.771761999999,39022.029139,552332.8001739999
2009-05-26,329692.9236299999,2844.0630789999996,119427.01210099999,4421.052760000001,63433.871805999996,586962.0333299998
2009-05-27,340567.9595429999,2826.3307919999997,119413.62924500002,4337.470667,52056.939437,597046.0495520002
2009-05-28,347242.10418,2815.785609,119463.48241200001,4487.32018,29979.725196000003,592976.450009
2009-05-29,343807.71916500013,2973.0224809999995,119451.907475,4564.132377999999,25171.298098,555206.6703669999
2009-05-30,337352.5336919999,2877.4772850000004,119574.811845,4558.888448000001,16054.494668,526466.1698569999
2009-05-31,317102.132732,1953.3944099999999,119666.372129,4524.63795,12538.501468999999,470926.360093
2009-06-01,310960.877285,1898.3738510000003,119780.96239400002,4426.164584000001,31117.54430100001,439493.84270599997
2009-06-02,319992.4097709999,2879.27598,119717.82554999998,4454.321155000001,27905.880080000006,460030.7787600001
2009-06-03,336829.68520600005,2540.0835700000002,119200.10561900001,18639.230850000004,8995.121673999996,572902.1648730001
2009-06-04,340979.94801400014,2609.9251720000007,119018.52667700002,18073.039495999998,22827.517359999994,610844.0184820001
2009-06-05,338213.81168,2580.779745,119061.789866,19067.593706,53309.91991299999,569749.1927710001
2009-06-06,338500.81791599997,2535.820083,119094.76043200001,19119.226859,58539.674323000014,544821.0321839999
2009-06-07,338805.516173,2608.0807569999997,119306.781677,18682.597267,17463.057052,507241.899973
2009-06-08,339553.152045,2600.822550000001,119373.344693,19588.644097000004,12857.802912999998,555505.28557
2009-06-09,318817.5233509999,2684.7955229999993,119393.86488200001,19597.603292,24609.58669199999,573056.5844719999
2009-06-10,321525.54052499996,2618.7734840000003,119346.06367100001,19411.286109,57438.740925000006,618829.8223609996
2009-06-11,331655.402373,2672.695002,119262.984833,19477.011191999998,59289.06306899997,613235.888375
2009-06-12,339430.36472600006,2569.752972,119196.01661800001,19098.317340999998,62488.334099,608532.1501740001
2009-06-13,334317.01562399993,2045.0985360000002,119232.643425,18641.353476,53808.42865599999,562169.9201109998
2009-06-14,331413.4042289999,1880.9300010000002,119216.20366,18546.049664000002,50403.059352,561021.6163459999
2009-06-15,336279.928299,2437.537084,119238.19503000002,18930.958900999995,62961.93278199999,629025.873155
2009-06-16,342373.85748999997,2337.2389,119294.824327,18749.240886999996,77888.77722999998,615879.714196
2009-06-17,342560.281443,2346.3425880000004,119291.13316800001,18848.070543,72974.773328,620057.1855189998
2009-06-18,346259.6975019999,2355.3301540000007,119235.181341,18941.908811000005,46244.52150900003,641556.7652159998
2009-06-19,353182.41316399997,2359.3110739999993,119252.296003,18613.746726000005,29424.57697399999,569020.7811630002
2009-06-20,338046.5606420001,1790.599167,119311.11673999998,14821.419832000001,23129.109501000003,495878.3499959999
2009-06-21,327080.54243399994,1821.551955,119326.89216199999,14088.696381999998,46984.751001999975,472602.942593
2009-06-22,330703.22082900006,2233.766086,119446.15797,12949.117173999999,65661.46832899998,492661.50658499997
2009-06-23,341457.05729100003,2153.7544450000005,119552.944229,15839.12535,48700.524653,537416.0345229998
2009-06-24,345509.81610700005,2174.3773189999997,119423.84883,17488.279029,37163.12245800001,528436.9528580001
2009-06-25,344749.85347300005,2178.839798,119409.725561,14864.667311999998,11888.508366,501800.7431999999
2009-06-26,342729.08008999994,2107.255889,119625.24383700002,13661.503396000002,21729.028027999997,515554.688473
2009-06-27,317268.770534,1760.300764,119574.56575,16398.276002,53499.788946,539715.8271000001
2009-06-28,322776.42870099994,1790.721609,119627.397364,18272.819821999998,40219.249548,531362.5544039998
2009-06-29,337941.2333220001,2265.573732,119512.39951299998,19642.409192999996,39241.80236099999,524258.0321070002
2009-06-30,335913.65976,2080.9737800000003,119605.13772500001,18312.849513999998,25917.14329500001,575588.8265649996
2009-07-01,344972.45958200004,1901.2435659999999,119603.753445,20621.008025999996,35539.918369000006,546180.461434
2009-07-02,338502.03475500003,1928.188118,119644.575239,20156.298216000003,26444.619892000002,521759.28164899995
2009-07-03,343296.1870939999,2028.391355,119593.57120799998,19574.308283000002,26520.746138000002,487126.99759399984
2009-07-04,319194.348071,4205.661549,120420.04855200001,13892.266154,53602.631227,402285.50701800006
2009-07-05,319758.23963600013,4407.5907449999995,120433.66235799999,14397.909923,54122.140881999985,426159.7662290002
2009-07-06,310577.2913149999,3682.887657,120213.27368400001,13781.974356999994,39147.359193,420369.87659999984
2009-07-07,311516.544299,4466.970506000001,120435.627226,13885.541682999998,15906.110746999999,410634.20357299986
2009-07-08,314033.7534950001,3591.478661,120427.723093,13965.426945000003,58230.77134100001,383052.25699100003
2009-07-09,307456.58859199984,4559.088672999999,120305.28627899999,13015.167442,82971.596032,363812.950606
2009-07-10,309938.02183599985,3732.901744999999,120433.19198799999,13414.465628999997,82503.361609,364111.6869879998
2009-07-11,319344.684629,4558.441999000001,120445.5216,15103.507678000002,59732.009181000016,474101.5614559999
2009-07-12,329356.72235,3722.9619359999997,120380.09397,11977.438666,55166.16739100001,502495.05053500005
2009-07-13,339868.3979770001,4672.37529,120370.39828399998,15166.018935999997,41880.04988399999,489797.85721399984
2009-07-14,313188.9831570001,3905.325385000001,120281.026001,15362.90972,35497.60991100001,474516.2169240001
2009-07-15,309860.35954599996,4744.468142,120268.948184,16314.542848999998,45760.194725,531390.7320289998
2009-07-16,314339.1359170001,3910.9499539999997,120189.80734099999,16083.952601,59925.85862499999,513693.67968299997
2009-07-17,314731.757631,3955.829389,120243.71436800002,15045.632300000001,63552.61890400002,481282.2307960001
2009-07-18,322518.65977200016,3846.9183710000007,120149.945995,15715.264323000001,65762.901844,553189.9731230002
2009-07-19,335440.3051350001,3790.6657410000003,120137.57656500001,16280.747512000002,71787.606532,549843.6336690001
2009-07-20,339801.9855620001,3848.1828650000007,120143.58660799998,16312.689328,69430.75241200002,544045.4041190002
2009-07-21,329766.0304440001,3198.136439,120119.756877,16834.708533000005,65178.22612300002,554849.8305729999
2009-07-22,335436.544571,3197.3565719999997,120114.504942,16546.24477,52494.583734,534069.0212659998
2009-07-23,329095.5867890001,2297.150406,120089.040822,15822.450632000002,77104.96374500003,475771.479531
2009-07-24,342494.79754299985,2316.9933140000003,120047.75496800002,15379.561994000002,68829.67667800002,476002.56831300014
2009-07-25,358151.5724049999,2501.442443,119945.68831,16402.152243,55318.37318900002,562998.3333379999
2009-07-26,348514.3072759999,2459.8279930000003,119723.0288,16899.780024,41454.06849700001,600821.2347029999
2009-07-27,332256.6615,2519.4237920000005,119563.34992499999,16895.182382000003,19480.888680999997,653429.849866
2009-07-28,331614.754363,2591.060626,119569.55212500002,18657.625532000002,25899.166360999996,658129.1727080003
2009-07-29,329915.85517,2483.424599,119491.314759,17769.093631,35501.77460299999,637193.5772870001
2009-07-30,338573.60048099986,2233.7202060000004,119336.87049999999,16643.204263,39463.55708599999,602528.7425899999
2009-07-31,334056.672541,2171.5555849999996,119316.705138,16795.884175,32381.97613899999,598479.0240530001
2009-08-01,329129.45140000014,2547.987483,119304.827634,17337.352421000003,19699.805604000005,615476.2158220002
2009-08-02,339757.8792749999,2536.438395,119239.60887199997,16674.024141,12566.580727000004,535461.7863789999
2009-08-03,310488.52338599984,1962.6194450000003,121494.03741100001,14438.105805000001,74338.31902299999,318336.6372279999
2009-08-04,315852.0112899999,2400.542895,120197.246812,15779.519597000002,32199.569837,292681.7375690002
2009-08-05,302599.475939,3821.7149800000007,113596.69420999999,16031.090874,33538.065485,266794.70098
2009-08-06,285950.017369,3570.3063389999998,113477.625296,16238.849456999998,22495.374903999997,326063.04681499995
2009-08-07,288112.15009700006,3320.138248,113548.742347,16982.981398,56109.26252999999,352718.108286
2009-08-08,300592.36310400005,3580.5558390000006,113522.59304699999,16599.378362,34047.320296000005,410164.18742899975
2009-08-09,294543.99381,3547.881026,113486.14502600001,18391.095102,54614.022334,430885.57304099994
2009-08-10,280424.39926700003,4059.610796,113464.46805,15306.652598999997,68870.23969399997,468220.21661599976
2009-08-11,274553.22647399997,4704.811512,114020.312902,12294.063682,66368.452529,364019.18452300015
2009-08-12,270453.78371099994,3425.8898440000003,121021.534627,10634.447871,30440.105029000006,364338.2646139999
2009-08-13,280681.052332,2915.4896240000003,120919.92723399999,10545.909625,55105.089649000016,399509.3018530001
2009-08-14,275439.31065399986,2796.823727,120810.336645,14954.052599999999,77537.43132100001,414151.9908529998
2009-08-15,293930.0054249999,2782.3914620000005,112729.60050799999,16745.252781,87893.49138800002,440855.3252730002
2009-08-16,317492.7833620001,2819.179069,111636.010445,17081.857548999997,68811.06682200004,401388.34450800007
2009-08-17,310530.1083550001,4887.309905,111616.87520100002,16907.248073,77809.54708,397273.93039100006
2009-08-18,314621.127876,4882.095904,111607.068267,15329.337559,61047.03727900002,250497.56058000002
2009-08-19,298634.98902300006,4861.199719,111771.65944200002,11620.221755999999,25859.854209000005,219066.41625999994
2009-08-20,300762.357098,4836.698711999999,113026.3119,13948.404901999998,42398.15055999999,252376.5247670001
2009-08-21,294888.11569099996,4375.924214999999,121309.83520399999,14285.581384000001,61821.25908899999,262038.8675869999
2009-08-22,301294.123798,4825.855382,121309.505008,13923.759478999998,63327.326552,282218.829225
2009-08-23,311407.06701299996,4240.118446,121229.72787800002,15480.724477,55699.932529,326519.30356900004
2009-08-24,323870.933777,4153.226886,121199.080495,16459.492992,34380.739609000004,331149.61495599995
2009-08-25,326422.078261,4326.146346,121176.30835800001,16528.109341,10624.819051999993,291761.7322089999
2009-08-26,317559.9894779999,4356.149659000001,121079.854566,15572.277493000001,5178.684985000001,273866.7286519999
2009-08-27,322717.0469860001,4279.659194,120853.022431,16727.379195,20130.495450999995,350980.7427970001
2009-08-28,333283.467833,4454.014142,120705.706822,15252.450594999998,40815.914014999995,415173.93820999993
2009-08-29,332149.267796,4289.064048,120772.46894199999,14431.603708,31583.35357099999,365338.4804220001
2009-08-30,336035.69571999996,4290.807090999999,120602.96769800001,14790.895795999999,14174.534858999996,391377.1693419999
2009-08-31,343227.745289,4245.922163,120546.998792,14948.741972999998,10882.722170999998,404461.569104
2009-09-01,325667.81315400003,3942.8909790000007,120562.812357,14847.002374,28714.704513999994,366945.31305099995
2009-09-02,316324.421956,4255.5840610000005,120528.582654,14230.991258999999,60493.26744499997,343688.0853240002
2009-09-03,251116.067401,1821.583779,122466.59753500002,6694.018393999999,92916.264978,207094.5299459999
2009-09-04,260968.22046600006,1800.4073629999998,122359.19426999999,7350.634017999998,70298.49839899999,226055.2831840002
2009-09-05,269037.013309,1844.863038,122458.790486,8706.709058,86372.18298599999,202977.543801
2009-09-06,260587.61798099996,1783.217673,122192.07458000001,10521.178726000002,66466.81325599998,205829.10643200015
2009-09-07,261464.81933300002,1795.4518599999997,122351.03064399998,9491.700426,75629.96460700002,176019.45641999997
2009-09-08,285527.333552,1881.4072609999998,122197.141014,11201.937954000003,56138.446848,235162.68420499982
2009-09-09,266510.489932,1786.314934,122600.588739,9397.403673000004,48777.45457799999,269737.6118570001
2009-09-10,269484.519592,2047.5042630000003,122304.15612300001,5349.945401000001,67188.21200700001,237341.89170500005
2009-09-11,259479.61929400003,1909.0585730000003,122340.31449500001,6022.828309999999,79060.513234,255729.2505919999
2009-09-12,257695.26958400002,1906.0051980000003,122284.148091,6865.296348000001,58558.416643000004,237173.86655699994
2009-09-13,245466.36572099998,1968.8323229999994,122300.386853,5518.398892,72510.932546,180470.693395
2009-09-14,254796.04372000005,1657.5106099999998,122290.81574900002,6206.046189999999,51942.927571,196577.97251
2009-09-15,245872.27287299995,1839.680751,122107.56885,6250.7654680000005,47868.78180299998,263644.193492
2009-09-16,270938.11890700005,1913.7082629999998,122341.688069,8635.659098000002,69822.253125,228629.08273099997
2009-09-17,268428.618531,1739.060021,122166.30948,5681.796258,98938.20552300001,208314.34694600015
2009-09-18,277119.13193199993,2039.7086450000002,122181.05977100003,8606.183765999998,84555.31650599999,210981.353535
2009-09-19,296023.29035100003,2232.85115,122093.196607,7815.638152000001,35420.246892,230375.50664899993
2009-09-20,270319.21415300004,1580.3962900000001,122020.114032,5144.166085999999,39521.84420200001,224967.98842500002
2009-09-21,234686.53133600007,1756.1933840000002,122003.203063,6901.699731,70270.460755,210045.26893300004
2009-09-22,255392.57878399998,1577.740301,122087.720258,7841.858703000001,25346.908631000002,282600.14630399994
2009-09-23,258222.71018099997,1789.367549,122030.34991100001,11028.069753000002,34844.145406,320045.1453920001
2009-09-24,257846.33711799994,1764.0607509999998,121915.53248699999,13098.816470999998,85247.13256900001,324129.75907099986
2009-09-25,287384.909169,1911.345043,121784.867606,11961.191241,78509.21126,299813.84809
2009-09-26,277523.683091,1758.232697,121718.85415200001,10796.808227999998,96864.78411499999,280557.0858099999
2009-09-27,286318.84414400003,1722.6298970000003,121691.14475699999,6795.896486999999,95447.73703500004,249226.9874159999
2009-09-28,286934.69623899995,1411.738605,121659.843224,6812.678153000001,92604.68196700004,233545.1722860001
2009-09-29,301904.779576,2230.5327819999998,121261.13675599999,12683.506710000001,49137.394648,276754.1305440001
2009-09-30,302424.49608099996,2384.5534789999997,121650.54091800001,14045.324623,46058.46807599999,275523.2557039999
2009-10-01,309142.41043000005,2337.774164,121317.22200699997,12334.764562000004,81581.795605,274139.84992899996
2009-10-02,312977.539587,3670.0947209999995,121496.597191,15816.217021000002,64465.75001700002,300045.6497960001
2009-10-03,264420.868591,958.1703779999999,122753.32666499997,9064.377595,23357.095231999996,312860.374557
2009-10-04,250025.76600300003,1144.6182950000002,122795.51207,12388.825003999998,75012.15248500006,302968.7500519999
2009-10-05,251244.082953,1211.702069,122721.66176500001,8544.381109,87064.47739500004,256834.76615400007
2009-10-06,250273.530136,1208.546183,122373.159932,7477.993082999999,81232.17006,239989.16695099993
2009-10-07,249353.30725000004,1135.268974,122114.673581,7556.833181999999,87401.32858900003,251687.35159599996
2009-10-08,235954.24923899997,1223.522177,122275.60395599999,7984.206105,92940.80604299998,259908.23980399992
2009-10-09,206976.378331,1122.822259,122366.51305299999,9260.094511,94042.37122100005,238223.05160900005
2009-10-10,210196.77033100007,1095.2902609999999,117286.27683100001,5750.211213,28831.177980000004,280247.30871200014
